person_id,age_2024,n_observations_2022,n_sources_2022,evidence_sources_2022,evidence_source_rows_2022,level_min_2022,level_max_2022,same_year_status_2022,same_year_decision_reason_2022,n_observations_2024,n_sources_2024,evidence_sources_2024,evidence_source_rows_2024,level_min_2024,level_max_2024,same_year_status_2024,same_year_decision_reason_2024,has_2022_evidence,has_2024_evidence,same_year_conflict_2024,attainment_status,attainment_level_min,attainment_level_max,decision_reason
P042327,50,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042328,19,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15475,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042329,31,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15476,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P042330,37,1,1,zensus_like_2022,zensus_like_2022:6545,3,3,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:15477,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,3,3,compatible_retained
P042331,36,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15478,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042332,37,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15479,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042335,49,,,,,,,,,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:15480|mikrozensus_like_2024:778,1,1,accepted,same_year_compatible,FALSE,TRUE,FALSE,accepted,1,1,initial_observation
P042336,22,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15481,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042337,69,1,1,zensus_like_2022,zensus_like_2022:4231,1,1,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,1,1,carry_forward
P042338,30,1,1,zensus_like_2022,zensus_like_2022:402,3,3,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,3,3,carry_forward
P042339,56,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042340,53,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042341,46,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15482,1,1,accepted,single_observation,FALSE,TRUE,FALSE,accepted,1,1,initial_observation
P042342,41,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15483,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042343,19,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15484,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042344,48,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15485,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042345,54,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042347,55,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042348,85,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15486,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P042349,43,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042351,67,1,1,zensus_like_2022,zensus_like_2022:2154,2,2,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,2,2,carry_forward
P042352,64,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15487,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P042353,36,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15488,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042354,71,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15489,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042356,70,,,,,,,,,1,1,mikrozensus_like_2024,mikrozensus_like_2024:2731,3,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,3,3,initial_observation
P042359,52,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15490,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042360,45,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042361,39,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042362,74,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042363,94,1,1,zensus_like_2022,zensus_like_2022:6337,6,6,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:15491,4,6,accepted,single_observation,TRUE,TRUE,FALSE,accepted,6,6,compatible_retained
P042364,72,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042365,31,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15492,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P042368,28,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15494,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042369,24,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042370,64,1,1,zensus_like_2022,zensus_like_2022:2996,1,1,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:15495,1,1,accepted,single_observation,TRUE,TRUE,FALSE,accepted,1,1,compatible_retained
P042372,20,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15496,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042373,62,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15497,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P042375,76,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15498,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042378,78,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042379,57,1,1,zensus_like_2022,zensus_like_2022:4151,4,4,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:15499,4,6,accepted,single_observation,TRUE,TRUE,FALSE,accepted,4,4,compatible_retained
P042380,51,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042381,69,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042382,62,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042383,61,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042384,31,,,,,,,,,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:15500|mikrozensus_like_2024:90,4,4,accepted,same_year_compatible,FALSE,TRUE,FALSE,accepted,4,4,initial_observation
P042385,76,,,,,,,,,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:15501|mikrozensus_like_2024:3171,3,3,accepted,same_year_compatible,FALSE,TRUE,FALSE,accepted,3,3,initial_observation
P042386,72,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042387,58,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15502,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042388,20,,,,,,,,,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:15503|mikrozensus_like_2024:1625,2,2,accepted,same_year_compatible,FALSE,TRUE,FALSE,accepted,2,2,initial_observation
P042389,32,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15504,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042391,78,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042392,23,1,1,zensus_like_2022,zensus_like_2022:7835,2,2,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:15505,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,2,2,compatible_retained
P042393,62,1,1,zensus_like_2022,zensus_like_2022:2583,4,4,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:15506,2,3,accepted,single_observation,TRUE,TRUE,FALSE,review_required,4,4,temporal_regression
P042394,85,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042395,39,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15507,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P042397,20,1,1,zensus_like_2022,zensus_like_2022:4685,2,2,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,2,2,carry_forward
P042399,28,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042400,67,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042401,22,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042403,72,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15508,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042404,26,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042405,63,1,1,zensus_like_2022,zensus_like_2022:2136,2,2,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:15509,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,2,2,compatible_retained
P042406,52,1,1,zensus_like_2022,zensus_like_2022:5912,3,3,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,3,3,carry_forward
P042407,71,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042408,59,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15510,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042409,61,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042410,37,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15511,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042411,40,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042412,70,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042414,29,,,,,,,,,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:15512|mikrozensus_like_2024:2971,3,3,accepted,same_year_compatible,FALSE,TRUE,FALSE,accepted,3,3,initial_observation
P042415,30,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042416,62,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042417,59,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042418,60,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15513,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042419,36,1,1,zensus_like_2022,zensus_like_2022:1901,4,4,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,4,4,carry_forward
P042421,57,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042423,81,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042424,49,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15514,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P042425,49,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15515,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042426,28,1,1,zensus_like_2022,zensus_like_2022:81,3,3,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:15516,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,3,3,compatible_retained
P042427,34,1,1,zensus_like_2022,zensus_like_2022:6949,2,2,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:15517,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,2,2,compatible_retained
P042428,42,1,1,zensus_like_2022,zensus_like_2022:3770,2,2,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:15518,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,2,2,compatible_retained
P042429,55,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15519,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P042430,40,1,1,zensus_like_2022,zensus_like_2022:144,3,3,accepted,single_observation,1,1,mikrozensus_like_2024,mikrozensus_like_2024:522,3,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,3,3,compatible_retained
P042431,55,1,1,zensus_like_2022,zensus_like_2022:3821,3,3,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:15520,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,3,3,compatible_retained
P042432,59,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15521,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042434,43,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042436,41,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15522,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042437,26,,,,,,,,,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:15523|mikrozensus_like_2024:2699,4,4,accepted,same_year_compatible,FALSE,TRUE,FALSE,accepted,4,4,initial_observation
P042438,72,,,,,,,,,1,1,mikrozensus_like_2024,mikrozensus_like_2024:2077,2,2,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,2,initial_observation
P042439,17,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042440,53,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15524,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042441,25,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15525,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P042442,49,1,1,zensus_like_2022,zensus_like_2022:7979,3,3,accepted,single_observation,1,1,mikrozensus_like_2024,mikrozensus_like_2024:2386,3,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,3,3,compatible_retained
P042443,61,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042444,39,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15526,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042445,43,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15527,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042446,22,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042447,29,1,1,zensus_like_2022,zensus_like_2022:8033,3,3,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,3,3,carry_forward
P042449,31,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042450,24,1,1,zensus_like_2022,zensus_like_2022:1942,3,3,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:15528,4,6,accepted,single_observation,TRUE,TRUE,FALSE,accepted,4,6,upward_progression
P042451,48,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042452,31,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15529,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042453,33,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042454,23,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15530,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042455,45,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15531,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042456,31,1,1,zensus_like_2022,zensus_like_2022:3884,1,1,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,1,1,carry_forward
P042457,66,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042458,37,,,,,,,,,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:15532|mikrozensus_like_2024:1054,4,4,accepted,same_year_compatible,FALSE,TRUE,FALSE,accepted,4,4,initial_observation
P042459,28,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042460,76,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042461,37,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15533,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042463,41,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042464,31,1,1,zensus_like_2022,zensus_like_2022:5009,3,3,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:15534,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,3,3,compatible_retained
P042465,75,1,1,zensus_like_2022,zensus_like_2022:1407,1,1,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,1,1,carry_forward
P042466,77,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042468,15,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042469,30,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042470,42,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15535,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042471,16,,,,,,,,,1,1,mikrozensus_like_2024,mikrozensus_like_2024:3071,2,2,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,2,initial_observation
P042472,55,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15536,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P042473,29,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042474,27,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15537,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P042476,79,,,,,,,,,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:15538|mikrozensus_like_2024:830,3,3,accepted,same_year_compatible,FALSE,TRUE,FALSE,accepted,3,3,initial_observation
P042477,78,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15539,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042479,78,1,1,zensus_like_2022,zensus_like_2022:5659,3,3,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,3,3,carry_forward
P042481,20,,,,,,,,,1,1,mikrozensus_like_2024,mikrozensus_like_2024:876,1,1,accepted,single_observation,FALSE,TRUE,FALSE,accepted,1,1,initial_observation
P042482,20,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15540,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042483,38,1,1,zensus_like_2022,zensus_like_2022:2234,3,3,accepted,single_observation,1,1,mikrozensus_like_2024,mikrozensus_like_2024:1415,3,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,3,3,compatible_retained
P042484,38,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042485,23,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15542,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042487,41,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15543,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042488,30,,,,,,,,,1,1,mikrozensus_like_2024,mikrozensus_like_2024:2668,5,5,accepted,single_observation,FALSE,TRUE,FALSE,accepted,5,5,initial_observation
P042489,88,1,1,zensus_like_2022,zensus_like_2022:6836,6,6,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,6,6,carry_forward
P042490,74,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042492,29,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042493,38,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042494,52,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15544,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042496,78,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042497,36,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042499,32,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042500,17,,,,,,,,,1,1,mikrozensus_like_2024,mikrozensus_like_2024:1553,1,1,accepted,single_observation,FALSE,TRUE,FALSE,accepted,1,1,initial_observation
P042501,20,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15545,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042502,20,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042503,25,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042505,93,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042506,61,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15547,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042509,54,1,1,zensus_like_2022,zensus_like_2022:1889,6,6,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:15548,4,6,accepted,single_observation,TRUE,TRUE,FALSE,accepted,6,6,compatible_retained
P042510,76,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042511,31,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042513,25,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042514,36,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042516,22,1,1,zensus_like_2022,zensus_like_2022:1010,2,2,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:15549,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,2,2,compatible_retained
P042517,49,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042518,53,1,1,zensus_like_2022,zensus_like_2022:6023,2,2,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:15550,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,2,2,compatible_retained
P042519,29,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15551,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042520,29,1,1,zensus_like_2022,zensus_like_2022:5779,3,3,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:15552,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,3,3,compatible_retained
P042521,79,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042522,36,1,1,zensus_like_2022,zensus_like_2022:3958,4,4,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:15553,2,3,accepted,single_observation,TRUE,TRUE,FALSE,review_required,4,4,temporal_regression
P042523,28,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15554,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042525,17,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042526,71,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042528,40,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15555,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042529,63,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15556,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042530,38,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15557,1,1,accepted,single_observation,FALSE,TRUE,FALSE,accepted,1,1,initial_observation
P042531,37,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042532,37,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042533,59,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042534,40,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042535,29,1,1,zensus_like_2022,zensus_like_2022:3619,3,3,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,3,3,carry_forward
P042536,26,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15558,1,1,accepted,single_observation,FALSE,TRUE,FALSE,accepted,1,1,initial_observation
P042537,62,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15559,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042538,23,1,1,zensus_like_2022,zensus_like_2022:583,2,2,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:15560,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,2,2,compatible_retained
P042539,90,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042540,30,1,1,zensus_like_2022,zensus_like_2022:5374,1,1,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:15561,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,2,3,upward_progression
P042542,43,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15562,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P042543,69,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042544,33,1,1,zensus_like_2022,zensus_like_2022:6684,3,3,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,3,3,carry_forward
P042545,42,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15563,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042546,17,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042547,26,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15564,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P042549,55,,,,,,,,,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:15565|mikrozensus_like_2024:2304,6,6,accepted,same_year_compatible,FALSE,TRUE,FALSE,accepted,6,6,initial_observation
P042550,56,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042551,70,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P042552,24,,,,,,,,,1,1,ba_like_2024,ba_like_2024:15566,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
