person_id,reference_year,n_observations,n_sources,evidence_sources,evidence_source_rows,level_min,level_max,same_year_status,same_year_decision_reason,age_2024
P040862,2024,1,1,ba_like_2024,ba_like_2024:15014,4,6,accepted,single_observation,30
P040864,2024,1,1,ba_like_2024,ba_like_2024:15015,4,6,accepted,single_observation,55
P040865,2024,1,1,ba_like_2024,ba_like_2024:15016,4,6,accepted,single_observation,38
P040866,2024,1,1,ba_like_2024,ba_like_2024:15017,2,3,accepted,single_observation,23
P040869,2024,1,1,ba_like_2024,ba_like_2024:15018,2,3,accepted,single_observation,24
P040872,2024,1,1,ba_like_2024,ba_like_2024:15019,2,3,accepted,single_observation,23
P040876,2024,1,1,ba_like_2024,ba_like_2024:15020,4,6,accepted,single_observation,60
P040882,2024,1,1,ba_like_2024,ba_like_2024:15021,2,3,accepted,single_observation,46
P040883,2024,1,1,ba_like_2024,ba_like_2024:15022,1,1,accepted,single_observation,68
P040885,2022,1,1,zensus_like_2022,zensus_like_2022:3832,5,5,accepted,single_observation,58
P040885,2024,1,1,ba_like_2024,ba_like_2024:15024,4,6,accepted,single_observation,58
P040886,2024,1,1,ba_like_2024,ba_like_2024:15025,4,6,accepted,single_observation,25
P040888,2024,1,1,ba_like_2024,ba_like_2024:15026,4,6,accepted,single_observation,35
P040889,2022,1,1,zensus_like_2022,zensus_like_2022:2763,2,2,accepted,single_observation,18
P040890,2024,1,1,ba_like_2024,ba_like_2024:15027,4,6,accepted,single_observation,47
P040891,2022,1,1,zensus_like_2022,zensus_like_2022:3350,2,2,accepted,single_observation,20
P040891,2024,1,1,ba_like_2024,ba_like_2024:15028,2,3,accepted,single_observation,20
P040892,2024,1,1,ba_like_2024,ba_like_2024:15029,4,6,accepted,single_observation,41
P040893,2024,1,1,ba_like_2024,ba_like_2024:15030,2,3,accepted,single_observation,53
P040894,2024,1,1,ba_like_2024,ba_like_2024:15031,2,3,accepted,single_observation,38
P040895,2022,1,1,zensus_like_2022,zensus_like_2022:5977,4,4,accepted,single_observation,27
P040896,2024,1,1,ba_like_2024,ba_like_2024:15032,2,3,accepted,single_observation,21
P040897,2024,1,1,ba_like_2024,ba_like_2024:15033,2,3,accepted,single_observation,53
P040899,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:1239,1,1,accepted,single_observation,28
P040900,2024,1,1,ba_like_2024,ba_like_2024:15034,4,6,accepted,single_observation,38
P040901,2024,1,1,ba_like_2024,ba_like_2024:15035,2,3,accepted,single_observation,57
P040906,2024,1,1,ba_like_2024,ba_like_2024:15036,2,3,accepted,single_observation,20
P040908,2022,1,1,zensus_like_2022,zensus_like_2022:827,4,4,accepted,single_observation,56
P040911,2024,1,1,ba_like_2024,ba_like_2024:15037,4,6,accepted,single_observation,33
P040912,2024,1,1,ba_like_2024,ba_like_2024:15038,2,3,accepted,single_observation,44
P040913,2024,1,1,ba_like_2024,ba_like_2024:15039,1,1,accepted,single_observation,33
P040915,2022,1,1,zensus_like_2022,zensus_like_2022:5583,4,4,accepted,single_observation,31
P040915,2024,1,1,ba_like_2024,ba_like_2024:15040,4,6,accepted,single_observation,31
P040918,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:259,2,2,accepted,single_observation,15
P040919,2024,1,1,ba_like_2024,ba_like_2024:15041,2,3,accepted,single_observation,64
P040920,2024,1,1,ba_like_2024,ba_like_2024:15042,2,3,accepted,single_observation,43
P040921,2022,1,1,zensus_like_2022,zensus_like_2022:5604,3,3,accepted,single_observation,59
P040921,2024,1,1,ba_like_2024,ba_like_2024:15043,2,3,accepted,single_observation,59
P040923,2022,1,1,zensus_like_2022,zensus_like_2022:1278,3,3,accepted,single_observation,54
P040925,2024,1,1,ba_like_2024,ba_like_2024:15044,2,3,accepted,single_observation,44
P040928,2024,1,1,ba_like_2024,ba_like_2024:15045,2,3,accepted,single_observation,61
P040929,2024,1,1,ba_like_2024,ba_like_2024:15046,2,3,accepted,single_observation,83
P040930,2022,1,1,zensus_like_2022,zensus_like_2022:6023,2,2,accepted,single_observation,21
P040930,2024,1,1,ba_like_2024,ba_like_2024:15047,2,3,accepted,single_observation,21
P040932,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:15048|mikrozensus_like_2024:268,4,4,accepted,same_year_compatible,31
P040938,2022,1,1,zensus_like_2022,zensus_like_2022:6710,1,1,accepted,single_observation,49
P040938,2024,1,1,ba_like_2024,ba_like_2024:15049,1,1,accepted,single_observation,49
P040939,2024,1,1,ba_like_2024,ba_like_2024:15050,2,3,accepted,single_observation,52
P040941,2024,1,1,ba_like_2024,ba_like_2024:15051,2,3,accepted,single_observation,26
P040942,2024,1,1,ba_like_2024,ba_like_2024:15052,2,3,accepted,single_observation,39
P040945,2024,1,1,ba_like_2024,ba_like_2024:15053,2,3,accepted,single_observation,66
P040946,2022,1,1,zensus_like_2022,zensus_like_2022:2776,3,3,accepted,single_observation,52
P040946,2024,1,1,ba_like_2024,ba_like_2024:15054,2,3,accepted,single_observation,52
P040948,2022,1,1,zensus_like_2022,zensus_like_2022:6674,3,3,accepted,single_observation,34
P040948,2024,1,1,ba_like_2024,ba_like_2024:15055,2,3,accepted,single_observation,34
P040949,2024,1,1,ba_like_2024,ba_like_2024:15056,2,3,accepted,single_observation,25
P040950,2024,1,1,ba_like_2024,ba_like_2024:15057,4,6,accepted,single_observation,29
P040951,2024,1,1,ba_like_2024,ba_like_2024:15058,1,1,accepted,single_observation,63
P040954,2024,1,1,ba_like_2024,ba_like_2024:15059,1,1,accepted,single_observation,85
P040955,2022,1,1,zensus_like_2022,zensus_like_2022:7862,3,3,accepted,single_observation,28
P040956,2024,1,1,ba_like_2024,ba_like_2024:15060,4,6,accepted,single_observation,37
P040959,2024,1,1,ba_like_2024,ba_like_2024:15061,1,1,accepted,single_observation,25
P040963,2022,1,1,zensus_like_2022,zensus_like_2022:6750,4,4,accepted,single_observation,36
P040964,2024,1,1,ba_like_2024,ba_like_2024:15062,4,6,accepted,single_observation,28
P040965,2024,1,1,ba_like_2024,ba_like_2024:15063,2,3,accepted,single_observation,78
P040967,2024,1,1,ba_like_2024,ba_like_2024:15064,2,3,accepted,single_observation,27
P040969,2022,1,1,zensus_like_2022,zensus_like_2022:6983,1,1,accepted,single_observation,18
P040969,2024,1,1,ba_like_2024,ba_like_2024:15065,2,3,accepted,single_observation,18
P040972,2024,1,1,ba_like_2024,ba_like_2024:15066,4,6,accepted,single_observation,54
P040978,2024,1,1,ba_like_2024,ba_like_2024:15067,2,3,accepted,single_observation,46
P040979,2024,1,1,ba_like_2024,ba_like_2024:15068,4,6,accepted,single_observation,28
P040980,2024,1,1,ba_like_2024,ba_like_2024:15069,4,6,accepted,single_observation,31
P040984,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:15070|mikrozensus_like_2024:1856,3,3,accepted,same_year_compatible,19
P040985,2022,1,1,zensus_like_2022,zensus_like_2022:4229,2,2,accepted,single_observation,52
P040986,2024,1,1,ba_like_2024,ba_like_2024:15071,1,1,accepted,single_observation,25
P040987,2024,1,1,ba_like_2024,ba_like_2024:15072,2,3,accepted,single_observation,37
P040989,2024,1,1,ba_like_2024,ba_like_2024:15073,2,3,accepted,single_observation,55
P040990,2024,1,1,ba_like_2024,ba_like_2024:15074,2,3,accepted,single_observation,57
P040991,2024,1,1,ba_like_2024,ba_like_2024:15075,2,3,accepted,single_observation,20
P040992,2024,1,1,ba_like_2024,ba_like_2024:15076,2,3,accepted,single_observation,33
P040994,2022,1,1,zensus_like_2022,zensus_like_2022:5701,3,3,accepted,single_observation,58
P040994,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:15077|mikrozensus_like_2024:100,3,3,accepted,same_year_compatible,58
P041002,2022,1,1,zensus_like_2022,zensus_like_2022:1928,3,3,accepted,single_observation,33
P041012,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:360,3,3,accepted,single_observation,28
P041014,2022,1,1,zensus_like_2022,zensus_like_2022:3712,3,3,accepted,single_observation,84
P041016,2024,1,1,ba_like_2024,ba_like_2024:15081,2,3,accepted,single_observation,41
P041017,2022,1,1,zensus_like_2022,zensus_like_2022:6648,4,4,accepted,single_observation,34
P041018,2024,1,1,ba_like_2024,ba_like_2024:15082,2,3,accepted,single_observation,18
P041019,2024,1,1,ba_like_2024,ba_like_2024:15083,2,3,accepted,single_observation,75
P041020,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:1240,2,2,accepted,single_observation,15
P041024,2024,1,1,ba_like_2024,ba_like_2024:15084,2,3,accepted,single_observation,47
P041027,2024,1,1,ba_like_2024,ba_like_2024:15085,2,3,accepted,single_observation,27
P041028,2024,1,1,ba_like_2024,ba_like_2024:15086,2,3,accepted,single_observation,22
P041029,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:15087|mikrozensus_like_2024:1895,3,3,accepted,same_year_compatible,29
P041030,2024,1,1,ba_like_2024,ba_like_2024:15088,2,3,accepted,single_observation,73
P041031,2024,1,1,ba_like_2024,ba_like_2024:15089,2,3,accepted,single_observation,63
P041032,2024,1,1,ba_like_2024,ba_like_2024:15090,2,3,accepted,single_observation,20
P041035,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:2474,3,3,accepted,single_observation,21
P041036,2022,1,1,zensus_like_2022,zensus_like_2022:1794,5,5,accepted,single_observation,50
P041037,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:2383,1,1,accepted,single_observation,82
P041042,2024,1,1,ba_like_2024,ba_like_2024:15091,4,6,accepted,single_observation,24
P041043,2024,1,1,ba_like_2024,ba_like_2024:15092,2,3,accepted,single_observation,53
P041046,2024,1,1,ba_like_2024,ba_like_2024:15093,2,3,accepted,single_observation,49
P041050,2024,1,1,ba_like_2024,ba_like_2024:15094,4,6,accepted,single_observation,22
P041053,2022,1,1,zensus_like_2022,zensus_like_2022:1004,3,3,accepted,single_observation,65
P041054,2022,1,1,zensus_like_2022,zensus_like_2022:7029,3,3,accepted,single_observation,42
P041054,2024,1,1,ba_like_2024,ba_like_2024:15095,2,3,accepted,single_observation,42
P041058,2022,1,1,zensus_like_2022,zensus_like_2022:3322,2,2,accepted,single_observation,37
P041060,2022,1,1,zensus_like_2022,zensus_like_2022:4485,1,1,accepted,single_observation,31
P041062,2022,1,1,zensus_like_2022,zensus_like_2022:1014,2,2,accepted,single_observation,64
P041062,2024,1,1,ba_like_2024,ba_like_2024:15097,2,3,accepted,single_observation,64
P041064,2022,1,1,zensus_like_2022,zensus_like_2022:7565,1,1,accepted,single_observation,28
P041070,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:15098|mikrozensus_like_2024:920,2,2,accepted,same_year_compatible,45
P041073,2022,1,1,zensus_like_2022,zensus_like_2022:7313,4,4,accepted,single_observation,39
P041078,2022,1,1,zensus_like_2022,zensus_like_2022:5422,4,4,accepted,single_observation,62
P041078,2024,1,1,ba_like_2024,ba_like_2024:15099,4,6,accepted,single_observation,62
P041079,2024,1,1,ba_like_2024,ba_like_2024:15100,2,3,accepted,single_observation,18
P041080,2022,1,1,zensus_like_2022,zensus_like_2022:3417,1,1,accepted,single_observation,49
P041080,2024,1,1,ba_like_2024,ba_like_2024:15101,1,1,accepted,single_observation,49
P041081,2024,1,1,ba_like_2024,ba_like_2024:15102,4,6,accepted,single_observation,34
P041082,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:15103|mikrozensus_like_2024:2561,4,4,accepted,same_year_compatible,29
P041085,2022,1,1,zensus_like_2022,zensus_like_2022:5127,5,5,accepted,single_observation,28
P041085,2024,1,1,ba_like_2024,ba_like_2024:15104,4,6,accepted,single_observation,28
P041086,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:15105|mikrozensus_like_2024:172,3,3,accepted,same_year_compatible,31
P041089,2022,1,1,zensus_like_2022,zensus_like_2022:3067,3,3,accepted,single_observation,33
P041089,2024,1,1,ba_like_2024,ba_like_2024:15107,2,3,accepted,single_observation,33
P041090,2024,1,1,ba_like_2024,ba_like_2024:15108,2,3,accepted,single_observation,47
P041095,2024,1,1,ba_like_2024,ba_like_2024:15109,4,6,accepted,single_observation,26
P041097,2022,1,1,zensus_like_2022,zensus_like_2022:742,5,5,accepted,single_observation,43
P041097,2024,1,1,ba_like_2024,ba_like_2024:15110,4,6,accepted,single_observation,43
P041098,2024,1,1,ba_like_2024,ba_like_2024:15111,4,6,accepted,single_observation,36
P041100,2024,1,1,ba_like_2024,ba_like_2024:15112,2,3,accepted,single_observation,18
P041102,2022,1,1,zensus_like_2022,zensus_like_2022:4647,2,2,accepted,single_observation,63
P041102,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:15113|mikrozensus_like_2024:2719,2,2,accepted,same_year_compatible,63
P041104,2024,1,1,ba_like_2024,ba_like_2024:15114,2,3,accepted,single_observation,41
P041107,2022,1,1,zensus_like_2022,zensus_like_2022:3293,3,3,accepted,single_observation,56
P041107,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:1585,3,3,accepted,single_observation,56
P041108,2022,1,1,zensus_like_2022,zensus_like_2022:3616,2,2,accepted,single_observation,56
P041108,2024,1,1,ba_like_2024,ba_like_2024:15115,2,3,accepted,single_observation,56
P041109,2022,1,1,zensus_like_2022,zensus_like_2022:7917,3,3,accepted,single_observation,74
P041109,2024,1,1,ba_like_2024,ba_like_2024:15116,2,3,accepted,single_observation,74
P041110,2024,1,1,ba_like_2024,ba_like_2024:15117,4,6,accepted,single_observation,34
P041117,2024,1,1,ba_like_2024,ba_like_2024:15118,2,3,accepted,single_observation,28
P041127,2024,1,1,ba_like_2024,ba_like_2024:15119,2,3,accepted,single_observation,56
P041130,2022,1,1,zensus_like_2022,zensus_like_2022:7550,3,3,accepted,single_observation,40
P041130,2024,1,1,ba_like_2024,ba_like_2024:15120,2,3,accepted,single_observation,40
P041131,2024,1,1,ba_like_2024,ba_like_2024:15121,2,3,accepted,single_observation,35
P041132,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:423,3,3,accepted,single_observation,43
P041133,2024,1,1,ba_like_2024,ba_like_2024:15122,1,1,accepted,single_observation,27
P041134,2022,1,1,zensus_like_2022,zensus_like_2022:3504,1,1,accepted,single_observation,81
P041134,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:2193,1,1,accepted,single_observation,81
P041135,2022,1,1,zensus_like_2022,zensus_like_2022:6639,3,3,accepted,single_observation,57
P041135,2024,1,1,ba_like_2024,ba_like_2024:15123,4,6,accepted,single_observation,57
P041138,2024,1,1,ba_like_2024,ba_like_2024:15124,2,3,accepted,single_observation,53
P041139,2022,1,1,zensus_like_2022,zensus_like_2022:8067,5,5,accepted,single_observation,33
P041139,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:1887,5,5,accepted,single_observation,33
P041140,2022,1,1,zensus_like_2022,zensus_like_2022:2711,6,6,accepted,single_observation,46
P041140,2024,1,1,ba_like_2024,ba_like_2024:15125,4,6,accepted,single_observation,46
P041143,2024,1,1,ba_like_2024,ba_like_2024:15126,2,3,accepted,single_observation,32
P041146,2022,1,1,zensus_like_2022,zensus_like_2022:380,4,4,accepted,single_observation,27
P041155,2024,1,1,ba_like_2024,ba_like_2024:15127,2,3,accepted,single_observation,41
P041158,2022,1,1,zensus_like_2022,zensus_like_2022:4913,5,5,accepted,single_observation,35
P041159,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:2658,4,4,accepted,single_observation,38
P041160,2024,1,1,ba_like_2024,ba_like_2024:15128,2,3,accepted,single_observation,47
P041161,2022,1,1,zensus_like_2022,zensus_like_2022:3987,3,3,accepted,single_observation,39
P041166,2024,1,1,ba_like_2024,ba_like_2024:15130,2,3,accepted,single_observation,29
P041171,2022,1,1,zensus_like_2022,zensus_like_2022:555,1,1,accepted,single_observation,51
P041171,2024,1,1,ba_like_2024,ba_like_2024:15131,1,1,accepted,single_observation,51
P041172,2022,1,1,zensus_like_2022,zensus_like_2022:5156,4,4,accepted,single_observation,55
P041173,2024,1,1,ba_like_2024,ba_like_2024:15132,4,6,accepted,single_observation,44
P041174,2024,1,1,ba_like_2024,ba_like_2024:15133,2,3,accepted,single_observation,45
P041179,2024,1,1,ba_like_2024,ba_like_2024:15135,2,3,accepted,single_observation,53
P041180,2024,1,1,ba_like_2024,ba_like_2024:15136,2,3,accepted,single_observation,28
P041181,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:15137|mikrozensus_like_2024:56,3,3,accepted,same_year_compatible,46
P041184,2024,1,1,ba_like_2024,ba_like_2024:15138,4,6,accepted,single_observation,72
P041185,2022,1,1,zensus_like_2022,zensus_like_2022:4324,2,2,accepted,single_observation,64
P041188,2024,1,1,ba_like_2024,ba_like_2024:15139,2,3,accepted,single_observation,31
P041189,2024,1,1,ba_like_2024,ba_like_2024:15140,2,3,accepted,single_observation,20
P041193,2022,1,1,zensus_like_2022,zensus_like_2022:829,4,4,accepted,single_observation,29
P041195,2024,1,1,ba_like_2024,ba_like_2024:15141,4,6,accepted,single_observation,53
P041196,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:1814,3,3,accepted,single_observation,66
P041199,2022,1,1,zensus_like_2022,zensus_like_2022:5111,4,4,accepted,single_observation,68
P041201,2022,1,1,zensus_like_2022,zensus_like_2022:1956,3,3,accepted,single_observation,32
P041201,2024,1,1,ba_like_2024,ba_like_2024:15142,2,3,accepted,single_observation,32
P041203,2022,1,1,zensus_like_2022,zensus_like_2022:12,2,2,accepted,single_observation,78
P041204,2024,1,1,ba_like_2024,ba_like_2024:15143,4,6,accepted,single_observation,49
P041206,2024,1,1,ba_like_2024,ba_like_2024:15144,1,1,accepted,single_observation,51
P041208,2022,1,1,zensus_like_2022,zensus_like_2022:6379,3,3,accepted,single_observation,63
P041208,2024,1,1,ba_like_2024,ba_like_2024:15145,2,3,accepted,single_observation,63
P041209,2022,1,1,zensus_like_2022,zensus_like_2022:2892,5,5,accepted,single_observation,37
P041213,2022,1,1,zensus_like_2022,zensus_like_2022:2602,5,5,accepted,single_observation,30
P041215,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:2727,3,3,accepted,single_observation,45
P041216,2022,1,1,zensus_like_2022,zensus_like_2022:407,3,3,accepted,single_observation,72
P041220,2022,1,1,zensus_like_2022,zensus_like_2022:8053,3,3,accepted,single_observation,60
P041220,2024,1,1,ba_like_2024,ba_like_2024:15147,2,3,accepted,single_observation,60
P041221,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:15148|mikrozensus_like_2024:1143,3,3,accepted,same_year_compatible,68
P041222,2024,1,1,ba_like_2024,ba_like_2024:15149,2,3,accepted,single_observation,36
P041223,2024,1,1,ba_like_2024,ba_like_2024:15150,2,3,accepted,single_observation,37
P041225,2022,1,1,zensus_like_2022,zensus_like_2022:4652,5,5,accepted,single_observation,87
P041228,2024,1,1,ba_like_2024,ba_like_2024:15151,2,3,accepted,single_observation,60
P041230,2024,1,1,ba_like_2024,ba_like_2024:15152,2,3,accepted,single_observation,57
P041231,2024,1,1,ba_like_2024,ba_like_2024:15153,4,6,accepted,single_observation,34
P041234,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:15155|mikrozensus_like_2024:892,3,3,accepted,same_year_compatible,40
P041237,2024,1,1,ba_like_2024,ba_like_2024:15156,4,6,accepted,single_observation,59
P041238,2022,1,1,zensus_like_2022,zensus_like_2022:3970,3,3,accepted,single_observation,59
P041238,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:1518,3,3,accepted,single_observation,59
P041241,2024,1,1,ba_like_2024,ba_like_2024:15157,2,3,accepted,single_observation,21
P041243,2024,1,1,ba_like_2024,ba_like_2024:15158,4,6,accepted,single_observation,61
P041251,2024,1,1,ba_like_2024,ba_like_2024:15159,4,6,accepted,single_observation,46
P041253,2022,1,1,zensus_like_2022,zensus_like_2022:1169,2,2,accepted,single_observation,24
P041257,2024,1,1,ba_like_2024,ba_like_2024:15160,2,3,accepted,single_observation,48
P041258,2024,1,1,ba_like_2024,ba_like_2024:15161,1,1,accepted,single_observation,68
P041259,2024,1,1,ba_like_2024,ba_like_2024:15162,4,6,accepted,single_observation,61
P041261,2024,1,1,ba_like_2024,ba_like_2024:15163,4,6,accepted,single_observation,33
P041265,2024,1,1,ba_like_2024,ba_like_2024:15164,4,6,accepted,single_observation,27
P041266,2024,1,1,ba_like_2024,ba_like_2024:15165,2,3,accepted,single_observation,34
P041267,2022,1,1,zensus_like_2022,zensus_like_2022:6300,1,1,accepted,single_observation,24
P041270,2024,1,1,ba_like_2024,ba_like_2024:15167,4,6,accepted,single_observation,47
P041272,2024,1,1,ba_like_2024,ba_like_2024:15168,2,3,accepted,single_observation,60
P041273,2024,1,1,ba_like_2024,ba_like_2024:15169,4,6,accepted,single_observation,46
P041274,2022,1,1,zensus_like_2022,zensus_like_2022:3283,1,1,accepted,single_observation,68
P041274,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:1920,1,1,accepted,single_observation,68
P041277,2022,1,1,zensus_like_2022,zensus_like_2022:597,3,3,accepted,single_observation,91
P041279,2024,1,1,ba_like_2024,ba_like_2024:15170,1,1,accepted,single_observation,24
P041280,2024,1,1,ba_like_2024,ba_like_2024:15171,1,1,accepted,single_observation,23
P041287,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:1400,3,3,accepted,single_observation,62
P041288,2024,1,1,ba_like_2024,ba_like_2024:15173,4,6,accepted,single_observation,27
P041290,2022,1,1,zensus_like_2022,zensus_like_2022:2533,3,3,accepted,single_observation,52
P041292,2024,1,1,ba_like_2024,ba_like_2024:15174,2,3,accepted,single_observation,67
P041295,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:15175|mikrozensus_like_2024:1775,2,2,accepted,same_year_compatible,48
P041296,2022,1,1,zensus_like_2022,zensus_like_2022:6886,3,3,accepted,single_observation,36
P041300,2024,1,1,ba_like_2024,ba_like_2024:15176,4,6,accepted,single_observation,20
P041308,2022,1,1,zensus_like_2022,zensus_like_2022:7157,3,3,accepted,single_observation,77
P041309,2022,1,1,zensus_like_2022,zensus_like_2022:6384,3,3,accepted,single_observation,44
P041310,2022,1,1,zensus_like_2022,zensus_like_2022:5490,1,1,accepted,single_observation,28
P041319,2024,1,1,ba_like_2024,ba_like_2024:15178,4,6,accepted,single_observation,39
P041322,2022,1,1,zensus_like_2022,zensus_like_2022:8092,2,2,accepted,single_observation,18
P041325,2024,1,1,ba_like_2024,ba_like_2024:15179,4,6,accepted,single_observation,28
P041328,2022,1,1,zensus_like_2022,zensus_like_2022:6157,3,3,accepted,single_observation,31
P041328,2024,1,1,ba_like_2024,ba_like_2024:15180,2,3,accepted,single_observation,31
P041331,2022,1,1,zensus_like_2022,zensus_like_2022:3143,3,3,accepted,single_observation,58
P041331,2024,1,1,ba_like_2024,ba_like_2024:15181,2,3,accepted,single_observation,58
P041332,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:193,2,2,accepted,single_observation,70
P041334,2024,1,1,ba_like_2024,ba_like_2024:15182,4,6,accepted,single_observation,37
P041335,2024,1,1,ba_like_2024,ba_like_2024:15183,1,1,accepted,single_observation,26
P041336,2024,1,1,ba_like_2024,ba_like_2024:15184,4,6,accepted,single_observation,57
P041337,2022,1,1,zensus_like_2022,zensus_like_2022:5736,3,3,accepted,single_observation,38
P041337,2024,1,1,ba_like_2024,ba_like_2024:15185,2,3,accepted,single_observation,38
P041338,2024,1,1,ba_like_2024,ba_like_2024:15186,2,3,accepted,single_observation,29
P041339,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:15187|mikrozensus_like_2024:1035,3,3,accepted,same_year_compatible,46
P041340,2024,1,1,ba_like_2024,ba_like_2024:15188,4,6,accepted,single_observation,34
P041343,2022,1,1,zensus_like_2022,zensus_like_2022:2183,3,3,accepted,single_observation,38
P041344,2024,1,1,ba_like_2024,ba_like_2024:15189,2,3,accepted,single_observation,60
P041347,2022,1,1,zensus_like_2022,zensus_like_2022:3547,4,4,accepted,single_observation,39
P041348,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:175,3,3,accepted,single_observation,31
P041349,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:1973,2,2,accepted,single_observation,64
P041351,2024,1,1,ba_like_2024,ba_like_2024:15190,2,3,accepted,single_observation,20
P041353,2022,1,1,zensus_like_2022,zensus_like_2022:6579,4,4,accepted,single_observation,23
P041353,2024,1,1,ba_like_2024,ba_like_2024:15191,4,6,accepted,single_observation,23
P041354,2024,1,1,ba_like_2024,ba_like_2024:15192,4,6,accepted,single_observation,44
P041355,2024,1,1,ba_like_2024,ba_like_2024:15193,2,3,accepted,single_observation,32
P041356,2022,1,1,zensus_like_2022,zensus_like_2022:6330,4,4,accepted,single_observation,34
P041358,2022,1,1,zensus_like_2022,zensus_like_2022:7928,2,2,accepted,single_observation,62
P041358,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:15194|mikrozensus_like_2024:2663,2,2,accepted,same_year_compatible,62
P041359,2022,1,1,zensus_like_2022,zensus_like_2022:7976,2,2,accepted,single_observation,36
P041362,2024,1,1,ba_like_2024,ba_like_2024:15195,2,3,accepted,single_observation,35
P041363,2024,1,1,ba_like_2024,ba_like_2024:15196,2,3,accepted,single_observation,77
P041364,2022,1,1,zensus_like_2022,zensus_like_2022:6298,3,3,accepted,single_observation,34
P041364,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:15197|mikrozensus_like_2024:1737,4,4,accepted,same_year_compatible,34
P041366,2024,1,1,ba_like_2024,ba_like_2024:15198,2,3,accepted,single_observation,57
P041367,2024,1,1,ba_like_2024,ba_like_2024:15199,2,3,accepted,single_observation,41
P041368,2024,1,1,ba_like_2024,ba_like_2024:15200,2,3,accepted,single_observation,58
P041372,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:176,4,4,accepted,single_observation,72
P041374,2022,1,1,zensus_like_2022,zensus_like_2022:4905,2,2,accepted,single_observation,63
P041375,2024,1,1,ba_like_2024,ba_like_2024:15201,2,3,accepted,single_observation,28
P041376,2024,1,1,ba_like_2024,ba_like_2024:15202,4,6,accepted,single_observation,47
P041379,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:765,3,3,accepted,single_observation,33
P041380,2024,1,1,ba_like_2024,ba_like_2024:15204,4,6,accepted,single_observation,57
P041382,2024,1,1,ba_like_2024,ba_like_2024:15205,2,3,accepted,single_observation,59
P041385,2022,1,1,zensus_like_2022,zensus_like_2022:1740,3,3,accepted,single_observation,26
P041387,2024,1,1,ba_like_2024,ba_like_2024:15206,4,6,accepted,single_observation,34
P041391,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:15207|mikrozensus_like_2024:1328,4,4,accepted,same_year_compatible,43
P041392,2024,1,1,ba_like_2024,ba_like_2024:15208,2,3,accepted,single_observation,49
P041393,2024,1,1,ba_like_2024,ba_like_2024:15209,2,3,accepted,single_observation,40
P041398,2024,1,1,ba_like_2024,ba_like_2024:15210,2,3,accepted,single_observation,35
P041399,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:2629,3,3,accepted,single_observation,21
P041401,2022,1,1,zensus_like_2022,zensus_like_2022:4744,2,2,accepted,single_observation,25
P041401,2024,1,1,ba_like_2024,ba_like_2024:15211,1,1,accepted,single_observation,25
P041407,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:1643,3,3,accepted,single_observation,38
P041409,2022,1,1,zensus_like_2022,zensus_like_2022:2254,3,3,accepted,single_observation,26
P041410,2024,1,1,ba_like_2024,ba_like_2024:15213,2,3,accepted,single_observation,44
