person_id,reference_year,age_at_reference_year,true_attainment_level,true_attainment_label
P042953,2022,66,4,bachelor_or_equivalent
P042953,2024,68,4,bachelor_or_equivalent
P042955,2022,26,2,school_qualification
P042955,2024,28,2,school_qualification
P042956,2022,18,2,school_qualification
P042956,2024,20,3,vocational_or_postsecondary
P042957,2022,48,3,vocational_or_postsecondary
P042957,2024,50,3,vocational_or_postsecondary
P042958,2024,15,2,school_qualification
P042959,2022,76,3,vocational_or_postsecondary
P042959,2024,78,3,vocational_or_postsecondary
P042960,2022,31,3,vocational_or_postsecondary
P042960,2024,33,3,vocational_or_postsecondary
P042961,2022,27,2,school_qualification
P042961,2024,29,2,school_qualification
P042965,2022,51,2,school_qualification
P042965,2024,53,2,school_qualification
P042966,2022,72,3,vocational_or_postsecondary
P042966,2024,74,3,vocational_or_postsecondary
P042969,2022,54,2,school_qualification
P042969,2024,56,2,school_qualification
P042970,2022,51,2,school_qualification
P042970,2024,53,2,school_qualification
P042971,2022,32,3,vocational_or_postsecondary
P042971,2024,34,3,vocational_or_postsecondary
P042972,2022,58,3,vocational_or_postsecondary
P042972,2024,60,3,vocational_or_postsecondary
P042973,2022,28,3,vocational_or_postsecondary
P042973,2024,30,4,bachelor_or_equivalent
P042974,2022,39,6,doctorate
P042974,2024,41,6,doctorate
P042975,2022,15,1,low_or_none
P042975,2024,17,2,school_qualification
P042976,2022,46,3,vocational_or_postsecondary
P042976,2024,48,3,vocational_or_postsecondary
P042977,2022,30,4,bachelor_or_equivalent
P042977,2024,32,5,master_or_equivalent
P042978,2022,16,2,school_qualification
P042978,2024,18,2,school_qualification
P042979,2022,53,3,vocational_or_postsecondary
P042979,2024,55,3,vocational_or_postsecondary
P042980,2022,39,3,vocational_or_postsecondary
P042980,2024,41,3,vocational_or_postsecondary
P042981,2022,60,3,vocational_or_postsecondary
P042981,2024,62,3,vocational_or_postsecondary
P042984,2022,64,2,school_qualification
P042984,2024,66,2,school_qualification
P042985,2024,15,2,school_qualification
P042986,2022,35,3,vocational_or_postsecondary
P042986,2024,37,3,vocational_or_postsecondary
P042987,2022,36,3,vocational_or_postsecondary
P042987,2024,38,3,vocational_or_postsecondary
P042988,2024,16,2,school_qualification
P042989,2022,87,3,vocational_or_postsecondary
P042989,2024,89,3,vocational_or_postsecondary
P042990,2022,88,2,school_qualification
P042990,2024,90,2,school_qualification
P042991,2022,34,5,master_or_equivalent
P042991,2024,36,5,master_or_equivalent
P042992,2022,70,3,vocational_or_postsecondary
P042992,2024,72,3,vocational_or_postsecondary
P042995,2022,58,3,vocational_or_postsecondary
P042995,2024,60,3,vocational_or_postsecondary
P042996,2022,61,4,bachelor_or_equivalent
P042996,2024,63,4,bachelor_or_equivalent
P042997,2022,44,2,school_qualification
P042997,2024,46,2,school_qualification
P042998,2022,41,2,school_qualification
P042998,2024,43,2,school_qualification
P042999,2022,45,1,low_or_none
P042999,2024,47,1,low_or_none
P043000,2022,23,3,vocational_or_postsecondary
P043000,2024,25,3,vocational_or_postsecondary
P043002,2022,39,2,school_qualification
P043002,2024,41,2,school_qualification
P043003,2022,75,5,master_or_equivalent
P043003,2024,77,5,master_or_equivalent
P043004,2022,79,2,school_qualification
P043004,2024,81,2,school_qualification
P043006,2022,66,3,vocational_or_postsecondary
P043006,2024,68,3,vocational_or_postsecondary
P043008,2022,35,3,vocational_or_postsecondary
P043008,2024,37,3,vocational_or_postsecondary
P043009,2022,27,3,vocational_or_postsecondary
P043009,2024,29,3,vocational_or_postsecondary
P043010,2022,27,3,vocational_or_postsecondary
P043010,2024,29,3,vocational_or_postsecondary
P043011,2022,43,3,vocational_or_postsecondary
P043011,2024,45,3,vocational_or_postsecondary
P043012,2022,36,3,vocational_or_postsecondary
P043012,2024,38,3,vocational_or_postsecondary
P043013,2022,16,2,school_qualification
P043013,2024,18,3,vocational_or_postsecondary
P043014,2022,48,1,low_or_none
P043014,2024,50,1,low_or_none
P043015,2022,24,2,school_qualification
P043015,2024,26,2,school_qualification
P043016,2022,37,5,master_or_equivalent
P043016,2024,39,5,master_or_equivalent
P043017,2022,70,3,vocational_or_postsecondary
P043017,2024,72,3,vocational_or_postsecondary
P043018,2022,53,5,master_or_equivalent
P043018,2024,55,6,doctorate
P043020,2022,22,1,low_or_none
P043020,2024,24,2,school_qualification
P043021,2022,23,2,school_qualification
P043021,2024,25,3,vocational_or_postsecondary
P043024,2022,75,3,vocational_or_postsecondary
P043024,2024,77,3,vocational_or_postsecondary
P043025,2022,69,4,bachelor_or_equivalent
P043025,2024,71,4,bachelor_or_equivalent
P043026,2022,23,2,school_qualification
P043026,2024,25,2,school_qualification
P043028,2022,34,3,vocational_or_postsecondary
P043028,2024,36,3,vocational_or_postsecondary
P043030,2022,40,6,doctorate
P043030,2024,42,6,doctorate
P043031,2022,41,3,vocational_or_postsecondary
P043031,2024,43,3,vocational_or_postsecondary
P043032,2022,61,5,master_or_equivalent
P043032,2024,63,5,master_or_equivalent
P043033,2022,72,3,vocational_or_postsecondary
P043033,2024,74,3,vocational_or_postsecondary
P043034,2022,45,2,school_qualification
P043034,2024,47,2,school_qualification
P043036,2022,80,3,vocational_or_postsecondary
P043036,2024,82,3,vocational_or_postsecondary
P043037,2022,34,3,vocational_or_postsecondary
P043037,2024,36,3,vocational_or_postsecondary
P043038,2022,28,3,vocational_or_postsecondary
P043038,2024,30,3,vocational_or_postsecondary
P043040,2022,45,3,vocational_or_postsecondary
P043040,2024,47,3,vocational_or_postsecondary
P043041,2022,67,3,vocational_or_postsecondary
P043041,2024,69,3,vocational_or_postsecondary
P043042,2022,50,2,school_qualification
P043042,2024,52,2,school_qualification
P043043,2022,30,4,bachelor_or_equivalent
P043043,2024,32,4,bachelor_or_equivalent
P043044,2022,16,1,low_or_none
P043044,2024,18,2,school_qualification
P043045,2022,27,3,vocational_or_postsecondary
P043045,2024,29,4,bachelor_or_equivalent
P043046,2022,68,2,school_qualification
P043046,2024,70,2,school_qualification
P043047,2022,69,5,master_or_equivalent
P043047,2024,71,5,master_or_equivalent
P043048,2022,15,2,school_qualification
P043048,2024,17,2,school_qualification
P043049,2022,44,1,low_or_none
P043049,2024,46,1,low_or_none
P043050,2022,28,4,bachelor_or_equivalent
P043050,2024,30,4,bachelor_or_equivalent
P043051,2022,89,3,vocational_or_postsecondary
P043051,2024,91,3,vocational_or_postsecondary
P043052,2022,35,3,vocational_or_postsecondary
P043052,2024,37,3,vocational_or_postsecondary
P043053,2022,37,3,vocational_or_postsecondary
P043053,2024,39,4,bachelor_or_equivalent
P043054,2022,24,4,bachelor_or_equivalent
P043054,2024,26,5,master_or_equivalent
P043056,2022,65,2,school_qualification
P043056,2024,67,2,school_qualification
P043057,2022,57,4,bachelor_or_equivalent
P043057,2024,59,4,bachelor_or_equivalent
P043058,2022,89,1,low_or_none
P043058,2024,91,1,low_or_none
P043059,2022,50,3,vocational_or_postsecondary
P043059,2024,52,3,vocational_or_postsecondary
P043060,2022,32,4,bachelor_or_equivalent
P043060,2024,34,4,bachelor_or_equivalent
P043061,2022,33,4,bachelor_or_equivalent
P043061,2024,35,4,bachelor_or_equivalent
P043063,2022,42,3,vocational_or_postsecondary
P043063,2024,44,3,vocational_or_postsecondary
P043064,2022,41,2,school_qualification
P043064,2024,43,2,school_qualification
P043065,2022,39,2,school_qualification
P043065,2024,41,2,school_qualification
P043066,2022,71,1,low_or_none
P043066,2024,73,1,low_or_none
P043068,2022,54,3,vocational_or_postsecondary
P043068,2024,56,3,vocational_or_postsecondary
P043069,2022,20,2,school_qualification
P043069,2024,22,2,school_qualification
P043072,2022,81,3,vocational_or_postsecondary
P043072,2024,83,3,vocational_or_postsecondary
P043073,2022,28,3,vocational_or_postsecondary
P043073,2024,30,3,vocational_or_postsecondary
P043074,2022,56,3,vocational_or_postsecondary
P043074,2024,58,3,vocational_or_postsecondary
P043075,2024,16,1,low_or_none
P043076,2022,58,3,vocational_or_postsecondary
P043076,2024,60,3,vocational_or_postsecondary
P043078,2022,76,3,vocational_or_postsecondary
P043078,2024,78,3,vocational_or_postsecondary
P043079,2022,21,4,bachelor_or_equivalent
P043079,2024,23,4,bachelor_or_equivalent
P043080,2022,36,3,vocational_or_postsecondary
P043080,2024,38,3,vocational_or_postsecondary
P043081,2022,38,3,vocational_or_postsecondary
P043081,2024,40,3,vocational_or_postsecondary
P043082,2022,54,3,vocational_or_postsecondary
P043082,2024,56,3,vocational_or_postsecondary
P043083,2022,29,4,bachelor_or_equivalent
P043083,2024,31,5,master_or_equivalent
P043084,2022,44,3,vocational_or_postsecondary
P043084,2024,46,3,vocational_or_postsecondary
P043087,2022,69,2,school_qualification
P043087,2024,71,2,school_qualification
P043088,2022,49,3,vocational_or_postsecondary
P043088,2024,51,3,vocational_or_postsecondary
P043090,2022,36,4,bachelor_or_equivalent
P043090,2024,38,4,bachelor_or_equivalent
P043093,2022,22,4,bachelor_or_equivalent
P043093,2024,24,4,bachelor_or_equivalent
P043096,2022,18,2,school_qualification
P043096,2024,20,2,school_qualification
P043098,2024,16,2,school_qualification
P043099,2022,55,3,vocational_or_postsecondary
P043099,2024,57,3,vocational_or_postsecondary
P043100,2022,50,3,vocational_or_postsecondary
P043100,2024,52,3,vocational_or_postsecondary
P043101,2022,32,3,vocational_or_postsecondary
P043101,2024,34,3,vocational_or_postsecondary
P043102,2024,16,2,school_qualification
P043103,2022,17,1,low_or_none
P043103,2024,19,1,low_or_none
P043105,2022,72,1,low_or_none
P043105,2024,74,1,low_or_none
P043106,2022,62,3,vocational_or_postsecondary
P043106,2024,64,3,vocational_or_postsecondary
P043108,2022,32,4,bachelor_or_equivalent
P043108,2024,34,4,bachelor_or_equivalent
P043109,2022,26,4,bachelor_or_equivalent
P043109,2024,28,4,bachelor_or_equivalent
P043110,2022,37,1,low_or_none
P043110,2024,39,1,low_or_none
P043111,2022,62,4,bachelor_or_equivalent
P043111,2024,64,4,bachelor_or_equivalent
P043112,2022,28,4,bachelor_or_equivalent
P043112,2024,30,4,bachelor_or_equivalent
P043113,2022,64,4,bachelor_or_equivalent
P043113,2024,66,4,bachelor_or_equivalent
P043114,2022,27,2,school_qualification
P043114,2024,29,2,school_qualification
P043115,2022,71,2,school_qualification
P043115,2024,73,2,school_qualification
P043118,2022,69,1,low_or_none
P043118,2024,71,1,low_or_none
P043119,2022,20,1,low_or_none
P043119,2024,22,1,low_or_none
P043120,2022,70,2,school_qualification
P043120,2024,72,2,school_qualification
P043121,2022,38,4,bachelor_or_equivalent
P043121,2024,40,5,master_or_equivalent
P043123,2022,66,4,bachelor_or_equivalent
P043123,2024,68,4,bachelor_or_equivalent
P043124,2022,30,2,school_qualification
P043124,2024,32,2,school_qualification
P043125,2022,31,2,school_qualification
P043125,2024,33,2,school_qualification
P043126,2022,15,2,school_qualification
P043126,2024,17,3,vocational_or_postsecondary
P043127,2022,37,3,vocational_or_postsecondary
P043127,2024,39,3,vocational_or_postsecondary
P043128,2022,39,2,school_qualification
P043128,2024,41,2,school_qualification
P043129,2022,73,4,bachelor_or_equivalent
P043129,2024,75,4,bachelor_or_equivalent
P043130,2022,17,1,low_or_none
P043130,2024,19,2,school_qualification
P043131,2022,86,3,vocational_or_postsecondary
P043131,2024,88,3,vocational_or_postsecondary
P043132,2022,38,2,school_qualification
P043132,2024,40,2,school_qualification
P043133,2022,18,2,school_qualification
P043133,2024,20,2,school_qualification
P043134,2022,60,2,school_qualification
P043134,2024,62,2,school_qualification
P043135,2022,18,3,vocational_or_postsecondary
P043135,2024,20,3,vocational_or_postsecondary
P043136,2022,55,2,school_qualification
P043136,2024,57,2,school_qualification
P043137,2022,48,2,school_qualification
P043137,2024,50,2,school_qualification
P043138,2022,59,3,vocational_or_postsecondary
P043138,2024,61,3,vocational_or_postsecondary
P043139,2022,60,4,bachelor_or_equivalent
P043139,2024,62,4,bachelor_or_equivalent
P043140,2022,39,4,bachelor_or_equivalent
P043140,2024,41,4,bachelor_or_equivalent
P043141,2022,26,4,bachelor_or_equivalent
P043141,2024,28,4,bachelor_or_equivalent
P043142,2022,28,3,vocational_or_postsecondary
P043142,2024,30,3,vocational_or_postsecondary
P043143,2022,54,3,vocational_or_postsecondary
P043143,2024,56,3,vocational_or_postsecondary
P043144,2022,33,3,vocational_or_postsecondary
P043144,2024,35,3,vocational_or_postsecondary
P043145,2022,15,2,school_qualification
P043145,2024,17,2,school_qualification
P043146,2022,67,4,bachelor_or_equivalent
P043146,2024,69,4,bachelor_or_equivalent
P043147,2022,68,2,school_qualification
P043147,2024,70,2,school_qualification
P043148,2022,44,4,bachelor_or_equivalent
P043148,2024,46,4,bachelor_or_equivalent
P043149,2022,33,3,vocational_or_postsecondary
P043149,2024,35,4,bachelor_or_equivalent
P043150,2022,73,2,school_qualification
P043150,2024,75,2,school_qualification
P043152,2022,88,5,master_or_equivalent
P043152,2024,90,5,master_or_equivalent
P043153,2022,60,2,school_qualification
P043153,2024,62,2,school_qualification
P043154,2022,24,4,bachelor_or_equivalent
P043154,2024,26,5,master_or_equivalent
P043155,2022,44,2,school_qualification
P043155,2024,46,2,school_qualification
P043157,2022,44,3,vocational_or_postsecondary
P043157,2024,46,3,vocational_or_postsecondary
P043158,2022,52,6,doctorate
P043158,2024,54,6,doctorate
P043159,2022,87,3,vocational_or_postsecondary
P043159,2024,89,3,vocational_or_postsecondary
P043160,2024,16,1,low_or_none
P043161,2022,47,5,master_or_equivalent
P043161,2024,49,5,master_or_equivalent
P043162,2022,27,4,bachelor_or_equivalent
P043162,2024,29,4,bachelor_or_equivalent
P043163,2022,26,2,school_qualification
P043163,2024,28,2,school_qualification
P043164,2022,45,2,school_qualification
P043164,2024,47,2,school_qualification
P043166,2022,43,3,vocational_or_postsecondary
P043166,2024,45,3,vocational_or_postsecondary
P043167,2022,23,3,vocational_or_postsecondary
P043167,2024,25,3,vocational_or_postsecondary
P043168,2022,34,4,bachelor_or_equivalent
P043168,2024,36,4,bachelor_or_equivalent
P043169,2022,66,3,vocational_or_postsecondary
P043169,2024,68,3,vocational_or_postsecondary
P043170,2022,61,1,low_or_none
P043170,2024,63,1,low_or_none
P043171,2022,38,4,bachelor_or_equivalent
P043171,2024,40,4,bachelor_or_equivalent
P043172,2022,54,2,school_qualification
P043172,2024,56,2,school_qualification
P043173,2022,58,2,school_qualification
P043173,2024,60,2,school_qualification
P043175,2022,90,3,vocational_or_postsecondary
P043175,2024,92,3,vocational_or_postsecondary
P043177,2022,33,3,vocational_or_postsecondary
P043177,2024,35,3,vocational_or_postsecondary
P043178,2022,74,3,vocational_or_postsecondary
P043178,2024,76,3,vocational_or_postsecondary
P043179,2022,61,2,school_qualification
P043179,2024,63,2,school_qualification
P043180,2022,47,3,vocational_or_postsecondary
P043180,2024,49,3,vocational_or_postsecondary
P043181,2022,90,2,school_qualification
P043181,2024,92,2,school_qualification
P043182,2022,58,4,bachelor_or_equivalent
P043182,2024,60,4,bachelor_or_equivalent
P043183,2022,52,2,school_qualification
P043183,2024,54,2,school_qualification
P043187,2022,29,3,vocational_or_postsecondary
P043187,2024,31,3,vocational_or_postsecondary
P043188,2022,22,1,low_or_none
P043188,2024,24,1,low_or_none
P043189,2022,54,2,school_qualification
P043189,2024,56,2,school_qualification
P043190,2022,38,4,bachelor_or_equivalent
P043190,2024,40,4,bachelor_or_equivalent
P043192,2022,32,4,bachelor_or_equivalent
P043192,2024,34,4,bachelor_or_equivalent
P043193,2022,36,2,school_qualification
P043193,2024,38,2,school_qualification
P043194,2022,73,1,low_or_none
P043194,2024,75,1,low_or_none
P043195,2022,24,3,vocational_or_postsecondary
P043195,2024,26,3,vocational_or_postsecondary
P043196,2022,51,3,vocational_or_postsecondary
P043196,2024,53,3,vocational_or_postsecondary
P043197,2022,63,2,school_qualification
P043197,2024,65,2,school_qualification
P043198,2022,70,5,master_or_equivalent
P043198,2024,72,5,master_or_equivalent
P043199,2022,45,4,bachelor_or_equivalent
P043199,2024,47,4,bachelor_or_equivalent
P043200,2022,38,4,bachelor_or_equivalent
P043200,2024,40,4,bachelor_or_equivalent
P043201,2022,38,3,vocational_or_postsecondary
P043201,2024,40,3,vocational_or_postsecondary
P043202,2022,75,3,vocational_or_postsecondary
P043202,2024,77,3,vocational_or_postsecondary
P043203,2022,45,5,master_or_equivalent
P043203,2024,47,5,master_or_equivalent
P043204,2022,92,2,school_qualification
P043204,2024,94,2,school_qualification
P043205,2022,20,2,school_qualification
P043205,2024,22,2,school_qualification
P043206,2022,18,2,school_qualification
P043206,2024,20,2,school_qualification
P043207,2022,53,4,bachelor_or_equivalent
P043207,2024,55,4,bachelor_or_equivalent
P043208,2022,39,5,master_or_equivalent
P043208,2024,41,5,master_or_equivalent
P043209,2022,24,3,vocational_or_postsecondary
P043209,2024,26,3,vocational_or_postsecondary
P043210,2022,88,3,vocational_or_postsecondary
P043210,2024,90,3,vocational_or_postsecondary
P043211,2022,68,2,school_qualification
P043211,2024,70,2,school_qualification
P043212,2022,47,3,vocational_or_postsecondary
P043212,2024,49,3,vocational_or_postsecondary
P043213,2022,59,3,vocational_or_postsecondary
P043213,2024,61,3,vocational_or_postsecondary
P043214,2022,55,4,bachelor_or_equivalent
P043214,2024,57,4,bachelor_or_equivalent
P043215,2022,31,3,vocational_or_postsecondary
P043215,2024,33,3,vocational_or_postsecondary
P043216,2022,59,4,bachelor_or_equivalent
P043216,2024,61,4,bachelor_or_equivalent
P043217,2022,82,4,bachelor_or_equivalent
P043217,2024,84,4,bachelor_or_equivalent
P043218,2022,71,3,vocational_or_postsecondary
P043218,2024,73,3,vocational_or_postsecondary
P043219,2022,74,2,school_qualification
P043219,2024,76,2,school_qualification
P043220,2022,41,6,doctorate
P043220,2024,43,6,doctorate
P043221,2022,20,2,school_qualification
P043221,2024,22,2,school_qualification
P043222,2022,30,4,bachelor_or_equivalent
P043222,2024,32,4,bachelor_or_equivalent
P043225,2022,32,3,vocational_or_postsecondary
P043225,2024,34,3,vocational_or_postsecondary
P043226,2022,20,3,vocational_or_postsecondary
P043226,2024,22,3,vocational_or_postsecondary
P043227,2022,55,3,vocational_or_postsecondary
P043227,2024,57,3,vocational_or_postsecondary
P043229,2022,23,4,bachelor_or_equivalent
P043229,2024,25,5,master_or_equivalent
P043230,2022,40,1,low_or_none
P043230,2024,42,1,low_or_none
P043231,2022,29,4,bachelor_or_equivalent
P043231,2024,31,4,bachelor_or_equivalent
P043232,2022,36,2,school_qualification
P043232,2024,38,3,vocational_or_postsecondary
P043233,2022,20,3,vocational_or_postsecondary
P043233,2024,22,4,bachelor_or_equivalent
P043234,2022,61,4,bachelor_or_equivalent
P043234,2024,63,4,bachelor_or_equivalent
P043235,2022,37,3,vocational_or_postsecondary
P043235,2024,39,3,vocational_or_postsecondary
P043236,2022,57,3,vocational_or_postsecondary
P043236,2024,59,3,vocational_or_postsecondary
P043237,2022,37,3,vocational_or_postsecondary
P043237,2024,39,3,vocational_or_postsecondary
P043238,2022,36,3,vocational_or_postsecondary
P043238,2024,38,3,vocational_or_postsecondary
P043239,2022,25,4,bachelor_or_equivalent
P043239,2024,27,4,bachelor_or_equivalent
P043240,2022,18,3,vocational_or_postsecondary
P043240,2024,20,4,bachelor_or_equivalent
P043241,2022,21,2,school_qualification
P043241,2024,23,3,vocational_or_postsecondary
P043242,2022,38,2,school_qualification
P043242,2024,40,3,vocational_or_postsecondary
P043244,2022,48,1,low_or_none
P043244,2024,50,1,low_or_none
P043246,2022,20,3,vocational_or_postsecondary
P043246,2024,22,3,vocational_or_postsecondary
P043247,2022,67,2,school_qualification
P043247,2024,69,2,school_qualification
P043248,2022,72,4,bachelor_or_equivalent
P043248,2024,74,4,bachelor_or_equivalent
P043249,2022,20,3,vocational_or_postsecondary
P043249,2024,22,4,bachelor_or_equivalent
P043250,2022,33,4,bachelor_or_equivalent
P043250,2024,35,4,bachelor_or_equivalent
P043251,2022,62,3,vocational_or_postsecondary
P043251,2024,64,3,vocational_or_postsecondary
P043252,2022,48,1,low_or_none
P043252,2024,50,1,low_or_none
P043253,2022,16,2,school_qualification
P043253,2024,18,2,school_qualification
P043254,2022,43,3,vocational_or_postsecondary
P043254,2024,45,3,vocational_or_postsecondary
P043255,2022,73,3,vocational_or_postsecondary
P043255,2024,75,3,vocational_or_postsecondary
P043256,2022,75,3,vocational_or_postsecondary
P043256,2024,77,3,vocational_or_postsecondary
P043257,2022,24,3,vocational_or_postsecondary
P043257,2024,26,3,vocational_or_postsecondary
P043258,2022,26,4,bachelor_or_equivalent
P043258,2024,28,4,bachelor_or_equivalent
P043260,2022,66,4,bachelor_or_equivalent
P043260,2024,68,4,bachelor_or_equivalent
P043261,2022,15,2,school_qualification
P043261,2024,17,3,vocational_or_postsecondary
P043262,2022,62,3,vocational_or_postsecondary
P043262,2024,64,3,vocational_or_postsecondary
P043263,2022,35,5,master_or_equivalent
P043263,2024,37,5,master_or_equivalent
P043264,2022,15,1,low_or_none
P043264,2024,17,1,low_or_none
P043265,2022,18,2,school_qualification
P043265,2024,20,2,school_qualification
P043266,2022,21,3,vocational_or_postsecondary
P043266,2024,23,4,bachelor_or_equivalent
P043267,2022,86,3,vocational_or_postsecondary
P043267,2024,88,3,vocational_or_postsecondary
P043268,2022,18,3,vocational_or_postsecondary
P043268,2024,20,4,bachelor_or_equivalent
P043269,2022,84,3,vocational_or_postsecondary
P043269,2024,86,3,vocational_or_postsecondary
P043271,2022,26,3,vocational_or_postsecondary
P043271,2024,28,3,vocational_or_postsecondary
P043272,2022,15,1,low_or_none
P043272,2024,17,2,school_qualification
P043273,2022,29,6,doctorate
P043273,2024,31,6,doctorate
P043274,2022,58,2,school_qualification
P043274,2024,60,2,school_qualification
P043275,2022,84,1,low_or_none
P043275,2024,86,1,low_or_none
P043276,2022,53,5,master_or_equivalent
P043276,2024,55,5,master_or_equivalent
P043277,2022,56,2,school_qualification
P043277,2024,58,2,school_qualification
P043278,2022,42,3,vocational_or_postsecondary
P043278,2024,44,3,vocational_or_postsecondary
P043279,2022,41,2,school_qualification
P043279,2024,43,2,school_qualification
P043280,2022,40,5,master_or_equivalent
P043280,2024,42,5,master_or_equivalent
P043281,2022,19,3,vocational_or_postsecondary
P043281,2024,21,4,bachelor_or_equivalent
P043282,2022,29,2,school_qualification
P043282,2024,31,3,vocational_or_postsecondary
P043283,2022,23,4,bachelor_or_equivalent
P043283,2024,25,4,bachelor_or_equivalent
P043285,2022,70,1,low_or_none
P043285,2024,72,1,low_or_none
P043286,2022,46,5,master_or_equivalent
P043286,2024,48,5,master_or_equivalent
P043287,2022,28,5,master_or_equivalent
P043287,2024,30,5,master_or_equivalent
P043288,2022,85,6,doctorate
P043288,2024,87,6,doctorate
P043289,2022,35,3,vocational_or_postsecondary
P043289,2024,37,3,vocational_or_postsecondary
P043290,2022,35,4,bachelor_or_equivalent
P043290,2024,37,4,bachelor_or_equivalent
P043292,2022,77,3,vocational_or_postsecondary
P043292,2024,79,3,vocational_or_postsecondary
P043293,2022,30,2,school_qualification
P043293,2024,32,2,school_qualification
P043294,2022,80,5,master_or_equivalent
P043294,2024,82,5,master_or_equivalent
P043295,2022,21,2,school_qualification
P043295,2024,23,2,school_qualification
P043296,2022,70,3,vocational_or_postsecondary
P043296,2024,72,3,vocational_or_postsecondary
P043297,2022,80,2,school_qualification
P043297,2024,82,2,school_qualification
P043298,2022,24,2,school_qualification
P043298,2024,26,2,school_qualification
P043299,2022,45,5,master_or_equivalent
P043299,2024,47,5,master_or_equivalent
P043300,2022,39,2,school_qualification
P043300,2024,41,3,vocational_or_postsecondary
P043301,2022,16,2,school_qualification
P043301,2024,18,3,vocational_or_postsecondary
P043302,2022,34,3,vocational_or_postsecondary
P043302,2024,36,3,vocational_or_postsecondary
P043303,2022,42,3,vocational_or_postsecondary
P043303,2024,44,3,vocational_or_postsecondary
P043304,2022,41,2,school_qualification
P043304,2024,43,2,school_qualification
P043305,2022,78,1,low_or_none
P043305,2024,80,1,low_or_none
P043306,2022,68,1,low_or_none
P043306,2024,70,1,low_or_none
P043309,2022,30,3,vocational_or_postsecondary
P043309,2024,32,3,vocational_or_postsecondary
P043310,2022,18,3,vocational_or_postsecondary
P043310,2024,20,4,bachelor_or_equivalent
P043311,2022,82,3,vocational_or_postsecondary
P043311,2024,84,3,vocational_or_postsecondary
P043312,2022,36,3,vocational_or_postsecondary
P043312,2024,38,3,vocational_or_postsecondary
P043313,2022,24,3,vocational_or_postsecondary
P043313,2024,26,4,bachelor_or_equivalent
P043314,2022,58,2,school_qualification
P043314,2024,60,2,school_qualification
P043315,2022,38,1,low_or_none
P043315,2024,40,1,low_or_none
P043316,2022,44,2,school_qualification
P043316,2024,46,2,school_qualification
P043317,2022,17,2,school_qualification
P043317,2024,19,3,vocational_or_postsecondary
P043318,2022,69,3,vocational_or_postsecondary
P043318,2024,71,3,vocational_or_postsecondary
P043319,2022,30,4,bachelor_or_equivalent
P043319,2024,32,4,bachelor_or_equivalent
P043320,2022,91,3,vocational_or_postsecondary
P043320,2024,93,3,vocational_or_postsecondary
P043321,2022,52,3,vocational_or_postsecondary
P043321,2024,54,3,vocational_or_postsecondary
P043322,2022,67,2,school_qualification
P043322,2024,69,2,school_qualification
P043323,2022,47,3,vocational_or_postsecondary
P043323,2024,49,3,vocational_or_postsecondary
P043324,2022,18,2,school_qualification
P043324,2024,20,2,school_qualification
P043325,2022,56,6,doctorate
P043325,2024,58,6,doctorate
P043326,2022,89,2,school_qualification
P043326,2024,91,2,school_qualification
P043327,2022,21,3,vocational_or_postsecondary
P043327,2024,23,3,vocational_or_postsecondary
P043328,2022,53,3,vocational_or_postsecondary
P043328,2024,55,3,vocational_or_postsecondary
P043329,2022,25,3,vocational_or_postsecondary
P043329,2024,27,3,vocational_or_postsecondary
P043330,2022,21,3,vocational_or_postsecondary
P043330,2024,23,3,vocational_or_postsecondary
P043331,2022,26,3,vocational_or_postsecondary
P043331,2024,28,4,bachelor_or_equivalent
P043332,2022,26,3,vocational_or_postsecondary
P043332,2024,28,3,vocational_or_postsecondary
P043333,2022,21,2,school_qualification
P043333,2024,23,2,school_qualification
P043334,2022,33,1,low_or_none
P043334,2024,35,1,low_or_none
P043337,2022,66,2,school_qualification
P043337,2024,68,2,school_qualification
P043338,2022,30,4,bachelor_or_equivalent
P043338,2024,32,4,bachelor_or_equivalent
P043339,2022,84,1,low_or_none
P043339,2024,86,1,low_or_none
P043341,2022,32,4,bachelor_or_equivalent
P043341,2024,34,4,bachelor_or_equivalent
P043342,2022,18,2,school_qualification
P043342,2024,20,2,school_qualification
P043343,2022,54,3,vocational_or_postsecondary
P043343,2024,56,3,vocational_or_postsecondary
P043345,2022,27,2,school_qualification
P043345,2024,29,2,school_qualification
P043346,2022,35,3,vocational_or_postsecondary
P043346,2024,37,3,vocational_or_postsecondary
P043347,2022,20,1,low_or_none
P043347,2024,22,1,low_or_none
P043351,2022,24,3,vocational_or_postsecondary
P043351,2024,26,4,bachelor_or_equivalent
P043352,2022,29,3,vocational_or_postsecondary
P043352,2024,31,3,vocational_or_postsecondary
P043354,2022,31,4,bachelor_or_equivalent
P043354,2024,33,4,bachelor_or_equivalent
P043356,2022,86,4,bachelor_or_equivalent
P043356,2024,88,4,bachelor_or_equivalent
P043357,2022,24,4,bachelor_or_equivalent
P043357,2024,26,4,bachelor_or_equivalent
P043358,2022,76,5,master_or_equivalent
P043358,2024,78,5,master_or_equivalent
P043359,2022,23,2,school_qualification
P043359,2024,25,2,school_qualification
P043360,2022,26,4,bachelor_or_equivalent
P043360,2024,28,4,bachelor_or_equivalent
P043362,2022,49,2,school_qualification
P043362,2024,51,2,school_qualification
P043363,2022,25,5,master_or_equivalent
P043363,2024,27,5,master_or_equivalent
P043365,2022,36,3,vocational_or_postsecondary
