person_id,ref_date,employment_status,days_employed_last_12m,annual_employment_income,contact_address_id
P048074,2025-12-31,employed,353,49176.75,A000823
P048075,2025-12-31,marginal,56,3616.32,A016437
P048077,2025-12-31,employed,247,19883.54,A016437
P048079,2025-12-31,employed,192,38103.55,A009924
P048081,2025-12-31,marginal,85,4657.97,A014432
P048082,2025-12-31,employed,178,20928.08,A007605
P048084,2025-12-31,employed,208,42175.32,A007605
P048086,2025-12-31,employed,257,81642.92,A007605
P048088,2025-12-31,employed,312,37090.3,A010912
P048090,2025-12-31,employed,365,41878.9,A013854
P048091,2025-12-31,employed,297,22237.83,A017072
P048093,2025-12-31,employed,365,23167.13,A006360
P048094,2025-12-31,employed,324,34936.84,A009952
P048096,2025-12-31,employed,293,37874.64,A007993
P048102,2025-12-31,self_employed,310,19331.06,A002926
P048103,2025-12-31,employed,326,55168.05,A013030
P048109,2025-12-31,employed,319,44872.84,A006071
P048111,2025-12-31,employed,357,15819.69,A000159
P048113,2025-12-31,employed,286,25710.18,A013701
P048116,2025-12-31,employed,350,49534.13,A013701
P048119,2025-12-31,employed,365,20870.97,A011105
P048123,2025-12-31,employed,250,18810.56,A000598
P048131,2025-12-31,employed,365,22305.78,A007845
P048134,2025-12-31,employed,254,39875.19,A008779
P048135,2025-12-31,employed,365,44238.88,A008779
P048137,2025-12-31,employed,203,21776.63,A014939
P048139,2025-12-31,employed,365,19133.66,A010595
P048141,2025-12-31,employed,365,47247.71,A000894
P048144,2025-12-31,marginal,136,5529.25,A010754
P048145,2025-12-31,marginal,105,3927.98,A010754
P048146,2025-12-31,self_employed,88,48256.67,A010754
P048147,2025-12-31,self_employed,345,27076.8,A010754
P048153,2025-12-31,employed,280,61122.75,A016559
P048154,2025-12-31,marginal,101,4032.62,A016559
P048155,2025-12-31,employed,273,19370.02,A016559
P048156,2025-12-31,employed,365,24085.6,A011051
P048159,2025-12-31,employed,320,45043.34,A001049
P048160,2025-12-31,employed,273,46133.26,A012757
P048162,2025-12-31,employed,365,22688.31,A004260
P048163,2025-12-31,employed,205,26078.35,A004260
P048164,2025-12-31,employed,299,9261.43,A004260
P048165,2025-12-31,employed,305,26292.39,A007124
P048167,2025-12-31,employed,262,20055.42,A009659
P048168,2025-12-31,employed,280,24308.92,A014385
P048169,2025-12-31,marginal,102,NA,A009659
P048171,2025-12-31,employed,307,24191.15,A012872
P048172,2025-12-31,no_record,0,0,A012872
P048174,2025-12-31,employed,257,22543.87,A010485
P048175,2025-12-31,marginal,43,4402.47,A016015
P048179,2025-12-31,employed,365,25865.17,A001403
P048180,2025-12-31,employed,292,46064.67,A001403
P048181,2025-12-31,employed,305,47196.1,A001403
P048183,2025-12-31,employed,297,32833.24,A016950
P048186,2025-12-31,employed,208,38390.63,A012133
P048187,2025-12-31,employed,305,36171.95,A006089
P048188,2025-12-31,marginal,132,4650.33,A015726
P048193,2025-12-31,employed,251,16630.72,A017253
P048205,2025-12-31,employed,275,55947.08,A014071
P048206,2025-12-31,employed,290,38881.22,A014071
P048208,2025-12-31,marginal,98,4886.94,A016572
P048209,2025-12-31,employed,359,20759.79,A014289
P048210,2025-12-31,marginal,93,6406.09,A011361
P048212,2025-12-31,employed,365,12392.17,A016741
P048214,2025-12-31,employed,347,42026.86,A016741
P048217,2025-12-31,employed,252,13735.22,A016741
P048219,2025-12-31,employed,365,30809.84,A017583
P048220,2025-12-31,employed,335,20801.61,A008083
P048221,2025-12-31,employed,336,28195.32,A015309
P048222,2025-12-31,marginal,143,5158.77,A006879
P048229,2025-12-31,employed,188,19915.32,A008036
P048230,2025-12-31,employed,351,16668.65,A008036
P048232,2025-12-31,employed,333,19113.12,A007223
P048234,2025-12-31,self_employed,327,8036.01,A016931
P048235,2025-12-31,employed,296,8997.39,A016931
P048240,2025-12-31,employed,258,27224.79,A004559
P048243,2025-12-31,employed,335,19371.3,A012183
P048246,2025-12-31,no_record,0,0,NA
P048252,2025-12-31,employed,180,33411.92,A005400
P048254,2025-12-31,employed,333,13959.89,A014979
P048258,2025-12-31,employed,287,20188.08,A016607
P048261,2025-12-31,employed,324,57511.08,A005599
P048262,2025-12-31,marginal,55,5319.29,A012319
P048263,2025-12-31,employed,355,33096.54,A012319
P048267,2025-12-31,employed,294,91609.65,A007514
P048269,2025-12-31,employed,354,32483.91,A014873
P048270,2025-12-31,employed,157,31345.15,A012661
P048274,2025-12-31,employed,193,39834.75,A004628
P048275,2025-12-31,self_employed,310,14190.8,A004628
P048276,2025-12-31,employed,276,39819.76,A004628
P048278,2025-12-31,employed,300,18244.61,A017267
P048280,2025-12-31,employed,343,23017.22,A017267
P048281,2025-12-31,employed,365,23041.81,A017267
P048283,2025-12-31,employed,176,21172.76,A006652
P048288,2025-12-31,employed,305,41997.04,A015674
P048289,2025-12-31,self_employed,336,25195.84,A013335
P048290,2025-12-31,employed,205,21110.85,A005537
P048292,2025-12-31,employed,229,29791.59,A007898
P048295,2025-12-31,marginal,134,3438.85,A011091
P048296,2025-12-31,employed,357,48137.32,A011091
P048298,2025-12-31,employed,268,10112.33,A001294
P048299,2025-12-31,employed,283,19288.73,A006064
P048300,2025-12-31,self_employed,342,14874.87,A009841
P048301,2025-12-31,employed,223,40065.7,A009841
P048304,2025-12-31,employed,329,33481.28,A008849
P048305,2025-12-31,employed,259,24950.96,A000982
P048307,2025-12-31,marginal,132,2815.17,A000982
P048308,2025-12-31,employed,273,25067.71,A007591
P048311,2025-12-31,self_employed,NA,23531.82,A001051
P048313,2025-12-31,employed,365,30744.14,A007578
P048314,2025-12-31,employed,298,20063.03,A008248
P048318,2025-12-31,employed,305,28494.1,A007668
P048319,2025-12-31,employed,221,21802.98,A007668
P048320,2025-12-31,employed,213,27862.29,A007668
P048322,2025-12-31,employed,280,21219.13,A014155
P048323,2025-12-31,marginal,143,4950.69,A014155
P048329,2025-12-31,employed,357,38784.93,A002814
P048332,2025-12-31,employed,242,18884.95,A016743
P048334,2025-12-31,employed,290,15790.03,A016619
P048337,2025-12-31,employed,318,32260.6,A014076
P048339,2025-12-31,marginal,129,2127.92,A001645
P048343,2025-12-31,employed,239,28726.41,A008973
P048347,2025-12-31,employed,182,14592.81,A013937
P048349,2025-12-31,employed,199,35749.83,A014036
P048351,2025-12-31,employed,332,62491.42,NA
P048355,2025-12-31,employed,291,24500.31,A000493
P048359,2025-12-31,employed,258,28705.46,A015132
P048362,2025-12-31,employed,303,16290.7,A009669
P048363,2025-12-31,self_employed,190,85327.43,A009669
P048364,2025-12-31,employed,323,69670.44,A002716
P048365,2025-12-31,self_employed,237,29326.7,NA
P048366,2025-12-31,employed,268,18685.34,A000182
P048367,2025-12-31,employed,250,24974.92,A004816
P048368,2025-12-31,employed,365,20189.07,A004816
P048369,2025-12-31,employed,365,15549.94,A004816
P048370,2025-12-31,employed,354,19064.65,A004816
P048371,2025-12-31,employed,215,14097.01,A017787
P048375,2025-12-31,employed,344,15166.02,A010328
P048378,2025-12-31,marginal,105,4231.82,A015863
P048380,2025-12-31,marginal,87,4906.99,A016811
P048382,2025-12-31,employed,327,27525.4,A009337
P048383,2025-12-31,self_employed,348,60378.16,A006555
P048384,2025-12-31,employed,294,32651.34,A005270
P048386,2025-12-31,employed,357,23904.03,NA
P048388,2025-12-31,employed,274,13243.73,A006721
P048394,2025-12-31,self_employed,138,17645.56,A002761
P048396,2025-12-31,employed,365,77047.28,A003562
P048397,2025-12-31,employed,308,15164.48,A014667
P048399,2025-12-31,employed,241,23451.19,A014667
P048404,2025-12-31,employed,258,14636.5,A001760
P048408,2025-12-31,employed,180,29732.89,A015794
P048413,2025-12-31,employed,286,22482.62,A017245
P048415,2025-12-31,employed,264,44540.44,A004303
P048417,2025-12-31,marginal,60,4699.17,A004303
P048418,2025-12-31,employed,257,13372.1,A004303
P048419,2025-12-31,employed,266,15923.45,A004303
P048421,2025-12-31,employed,257,29584.53,A012222
P048423,2025-12-31,employed,254,63497.07,A005080
P048424,2025-12-31,employed,270,41301.37,A005080
P048425,2025-12-31,employed,271,17528.76,A012150
P048426,2025-12-31,employed,365,26151.2,A012150
P048428,2025-12-31,employed,320,30200.4,A009094
P048429,2025-12-31,employed,226,31896.11,A016579
P048434,2025-12-31,employed,240,16778.87,A006766
P048440,2025-12-31,employed,272,23034.88,A015972
P048445,2025-12-31,employed,301,21628.95,A015586
P048446,2025-12-31,marginal,167,3883.02,A015586
P048448,2025-12-31,employed,342,33286.77,A012231
P048449,2025-12-31,employed,255,28304.44,A012231
P048451,2025-12-31,employed,160,29658.9,NA
P048452,2025-12-31,employed,337,25421.46,A001980
P048454,2025-12-31,employed,296,16995.92,A016611
P048455,2025-12-31,employed,359,22548.7,A004127
P048461,2025-12-31,employed,280,29838.95,A017191
P048464,2025-12-31,employed,264,45962.05,A000111
P048466,2025-12-31,self_employed,112,14172.24,A014766
P048467,2025-12-31,employed,311,38001.63,A014766
P048468,2025-12-31,employed,339,23630.2,A012475
P048469,2025-12-31,employed,356,20093.9,A016049
P048471,2025-12-31,marginal,137,3255.69,A016049
P048474,2025-12-31,employed,277,64891.86,A006608
P048477,2025-12-31,employed,225,11563.27,A016899
P048480,2025-12-31,employed,188,21245.56,A007887
P048481,2025-12-31,employed,337,9791.75,A016868
P048482,2025-12-31,self_employed,365,6290.18,A016868
P048483,2025-12-31,no_record,0,0,A016868
P048488,2025-12-31,employed,365,33216.62,A002371
P048489,2025-12-31,employed,288,43518.77,A009151
P048490,2025-12-31,employed,NA,30789.74,A009151
P048492,2025-12-31,employed,181,26743.18,A014260
P048493,2025-12-31,employed,261,18371.16,A006014
P048494,2025-12-31,employed,215,33445.69,A014228
P048496,2025-12-31,self_employed,61,23822.37,A014228
P048498,2025-12-31,employed,168,20684.98,A014228
P048500,2025-12-31,employed,291,27903.55,A006680
P048502,2025-12-31,employed,286,11907.44,A016817
P048504,2025-12-31,employed,211,29068.32,A004624
P048505,2025-12-31,employed,293,23983.82,A004624
P048508,2025-12-31,marginal,142,6373.65,A012920
P048510,2025-12-31,employed,365,24170.3,A012920
P048511,2025-12-31,employed,290,26877.97,A012920
P048512,2025-12-31,employed,214,36815.18,A013512
P048513,2025-12-31,employed,365,40011.8,A013663
P048515,2025-12-31,employed,294,47857.52,A016177
P048516,2025-12-31,employed,238,45323.93,A016177
P048517,2025-12-31,employed,204,37080.12,A016177
P048518,2025-12-31,employed,307,31862.24,A016177
P048519,2025-12-31,employed,259,23402.1,A011964
P048520,2025-12-31,employed,247,18877.42,A011964
P048523,2025-12-31,employed,361,44755.64,A015809
P048526,2025-12-31,employed,286,26209.28,A001560
P048529,2025-12-31,employed,257,25838.61,A001053
P048530,2025-12-31,marginal,140,3104.76,A013152
P048531,2025-12-31,employed,258,32269.61,A009620
P048536,2025-12-31,self_employed,190,6312.41,A000066
P048538,2025-12-31,employed,311,13536.92,A008895
P048539,2025-12-31,employed,298,34788.87,A001687
P048541,2025-12-31,self_employed,196,19516.72,A005707
P048544,2025-12-31,self_employed,347,47284.4,A014739
P048546,2025-12-31,employed,342,51474.17,A009650
P048549,2025-12-31,marginal,65,6655.27,A015914
P048552,2025-12-31,employed,204,16856.7,A012261
P048555,2025-12-31,employed,278,49833.65,A010781
P048558,2025-12-31,marginal,74,5232,A000096
P048560,2025-12-31,employed,300,17013.6,A000096
P048562,2025-12-31,employed,313,37436.11,A015826
P048563,2025-12-31,employed,344,37517.84,A015826
P048566,2025-12-31,employed,NA,24242.03,A015099
P048568,2025-12-31,marginal,71,4324.64,A004856
P048569,2025-12-31,employed,287,29590.94,A004856
P048576,2025-12-31,employed,352,24958.04,A006915
P048577,2025-12-31,employed,355,45310.94,NA
P048579,2025-12-31,employed,365,29166.95,A000606
P048580,2025-12-31,employed,253,30696.32,A014557
P048581,2025-12-31,employed,304,30678.47,A001877
P048582,2025-12-31,employed,180,26910.54,A007184
P048587,2025-12-31,employed,335,15264.12,A010990
P048588,2025-12-31,employed,335,24667.7,A010647
P048591,2025-12-31,employed,297,23487.15,A000272
P048593,2025-12-31,marginal,100,6534.08,A008438
P048594,2025-12-31,self_employed,184,43063.73,A012199
P048595,2025-12-31,marginal,185,6087.27,A009220
P048598,2025-12-31,marginal,143,6294.62,A011553
P048599,2025-12-31,employed,129,24607.57,A011553
P048603,2025-12-31,employed,174,40797.45,A012655
P048604,2025-12-31,employed,320,42051.57,A012655
P048605,2025-12-31,employed,237,41010,NA
P048607,2025-12-31,employed,285,12987.67,A006661
P048609,2025-12-31,employed,360,47735.26,A006661
P048610,2025-12-31,employed,205,29755.62,A000029
P048612,2025-12-31,employed,295,16736.78,A005947
P048614,2025-12-31,self_employed,265,25143.13,A008269
P048617,2025-12-31,self_employed,339,6481.82,A017341
P048621,2025-12-31,employed,365,38029.66,A010436
P048622,2025-12-31,employed,272,7771.93,A010436
P048627,2025-12-31,employed,342,43908.02,A003425
P048628,2025-12-31,employed,248,33401.53,A000861
P048629,2025-12-31,employed,247,39392.14,A011682
P048630,2025-12-31,employed,233,16513.47,A015760
P048633,2025-12-31,employed,351,30886.41,A008619
P048636,2025-12-31,self_employed,218,21240.53,A002786
P048637,2025-12-31,employed,326,30014.65,A003478
P048638,2025-12-31,employed,255,16366.14,A002645
P048639,2025-12-31,marginal,33,5284.25,A001976
P048640,2025-12-31,employed,302,23968.9,A005061
P048641,2025-12-31,self_employed,256,20489.33,A005061
P048642,2025-12-31,marginal,94,4593.34,A017777
P048644,2025-12-31,no_record,0,0,A017777
P048647,2025-12-31,self_employed,274,18847.53,A009703
P048648,2025-12-31,marginal,125,6761.35,A001070
P048653,2025-12-31,marginal,139,2616.23,A009897
P048656,2025-12-31,employed,365,19203.81,A011848
P048657,2025-12-31,employed,340,18461.75,A012682
P048660,2025-12-31,employed,331,30147.71,A008386
P048661,2025-12-31,employed,276,29250.2,A002671
P048663,2025-12-31,employed,233,19901.82,A002671
P048664,2025-12-31,employed,279,78772.55,A013966
P048667,2025-12-31,employed,285,65751.38,A008571
P048668,2025-12-31,employed,278,12037.62,A008571
P048669,2025-12-31,employed,251,19697.6,A017468
P048670,2025-12-31,employed,248,32189.51,A016939
P048677,2025-12-31,employed,233,34991.43,A000159
P048679,2025-12-31,self_employed,214,61817.84,A008975
P048682,2025-12-31,employed,261,23002.09,A000246
P048686,2025-12-31,employed,285,31562.97,A010363
P048689,2025-12-31,employed,263,19735.67,A009986
P048692,2025-12-31,employed,228,25072.77,A012661
P048693,2025-12-31,employed,316,20578.98,NA
P048694,2025-12-31,marginal,155,2902.14,A009809
P048695,2025-12-31,employed,320,22651.38,A009809
P048698,2025-12-31,employed,276,38787.36,A001458
P048702,2025-12-31,employed,365,34551.24,A009035
P048707,2025-12-31,employed,276,12277.23,A008871
P048709,2025-12-31,employed,250,40895.2,A008871
P048710,2025-12-31,employed,214,16198.67,A002286
P048713,2025-12-31,employed,324,28335.75,NA
P048715,2025-12-31,marginal,122,4499.91,A001337
P048717,2025-12-31,employed,290,49865.07,A016893
P048720,2025-12-31,employed,323,21459.81,A015515
P048721,2025-12-31,employed,245,18753.6,A009315
P048724,2025-12-31,employed,365,68713.65,A008214
P048725,2025-12-31,employed,295,15758.79,A008214
P048726,2025-12-31,employed,256,19517.79,A008214
P048731,2025-12-31,employed,365,21100.44,A003260
P048732,2025-12-31,employed,320,39224.77,A003260
P048733,2025-12-31,employed,365,53254.56,A003260
P048735,2025-12-31,employed,167,37163.37,A013263
P048736,2025-12-31,self_employed,259,18157.7,A005644
P048742,2025-12-31,employed,233,32084.2,A004570
P048743,2025-12-31,employed,309,21849.02,A004570
P048744,2025-12-31,no_record,0,0,A004570
P048745,2025-12-31,employed,232,28080.27,A006436
P048746,2025-12-31,employed,186,45135.61,A006436
P048747,2025-12-31,employed,249,27157.01,A010828
P048748,2025-12-31,employed,227,43394.45,A010828
P048750,2025-12-31,employed,273,21828.31,A011919
P048751,2025-12-31,self_employed,249,41456.22,A005740
P048752,2025-12-31,employed,245,NA,A002586
P048756,2025-12-31,employed,270,41927.15,A014219
P048757,2025-12-31,employed,365,30494.01,A014219
P048758,2025-12-31,employed,245,67537.7,A014219
P048759,2025-12-31,marginal,101,4528.53,A014219
P048761,2025-12-31,marginal,115,4053.97,NA
P048762,2025-12-31,employed,304,18371.17,NA
P048763,2025-12-31,marginal,58,3118.84,A010018
P048765,2025-12-31,employed,314,31191.28,A010018
P048766,2025-12-31,marginal,116,6307.33,A005003
P048767,2025-12-31,employed,215,22935.42,A014146
P048769,2025-12-31,employed,239,20667.13,A007212
P048773,2025-12-31,employed,246,31386.4,A016672
P048775,2025-12-31,employed,317,24931.37,A011901
P048777,2025-12-31,employed,284,38474.08,A006032
P048779,2025-12-31,employed,252,33051.96,A001276
P048782,2025-12-31,employed,356,27089.42,A017315
P048786,2025-12-31,employed,260,33461.53,A001886
P048787,2025-12-31,employed,246,13472.01,A001886
P048788,2025-12-31,employed,302,33881.3,A004604
P048789,2025-12-31,employed,243,18645.32,A004604
P048790,2025-12-31,employed,260,23338.42,A004604
P048792,2025-12-31,employed,180,14714.23,A008639
P048793,2025-12-31,employed,339,39350.78,A012899
P048794,2025-12-31,self_employed,235,49271.63,A012899
P048795,2025-12-31,employed,288,8927.01,A017965
P048797,2025-12-31,marginal,100,2915.49,A012665
P048799,2025-12-31,self_employed,172,12917.76,A014943
P048804,2025-12-31,employed,337,12487.27,A015370
P048805,2025-12-31,employed,248,29773.41,A010494
P048808,2025-12-31,employed,326,19539,A008401
P048812,2025-12-31,employed,270,29212.43,A001812
P048814,2025-12-31,employed,365,19539.04,A001812
P048815,2025-12-31,employed,299,19619.72,A007078
P048817,2025-12-31,employed,298,16039.72,A006943
P048818,2025-12-31,employed,206,28167.09,A002438
P048819,2025-12-31,marginal,100,5285.13,A002438
P048820,2025-12-31,marginal,92,3018.38,A002438
P048822,2025-12-31,employed,365,28682.56,A002438
P048823,2025-12-31,marginal,179,4435.37,A002438
P048825,2025-12-31,self_employed,224,13322.11,A014273
P048826,2025-12-31,marginal,157,8638.51,A007790
P048827,2025-12-31,employed,318,30866.67,A004111
P048829,2025-12-31,no_record,0,0,A005535
P048830,2025-12-31,self_employed,365,17532.89,A005535
P048831,2025-12-31,self_employed,347,13341.5,A005535
P048835,2025-12-31,employed,320,51924.55,A002801
P048838,2025-12-31,employed,341,24369.85,A009833
P048844,2025-12-31,no_record,0,0,A003960
P048845,2025-12-31,marginal,51,3398.2,A013382
P048847,2025-12-31,employed,326,17014.92,A016245
P048849,2025-12-31,employed,245,20164.45,A007437
P048854,2025-12-31,employed,355,21698.21,A013252
P048855,2025-12-31,employed,318,27160.95,A005566
P048857,2025-12-31,employed,170,24623.83,A003327
P048858,2025-12-31,marginal,137,3251.96,A003327
P048859,2025-12-31,employed,362,47825.17,A003327
P048863,2025-12-31,employed,286,27453.92,NA
P048864,2025-12-31,self_employed,269,25389.07,A000939
P048866,2025-12-31,marginal,82,3655.39,A017093
P048873,2025-12-31,employed,294,38858.38,A000172
P048874,2025-12-31,employed,365,20634.5,A000172
P048875,2025-12-31,self_employed,365,7611.55,A000172
P048876,2025-12-31,employed,287,25050.6,A000172
P048877,2025-12-31,self_employed,258,29550.1,A000172
P048879,2025-12-31,employed,246,24149.59,A005162
P048882,2025-12-31,self_employed,301,20522.78,A016672
P048884,2025-12-31,employed,365,24295.19,A010334
P048885,2025-12-31,employed,184,22804.26,A004053
P048887,2025-12-31,self_employed,269,200205.24,A000515
P048888,2025-12-31,marginal,79,4547.62,A000515
P048889,2025-12-31,employed,313,50852.72,A004223
P048890,2025-12-31,marginal,164,4843.36,A004223
P048891,2025-12-31,marginal,158,6652.54,A011692
P048892,2025-12-31,employed,326,39227.81,A011692
P048896,2025-12-31,employed,316,31274.52,A016704
P048897,2025-12-31,marginal,152,7450.58,A016704
P048902,2025-12-31,employed,269,30483.74,A012686
P048904,2025-12-31,employed,285,42340.05,A012970
P048905,2025-12-31,marginal,93,3106.05,A013337
P048906,2025-12-31,employed,293,47607.02,A005146
P048907,2025-12-31,employed,365,14631.02,A005146
P048908,2025-12-31,marginal,136,6667.14,A004848
P048909,2025-12-31,employed,327,28491.97,A004848
P048910,2025-12-31,employed,361,9592.63,A004848
P048911,2025-12-31,marginal,70,8158.24,A003042
P048913,2025-12-31,employed,254,20493.77,A015813
P048915,2025-12-31,employed,228,92513.12,A013670
P048917,2025-12-31,employed,282,25768.22,A004450
P048918,2025-12-31,employed,205,20276.25,A004450
P048920,2025-12-31,employed,289,24881.71,A008838
P048922,2025-12-31,employed,365,17837.06,A017511
P048924,2025-12-31,employed,281,30715.66,A010605
P048925,2025-12-31,employed,298,24317.48,A015780
P048926,2025-12-31,employed,342,22964.03,A015780
P048928,2025-12-31,marginal,74,3459.51,A004776
P048932,2025-12-31,no_record,0,0,A013064
P048936,2025-12-31,employed,290,16490.69,A017818
P048939,2025-12-31,employed,322,36439.55,A012439
P048940,2025-12-31,employed,174,16281.84,A003307
P048941,2025-12-31,employed,297,70290.89,A003307
P048945,2025-12-31,employed,334,61311.84,A014900
P048946,2025-12-31,employed,280,44212.56,A007581
P048951,2025-12-31,self_employed,333,80325.17,A014835
P048955,2025-12-31,employed,318,17271.35,A013348
P048958,2025-12-31,marginal,120,5573.94,A013348
P048959,2025-12-31,employed,246,26719.68,A013348
P048960,2025-12-31,employed,225,36128.68,A009240
P048963,2025-12-31,marginal,112,4002.04,A017376
P048964,2025-12-31,employed,273,25932.87,A017376
P048965,2025-12-31,employed,327,14125.62,A017376
P048966,2025-12-31,marginal,83,3909.14,A015818
P048968,2025-12-31,employed,264,27031.5,A017399
P048969,2025-12-31,employed,56,69244.68,A007004
P048972,2025-12-31,employed,365,23915.65,A014171
P048974,2025-12-31,employed,264,24497.56,A006548
P048975,2025-12-31,employed,329,21506.93,A006548
P048976,2025-12-31,employed,309,17829.72,A006548
P048977,2025-12-31,employed,209,59209.26,A012139
P048978,2025-12-31,employed,268,17192.82,A013146
P048979,2025-12-31,self_employed,226,22079.14,A013146
P048981,2025-12-31,employed,355,37237.21,A004205
P048986,2025-12-31,no_record,0,0,A014703
P048990,2025-12-31,employed,339,34791.9,A008488
P048997,2025-12-31,employed,312,19782.36,A007673
P048999,2025-12-31,employed,250,23840.73,A004515
P049001,2025-12-31,employed,334,28193.44,A014306
P049002,2025-12-31,employed,312,30245.44,A013757
P049003,2025-12-31,self_employed,267,7684.91,A013757
P049005,2025-12-31,employed,198,94442.9,A013757
P049009,2025-12-31,marginal,146,8557.38,A008669
P049011,2025-12-31,employed,276,24625.21,A000891
P049020,2025-12-31,employed,183,68096.12,A004947
P049022,2025-12-31,employed,223,60781.42,A001713
P049023,2025-12-31,self_employed,298,34395,A010791
P049025,2025-12-31,employed,230,18935,A008671
P049027,2025-12-31,employed,265,33381.52,A012517
P049035,2025-12-31,marginal,75,6069.35,NA
P049039,2025-12-31,employed,214,36693.35,NA
P049040,2025-12-31,employed,352,16078.95,A015547
P049041,2025-12-31,employed,303,21755.46,A009551
P049043,2025-12-31,employed,337,37114.77,A013502
P049045,2025-12-31,employed,272,26288.52,A002725
P049046,2025-12-31,employed,200,25309.49,A007052
P049047,2025-12-31,employed,247,16325.35,A012538
P049050,2025-12-31,employed,361,22177.55,A007505
P049058,2025-12-31,employed,261,6659.18,A003442
P049059,2025-12-31,employed,183,38542.08,A003442
P049060,2025-12-31,employed,272,32406.28,A003442
P049062,2025-12-31,employed,212,14891.24,A016267
P049063,2025-12-31,employed,365,32346.7,A010108
P049067,2025-12-31,employed,298,20882.31,A016519
P049069,2025-12-31,employed,248,21298.67,A015195
P049070,2025-12-31,employed,196,26913.75,A014050
P049073,2025-12-31,employed,268,18456.64,A014050
P049075,2025-12-31,employed,257,17685.33,A011637
P049076,2025-12-31,marginal,107,4540.37,A012274
P049077,2025-12-31,employed,267,27645.27,A012274
P049081,2025-12-31,employed,238,30497.92,A012389
P049083,2025-12-31,employed,327,26818.45,A011207
P049084,2025-12-31,employed,244,19516.86,A011207
P049086,2025-12-31,employed,219,16197.05,A004226
P049088,2025-12-31,self_employed,83,43806,A016384
P049089,2025-12-31,employed,NA,14701.18,A015201
P049090,2025-12-31,employed,217,40126.85,A015201
P049091,2025-12-31,employed,271,50179.28,A015201
P049092,2025-12-31,employed,209,13473.68,A015201
P049093,2025-12-31,employed,352,28077.92,A009851
P049099,2025-12-31,employed,249,39887.28,A006043
P049101,2025-12-31,employed,365,22973.96,A015075
P049103,2025-12-31,employed,365,47742.08,A010467
P049104,2025-12-31,employed,288,41372.27,A006164
P049107,2025-12-31,self_employed,365,21897.94,A017846
P049108,2025-12-31,self_employed,181,12651.47,A017846
P049110,2025-12-31,employed,365,26948.9,A011080
P049111,2025-12-31,self_employed,236,33592.69,A016440
P049114,2025-12-31,self_employed,157,63456.39,A006980
P049115,2025-12-31,employed,331,62870.41,A001773
P049118,2025-12-31,employed,266,35571.38,A006342
P049119,2025-12-31,employed,269,NA,A009375
P049121,2025-12-31,no_record,0,0,A014421
P049124,2025-12-31,employed,194,20695.93,A014709
P049125,2025-12-31,employed,289,18479.06,A014709
P049126,2025-12-31,employed,214,10908.4,A014709
P049127,2025-12-31,employed,310,28582.1,A011403
P049133,2025-12-31,employed,226,24692.28,A001905
P049137,2025-12-31,employed,243,22202.13,A007626
P049138,2025-12-31,employed,286,36168.52,A014853
P049140,2025-12-31,employed,283,24840.65,A013895
P049143,2025-12-31,employed,350,18185.53,A003926
P049144,2025-12-31,employed,287,24266.07,A014701
P049149,2025-12-31,employed,274,26820.09,A009746
P049150,2025-12-31,employed,321,31267.26,A009746
P049151,2025-12-31,employed,327,42433.52,A006656
P049152,2025-12-31,employed,249,61120.33,A001602
P049155,2025-12-31,employed,274,48315.48,A001602
P049156,2025-12-31,employed,279,22747.86,A006555
P049158,2025-12-31,employed,221,72423.36,NA
P049162,2025-12-31,self_employed,337,86405.22,A000394
P049165,2025-12-31,employed,252,30977.15,A002667
P049166,2025-12-31,employed,288,37096.36,NA
P049167,2025-12-31,marginal,182,3379.83,A002667
P049171,2025-12-31,employed,210,30354.21,A010416
P049174,2025-12-31,employed,278,37362.97,A005643
P049176,2025-12-31,self_employed,301,43141.66,A004613
P049177,2025-12-31,employed,329,19011.07,A004613
P049181,2025-12-31,employed,338,21441.34,A003811
P049183,2025-12-31,marginal,47,4141.07,A009165
P049185,2025-12-31,no_record,0,0,A009165
P049186,2025-12-31,marginal,62,5208.53,A000175
P049187,2025-12-31,self_employed,161,NA,A009327
P049194,2025-12-31,marginal,105,3330.15,A007893
P049199,2025-12-31,self_employed,90,14404.06,A011700
P049202,2025-12-31,employed,365,19441.49,A011700
P049203,2025-12-31,employed,198,17709.21,A006205
P049207,2025-12-31,employed,358,39915.93,A013393
P049208,2025-12-31,employed,359,18597.87,A013393
P049210,2025-12-31,self_employed,194,27040.92,A016098
P049211,2025-12-31,employed,198,21555.54,A005635
P049213,2025-12-31,employed,292,41238.06,A005635
P049214,2025-12-31,marginal,110,7913.2,A017764
P049216,2025-12-31,employed,279,9742.15,A017764
P049219,2025-12-31,employed,354,29722.86,A008713
P049220,2025-12-31,employed,348,26726.02,A002882
P049221,2025-12-31,employed,240,25648.88,A002882
P049222,2025-12-31,employed,365,22008.81,A005445
P049224,2025-12-31,employed,249,89595.66,A005445
P049226,2025-12-31,employed,263,24910.58,A015625
P049227,2025-12-31,employed,293,15494.78,A015625
P049229,2025-12-31,employed,265,36250.93,A007158
P049230,2025-12-31,employed,179,29515.88,A007158
P049231,2025-12-31,employed,205,31203.73,A007158
P049234,2025-12-31,employed,326,23128.84,A004319
P049235,2025-12-31,employed,NA,28698,A017929
P049236,2025-12-31,employed,287,21769.16,A006319
P049237,2025-12-31,employed,338,33865.46,A013078
P049238,2025-12-31,employed,292,14761.05,A002170
