person_id,true_resident,sex,age,age_group,citizenship_group,true_household_id,true_address_id,true_region_code,true_municipality_code,former_household_id,former_address_id,former_region_code,former_municipality_code,departure_date_true,in_population_register,coverage_status_true,overcoverage_flag_true,undercoverage_flag_true,registered_household_id_sim,registered_address_id_sim,registered_region_code_sim,registered_municipality_code_sim
P052536,0,F,86,80+,Non-EU,,,,,H012434,A003099,R02,R02-M02,2022-05-15,1,overcoverage,1,0,H012434,A003099,R02,R02-M02
P052537,0,M,40,40-64,DE,,,,,H018343,A006031,R09,R09-M01,2022-07-02,1,overcoverage,1,0,H018343,A006031,R09,R09-M01
P052538,0,F,34,25-39,DE,,,,,H021756,A000634,R03,R03-M04,2024-10-05,1,overcoverage,1,0,H021756,A000634,R03,R03-M04
P052539,0,M,25,25-39,Non-EU,,,,,H007657,A017099,R05,R05-M02,2023-07-09,1,overcoverage,1,0,H007657,A017099,R05,R05-M02
P052540,0,M,33,25-39,Non-EU,,,,,H016310,A004827,R03,R03-M01,2025-09-04,1,overcoverage,1,0,H016310,A004827,R03,R03-M01
P052541,0,F,32,25-39,DE,,,,,H014529,A013979,R12,R12-M02,2025-03-09,1,overcoverage,1,0,H014529,A013979,R12,R12-M02
P052542,0,F,29,25-39,DE,,,,,H001013,A009739,R02,R02-M03,2025-02-23,1,overcoverage,1,0,H001013,A009739,R02,R02-M03
P052543,0,F,89,80+,DE,,,,,H009235,A007592,R12,R12-M02,2024-12-07,1,overcoverage,1,0,H009235,A007592,R12,R12-M02
P052544,0,F,64,40-64,DE,,,,,H022090,A007357,R02,R02-M04,2024-05-12,1,overcoverage,1,0,H022090,A007357,R02,R02-M04
P052545,0,M,26,25-39,EU,,,,,H022038,A017968,R06,R06-M02,2023-09-23,0,correctly_absent,0,0,H022038,A017968,R06,R06-M02
P052546,0,F,55,40-64,EU,,,,,H017046,A002998,R01,R01-M03,2022-05-10,1,overcoverage,1,0,H017046,A002998,R01,R01-M03
P052547,0,M,5,0-5,DE,,,,,H017642,A008040,R01,R01-M03,2024-05-07,1,overcoverage,1,0,H017642,A008040,R01,R01-M03
P052548,0,F,43,40-64,Non-EU,,,,,H019206,A000993,R01,R01-M04,2024-04-27,1,overcoverage,1,0,H019206,A000993,R01,R01-M04
P052549,0,F,63,40-64,DE,,,,,H016031,A013677,R09,R09-M01,2025-01-31,1,overcoverage,1,0,H016031,A013677,R09,R09-M01
P052550,0,F,78,65-79,DE,,,,,H000856,A012775,R12,R12-M02,2024-03-16,0,correctly_absent,0,0,H000856,A012775,R12,R12-M02
P052551,0,M,31,25-39,Non-EU,,,,,H021034,A010805,R07,R07-M04,2023-09-10,0,correctly_absent,0,0,H021034,A010805,R07,R07-M04
P052552,0,M,39,25-39,DE,,,,,H010567,A009723,R10,R10-M01,2025-09-28,1,overcoverage,1,0,H010567,A009723,R10,R10-M01
P052553,0,F,24,18-24,EU,,,,,H007791,A003606,R02,R02-M02,2023-01-18,1,overcoverage,1,0,H007791,A003606,R02,R02-M02
P052554,0,F,37,25-39,EU,,,,,H015435,A002203,R04,R04-M03,2024-02-20,1,overcoverage,1,0,H015435,A002203,R04,R04-M03
P052555,0,F,26,25-39,DE,,,,,H018951,A006509,R02,R02-M02,2024-01-16,1,overcoverage,1,0,H018951,A006509,R02,R02-M02
P052556,0,M,39,25-39,DE,,,,,H017294,A012745,R06,R06-M04,2024-11-20,1,overcoverage,1,0,H017294,A012745,R06,R06-M04
P052557,0,M,23,18-24,EU,,,,,H018621,A008935,R12,R12-M01,2023-10-16,1,overcoverage,1,0,H018621,A008935,R12,R12-M01
P052558,0,F,69,65-79,DE,,,,,H015596,A015717,R05,R05-M02,2025-07-29,0,correctly_absent,0,0,H015596,A015717,R05,R05-M02
P052559,0,F,38,25-39,Non-EU,,,,,H016690,A006135,R05,R05-M02,2025-02-13,1,overcoverage,1,0,H016690,A006135,R05,R05-M02
P052560,0,F,16,6-17,DE,,,,,H006004,A005800,R01,R01-M03,2024-11-16,1,overcoverage,1,0,H006004,A005800,R01,R01-M03
P052561,0,F,40,40-64,Non-EU,,,,,H006417,A005520,R12,R12-M04,2024-02-09,1,overcoverage,1,0,H006417,A005520,R12,R12-M04
P052562,0,M,28,25-39,EU,,,,,H020036,A009232,R02,R02-M04,2025-02-14,0,correctly_absent,0,0,H020036,A009232,R02,R02-M04
P052563,0,M,31,25-39,EU,,,,,H003735,A009698,R02,R02-M01,2022-07-14,1,overcoverage,1,0,H003735,A009698,R02,R02-M01
P052564,0,M,48,40-64,DE,,,,,H010902,A010100,R09,R09-M02,2022-04-21,0,correctly_absent,0,0,H010902,A010100,R09,R09-M02
P052565,0,M,19,18-24,EU,,,,,H021344,A016941,R04,R04-M01,2024-07-24,0,correctly_absent,0,0,H021344,A016941,R04,R04-M01
P052566,0,F,59,40-64,EU,,,,,H005143,A017797,R02,R02-M03,2023-11-25,0,correctly_absent,0,0,H005143,A017797,R02,R02-M03
P052567,0,M,18,18-24,DE,,,,,H008597,A013701,R09,R09-M02,2024-08-03,1,overcoverage,1,0,H008597,A013701,R09,R09-M02
P052568,0,F,30,25-39,DE,,,,,H016230,A009227,R02,R02-M04,2022-08-13,0,correctly_absent,0,0,H016230,A009227,R02,R02-M04
P052569,0,M,71,65-79,DE,,,,,H022829,A003092,R12,R12-M02,2024-05-18,1,overcoverage,1,0,H022829,A003092,R12,R12-M02
P052570,0,M,23,18-24,DE,,,,,H007920,A008424,R07,R07-M03,2023-05-05,1,overcoverage,1,0,H007920,A008424,R07,R07-M03
P052571,0,F,26,25-39,DE,,,,,H004977,A017384,R01,R01-M01,2025-08-18,1,overcoverage,1,0,H004977,A017384,R01,R01-M01
P052572,0,F,23,18-24,DE,,,,,H005687,A013749,R02,R02-M02,2023-01-25,1,overcoverage,1,0,H005687,A013749,R02,R02-M02
P052573,0,F,53,40-64,Non-EU,,,,,H017724,A001410,R09,R09-M01,2023-01-01,1,overcoverage,1,0,H017724,A001410,R09,R09-M01
P052574,0,M,54,40-64,DE,,,,,H016953,A000606,R12,R12-M03,2025-02-02,1,overcoverage,1,0,H016953,A000606,R12,R12-M03
P052575,0,F,48,40-64,EU,,,,,H013942,A012742,R02,R02-M01,2025-04-29,1,overcoverage,1,0,H013942,A012742,R02,R02-M01
P052576,0,M,41,40-64,DE,,,,,H000521,A001941,R09,R09-M03,2023-05-18,1,overcoverage,1,0,H000521,A001941,R09,R09-M03
P052577,0,F,29,25-39,DE,,,,,H018619,A000036,R11,R11-M03,2025-03-16,1,overcoverage,1,0,H018619,A000036,R11,R11-M03
P052578,0,M,61,40-64,DE,,,,,H023284,A004694,R07,R07-M03,2023-10-01,0,correctly_absent,0,0,H023284,A004694,R07,R07-M03
P052579,0,M,52,40-64,DE,,,,,H022608,A014892,R09,R09-M02,2023-09-21,1,overcoverage,1,0,H022608,A014892,R09,R09-M02
P052580,0,F,31,25-39,EU,,,,,H020847,A011051,R08,R08-M03,2023-07-13,0,correctly_absent,0,0,H020847,A011051,R08,R08-M03
P052581,0,F,51,40-64,Non-EU,,,,,H002208,A004980,R12,R12-M01,2025-03-11,1,overcoverage,1,0,H002208,A004980,R12,R12-M01
P052582,0,M,69,65-79,Non-EU,,,,,H013486,A000398,R01,R01-M03,2022-01-28,1,overcoverage,1,0,H013486,A000398,R01,R01-M03
P052583,0,M,64,40-64,EU,,,,,H001892,A004330,R10,R10-M02,2023-10-27,1,overcoverage,1,0,H001892,A004330,R10,R10-M02
P052584,0,F,38,25-39,Non-EU,,,,,H015550,A016546,R09,R09-M04,2023-01-30,1,overcoverage,1,0,H015550,A016546,R09,R09-M04
P052585,0,F,39,25-39,DE,,,,,H020167,A012885,R09,R09-M02,2024-12-18,1,overcoverage,1,0,H020167,A012885,R09,R09-M02
P052586,0,F,10,6-17,DE,,,,,H007423,A007024,R09,R09-M04,2022-07-09,1,overcoverage,1,0,H007423,A007024,R09,R09-M04
P052587,0,F,31,25-39,EU,,,,,H010208,A013482,R05,R05-M02,2022-10-16,1,overcoverage,1,0,H010208,A013482,R05,R05-M02
P052588,0,M,34,25-39,DE,,,,,H022030,A016994,R12,R12-M01,2022-10-09,1,overcoverage,1,0,H022030,A016994,R12,R12-M01
P052589,0,M,54,40-64,EU,,,,,H018446,A000738,R03,R03-M02,2025-08-17,1,overcoverage,1,0,H018446,A000738,R03,R03-M02
P052590,0,M,38,25-39,Non-EU,,,,,H000525,A004767,R08,R08-M02,2023-06-24,1,overcoverage,1,0,H000525,A004767,R08,R08-M02
P052591,0,F,41,40-64,Non-EU,,,,,H006415,A008771,R03,R03-M02,2025-11-12,1,overcoverage,1,0,H006415,A008771,R03,R03-M02
P052592,0,M,48,40-64,DE,,,,,H016620,A005318,R02,R02-M04,2022-09-04,1,overcoverage,1,0,H016620,A005318,R02,R02-M04
P052593,0,F,50,40-64,DE,,,,,H008890,A002999,R05,R05-M02,2025-11-01,1,overcoverage,1,0,H008890,A002999,R05,R05-M02
P052594,0,M,74,65-79,DE,,,,,H016806,A005241,R01,R01-M01,2025-01-03,1,overcoverage,1,0,H016806,A005241,R01,R01-M01
P052595,0,M,37,25-39,EU,,,,,H018150,A012664,R03,R03-M04,2022-04-05,1,overcoverage,1,0,H018150,A012664,R03,R03-M04
P052596,0,M,20,18-24,EU,,,,,H004879,A012293,R10,R10-M02,2022-11-29,0,correctly_absent,0,0,H004879,A012293,R10,R10-M02
P052597,0,F,53,40-64,DE,,,,,H008528,A013048,R02,R02-M04,2022-10-20,1,overcoverage,1,0,H008528,A013048,R02,R02-M04
P052598,0,F,9,6-17,DE,,,,,H001436,A007358,R10,R10-M01,2023-10-17,1,overcoverage,1,0,H001436,A007358,R10,R10-M01
P052599,0,M,48,40-64,DE,,,,,H008476,A012710,R06,R06-M04,2025-11-30,1,overcoverage,1,0,H008476,A012710,R06,R06-M04
P052600,0,M,56,40-64,EU,,,,,H009177,A001630,R05,R05-M04,2024-02-19,1,overcoverage,1,0,H009177,A001630,R05,R05-M04
P052601,0,M,42,40-64,DE,,,,,H001971,A015291,R04,R04-M02,2022-07-16,1,overcoverage,1,0,H001971,A015291,R04,R04-M02
P052602,0,M,20,18-24,Non-EU,,,,,H008489,A010634,R09,R09-M01,2024-04-22,1,overcoverage,1,0,H008489,A010634,R09,R09-M01
P052603,0,M,56,40-64,DE,,,,,H003495,A004164,R09,R09-M02,2025-11-09,1,overcoverage,1,0,H003495,A004164,R09,R09-M02
P052604,0,F,26,25-39,DE,,,,,H015225,A001334,R06,R06-M02,2025-10-04,1,overcoverage,1,0,H015225,A001334,R06,R06-M02
P052605,0,M,67,65-79,DE,,,,,H007441,A016617,R09,R09-M04,2022-02-28,1,overcoverage,1,0,H007441,A016617,R09,R09-M04
P052606,0,M,19,18-24,DE,,,,,H018862,A004138,R01,R01-M03,2025-09-03,1,overcoverage,1,0,H018862,A004138,R01,R01-M03
P052607,0,F,31,25-39,Non-EU,,,,,H012877,A010680,R05,R05-M01,2025-07-30,0,correctly_absent,0,0,H012877,A010680,R05,R05-M01
P052608,0,M,9,6-17,DE,,,,,H022538,A006181,R07,R07-M04,2023-05-11,1,overcoverage,1,0,H022538,A006181,R07,R07-M04
P052609,0,F,24,18-24,EU,,,,,H001921,A016103,R10,R10-M02,2022-01-30,1,overcoverage,1,0,H001921,A016103,R10,R10-M02
P052610,0,F,78,65-79,DE,,,,,H003070,A009758,R10,R10-M04,2024-06-10,1,overcoverage,1,0,H003070,A009758,R10,R10-M04
P052611,0,M,24,18-24,DE,,,,,H011565,A000863,R12,R12-M03,2025-06-11,1,overcoverage,1,0,H011565,A000863,R12,R12-M03
P052612,0,F,31,25-39,DE,,,,,H002861,A016867,R01,R01-M03,2022-05-30,1,overcoverage,1,0,H002861,A016867,R01,R01-M03
P052613,0,F,77,65-79,DE,,,,,H005599,A012951,R12,R12-M04,2023-05-01,1,overcoverage,1,0,H005599,A012951,R12,R12-M04
P052614,0,F,35,25-39,Non-EU,,,,,H011598,A003760,R09,R09-M02,2024-09-27,1,overcoverage,1,0,H011598,A003760,R09,R09-M02
P052615,0,F,36,25-39,DE,,,,,H019830,A009005,R09,R09-M02,2022-08-30,1,overcoverage,1,0,H019830,A009005,R09,R09-M02
P052616,0,M,84,80+,Non-EU,,,,,H014765,A014162,R07,R07-M03,2025-05-31,1,overcoverage,1,0,H014765,A014162,R07,R07-M03
P052617,0,M,47,40-64,DE,,,,,H000628,A012402,R07,R07-M01,2022-06-30,1,overcoverage,1,0,H000628,A012402,R07,R07-M01
P052618,0,F,24,18-24,Non-EU,,,,,H004601,A007232,R09,R09-M02,2025-08-10,1,overcoverage,1,0,H004601,A007232,R09,R09-M02
P052619,0,M,57,40-64,DE,,,,,H001616,A010271,R09,R09-M04,2022-08-06,1,overcoverage,1,0,H001616,A010271,R09,R09-M04
P052620,0,F,44,40-64,DE,,,,,H013045,A015215,R04,R04-M02,2025-02-26,0,correctly_absent,0,0,H013045,A015215,R04,R04-M02
P052621,0,F,28,25-39,DE,,,,,H012542,A017607,R05,R05-M02,2025-03-16,1,overcoverage,1,0,H012542,A017607,R05,R05-M02
P052622,0,M,33,25-39,Non-EU,,,,,H001419,A010134,R07,R07-M04,2025-08-19,1,overcoverage,1,0,H001419,A010134,R07,R07-M04
P052623,0,F,64,40-64,DE,,,,,H008399,A003500,R03,R03-M03,2022-09-20,1,overcoverage,1,0,H008399,A003500,R03,R03-M03
P052624,0,M,36,25-39,DE,,,,,H012111,A009546,R09,R09-M04,2025-10-25,1,overcoverage,1,0,H012111,A009546,R09,R09-M04
P052625,0,F,21,18-24,Non-EU,,,,,H021971,A015147,R01,R01-M02,2022-08-09,1,overcoverage,1,0,H021971,A015147,R01,R01-M02
P052626,0,M,53,40-64,EU,,,,,H018621,A008935,R12,R12-M01,2022-07-17,1,overcoverage,1,0,H018621,A008935,R12,R12-M01
P052627,0,M,24,18-24,EU,,,,,H000913,A000727,R12,R12-M02,2022-08-30,1,overcoverage,1,0,H000913,A000727,R12,R12-M02
P052628,0,F,49,40-64,DE,,,,,H002542,A000473,R05,R05-M01,2024-11-14,1,overcoverage,1,0,H002542,A000473,R05,R05-M01
P052629,0,F,21,18-24,DE,,,,,H017930,A006731,R09,R09-M03,2023-03-05,0,correctly_absent,0,0,H017930,A006731,R09,R09-M03
P052630,0,F,26,25-39,Non-EU,,,,,H011828,A004351,R12,R12-M03,2022-07-22,1,overcoverage,1,0,H011828,A004351,R12,R12-M03
P052631,0,F,40,40-64,DE,,,,,H001344,A015115,R04,R04-M02,2022-01-27,1,overcoverage,1,0,H001344,A015115,R04,R04-M02
P052632,0,F,21,18-24,DE,,,,,H008813,A011828,R01,R01-M04,2022-06-01,1,overcoverage,1,0,H008813,A011828,R01,R01-M04
P052633,0,F,39,25-39,DE,,,,,H006784,A010720,R11,R11-M04,2022-11-07,1,overcoverage,1,0,H006784,A010720,R11,R11-M04
P052634,0,F,73,65-79,DE,,,,,H022836,A002452,R05,R05-M02,2025-04-23,0,correctly_absent,0,0,H022836,A002452,R05,R05-M02
P052635,0,F,22,18-24,DE,,,,,H003594,A000064,R09,R09-M01,2024-12-16,1,overcoverage,1,0,H003594,A000064,R09,R09-M01
P052636,0,F,63,40-64,EU,,,,,H006700,A009432,R09,R09-M04,2024-09-16,1,overcoverage,1,0,H006700,A009432,R09,R09-M04
P052637,0,F,64,40-64,Non-EU,,,,,H003255,A016201,R01,R01-M04,2025-05-25,0,correctly_absent,0,0,H003255,A016201,R01,R01-M04
P052638,0,M,34,25-39,DE,,,,,H011267,A015160,R05,R05-M04,2022-12-05,1,overcoverage,1,0,H011267,A015160,R05,R05-M04
P052639,0,M,57,40-64,DE,,,,,H012732,A015805,R01,R01-M01,2024-11-09,0,correctly_absent,0,0,H012732,A015805,R01,R01-M01
P052640,0,M,26,25-39,Non-EU,,,,,H002999,A015832,R02,R02-M04,2025-01-26,0,correctly_absent,0,0,H002999,A015832,R02,R02-M04
P052641,0,M,32,25-39,DE,,,,,H015869,A010694,R03,R03-M02,2023-01-21,1,overcoverage,1,0,H015869,A010694,R03,R03-M02
P052642,0,M,58,40-64,DE,,,,,H009370,A011925,R01,R01-M02,2025-02-24,1,overcoverage,1,0,H009370,A011925,R01,R01-M02
P052643,0,M,39,25-39,DE,,,,,H002609,A000360,R12,R12-M03,2022-11-17,0,correctly_absent,0,0,H002609,A000360,R12,R12-M03
P052644,0,M,81,80+,Non-EU,,,,,H015467,A004998,R05,R05-M04,2024-09-01,1,overcoverage,1,0,H015467,A004998,R05,R05-M04
P052645,0,M,68,65-79,Non-EU,,,,,H023493,A010116,R07,R07-M01,2022-12-18,1,overcoverage,1,0,H023493,A010116,R07,R07-M01
P052646,0,F,62,40-64,DE,,,,,H005732,A000128,R01,R01-M02,2025-04-05,1,overcoverage,1,0,H005732,A000128,R01,R01-M02
P052647,0,F,33,25-39,DE,,,,,H012929,A017769,R04,R04-M02,2024-04-17,1,overcoverage,1,0,H012929,A017769,R04,R04-M02
P052648,0,M,73,65-79,DE,,,,,H020044,A005773,R11,R11-M03,2023-06-01,1,overcoverage,1,0,H020044,A005773,R11,R11-M03
P052649,0,F,34,25-39,DE,,,,,H022556,A014062,R06,R06-M03,2022-10-05,1,overcoverage,1,0,H022556,A014062,R06,R06-M03
P052650,0,M,76,65-79,DE,,,,,H018317,A004388,R03,R03-M03,2023-04-25,1,overcoverage,1,0,H018317,A004388,R03,R03-M03
P052651,0,M,65,65-79,DE,,,,,H023485,A003030,R02,R02-M04,2022-04-02,0,correctly_absent,0,0,H023485,A003030,R02,R02-M04
P052652,0,M,56,40-64,DE,,,,,H015615,A009758,R10,R10-M04,2024-10-19,1,overcoverage,1,0,H015615,A009758,R10,R10-M04
P052653,0,M,42,40-64,DE,,,,,H012966,A006598,R07,R07-M01,2024-09-29,1,overcoverage,1,0,H012966,A006598,R07,R07-M01
P052654,0,M,29,25-39,DE,,,,,H018169,A010265,R07,R07-M03,2025-04-10,1,overcoverage,1,0,H018169,A010265,R07,R07-M03
P052655,0,M,48,40-64,Non-EU,,,,,H002376,A012245,R06,R06-M01,2023-07-09,0,correctly_absent,0,0,H002376,A012245,R06,R06-M01
P052656,0,M,65,65-79,DE,,,,,H018042,A011532,R02,R02-M03,2022-05-23,1,overcoverage,1,0,H018042,A011532,R02,R02-M03
P052657,0,M,56,40-64,EU,,,,,H001355,A006941,R05,R05-M04,2022-09-13,1,overcoverage,1,0,H001355,A006941,R05,R05-M04
P052658,0,M,52,40-64,DE,,,,,H007655,A003293,R06,R06-M01,2024-11-20,1,overcoverage,1,0,H007655,A003293,R06,R06-M01
P052659,0,M,45,40-64,EU,,,,,H008541,A008999,R08,R08-M04,2023-03-24,0,correctly_absent,0,0,H008541,A008999,R08,R08-M04
P052660,0,M,61,40-64,DE,,,,,H013427,A007040,R03,R03-M03,2023-02-02,0,correctly_absent,0,0,H013427,A007040,R03,R03-M03
P052661,0,F,70,65-79,EU,,,,,H001889,A012932,R06,R06-M01,2022-06-14,1,overcoverage,1,0,H001889,A012932,R06,R06-M01
P052662,0,F,22,18-24,DE,,,,,H012547,A017339,R12,R12-M02,2024-06-25,1,overcoverage,1,0,H012547,A017339,R12,R12-M02
P052663,0,M,27,25-39,Non-EU,,,,,H007345,A001093,R10,R10-M02,2024-01-21,1,overcoverage,1,0,H007345,A001093,R10,R10-M02
P052664,0,M,15,6-17,Non-EU,,,,,H003335,A002847,R09,R09-M01,2025-11-07,1,overcoverage,1,0,H003335,A002847,R09,R09-M01
P052665,0,M,64,40-64,EU,,,,,H014805,A000083,R09,R09-M03,2022-01-12,1,overcoverage,1,0,H014805,A000083,R09,R09-M03
P052666,0,F,79,65-79,DE,,,,,H013608,A009092,R10,R10-M03,2022-01-16,0,correctly_absent,0,0,H013608,A009092,R10,R10-M03
P052667,0,M,21,18-24,Non-EU,,,,,H006923,A014371,R02,R02-M04,2023-02-08,1,overcoverage,1,0,H006923,A014371,R02,R02-M04
P052668,0,M,27,25-39,DE,,,,,H022431,A016294,R05,R05-M01,2022-12-17,0,correctly_absent,0,0,H022431,A016294,R05,R05-M01
P052669,0,F,24,18-24,Non-EU,,,,,H002181,A005104,R05,R05-M03,2023-04-05,1,overcoverage,1,0,H002181,A005104,R05,R05-M03
P052670,0,F,38,25-39,DE,,,,,H018600,A009976,R05,R05-M04,2023-05-08,1,overcoverage,1,0,H018600,A009976,R05,R05-M04
P052671,0,F,27,25-39,DE,,,,,H008216,A002609,R09,R09-M02,2024-11-14,1,overcoverage,1,0,H008216,A002609,R09,R09-M02
P052672,0,F,37,25-39,EU,,,,,H010743,A003968,R06,R06-M01,2024-08-08,1,overcoverage,1,0,H010743,A003968,R06,R06-M01
P052673,0,M,36,25-39,Non-EU,,,,,H008718,A010623,R02,R02-M01,2025-05-23,1,overcoverage,1,0,H008718,A010623,R02,R02-M01
P052674,0,M,46,40-64,DE,,,,,H012607,A013145,R11,R11-M02,2025-04-02,0,correctly_absent,0,0,H012607,A013145,R11,R11-M02
P052675,0,M,48,40-64,DE,,,,,H018063,A006939,R09,R09-M02,2022-08-16,1,overcoverage,1,0,H018063,A006939,R09,R09-M02
P052676,0,M,34,25-39,DE,,,,,H018945,A015253,R06,R06-M04,2023-10-03,0,correctly_absent,0,0,H018945,A015253,R06,R06-M04
P052677,0,M,52,40-64,EU,,,,,H019323,A004409,R02,R02-M01,2023-12-19,1,overcoverage,1,0,H019323,A004409,R02,R02-M01
P052678,0,F,51,40-64,DE,,,,,H004787,A013055,R05,R05-M03,2024-04-05,1,overcoverage,1,0,H004787,A013055,R05,R05-M03
P052679,0,M,63,40-64,EU,,,,,H001518,A000205,R01,R01-M01,2023-08-24,0,correctly_absent,0,0,H001518,A000205,R01,R01-M01
P052680,0,F,33,25-39,DE,,,,,H000019,A012059,R06,R06-M03,2023-11-13,1,overcoverage,1,0,H000019,A012059,R06,R06-M03
P052681,0,F,8,6-17,DE,,,,,H008020,A000927,R11,R11-M01,2022-04-27,1,overcoverage,1,0,H008020,A000927,R11,R11-M01
P052682,0,M,90,80+,DE,,,,,H011522,A016644,R10,R10-M02,2022-04-09,0,correctly_absent,0,0,H011522,A016644,R10,R10-M02
P052683,0,F,26,25-39,DE,,,,,H021640,A017104,R05,R05-M01,2022-10-05,1,overcoverage,1,0,H021640,A017104,R05,R05-M01
P052684,0,M,25,25-39,DE,,,,,H017498,A013269,R07,R07-M01,2022-11-05,1,overcoverage,1,0,H017498,A013269,R07,R07-M01
P052685,0,F,34,25-39,DE,,,,,H012921,A013226,R02,R02-M02,2022-09-10,0,correctly_absent,0,0,H012921,A013226,R02,R02-M02
P052686,0,F,23,18-24,DE,,,,,H014810,A005170,R12,R12-M03,2023-11-16,1,overcoverage,1,0,H014810,A005170,R12,R12-M03
P052687,0,M,75,65-79,DE,,,,,H017587,A003938,R03,R03-M03,2024-10-30,1,overcoverage,1,0,H017587,A003938,R03,R03-M03
P052688,0,M,60,40-64,DE,,,,,H008625,A001784,R07,R07-M02,2024-11-14,1,overcoverage,1,0,H008625,A001784,R07,R07-M02
P052689,0,F,89,80+,EU,,,,,H006947,A003418,R09,R09-M04,2024-12-15,1,overcoverage,1,0,H006947,A003418,R09,R09-M04
P052690,0,F,26,25-39,Non-EU,,,,,H003825,A003460,R12,R12-M04,2023-12-08,1,overcoverage,1,0,H003825,A003460,R12,R12-M04
P052691,0,F,10,6-17,Non-EU,,,,,H020416,A011282,R12,R12-M03,2023-08-20,0,correctly_absent,0,0,H020416,A011282,R12,R12-M03
P052692,0,M,64,40-64,EU,,,,,H021356,A013418,R09,R09-M03,2025-04-22,1,overcoverage,1,0,H021356,A013418,R09,R09-M03
P052693,0,F,24,18-24,DE,,,,,H018823,A009540,R04,R04-M01,2022-06-30,1,overcoverage,1,0,H018823,A009540,R04,R04-M01
P052694,0,F,25,25-39,DE,,,,,H010201,A015957,R09,R09-M02,2023-07-18,1,overcoverage,1,0,H010201,A015957,R09,R09-M02
P052695,0,F,43,40-64,EU,,,,,H008294,A012747,R01,R01-M01,2022-03-31,1,overcoverage,1,0,H008294,A012747,R01,R01-M01
P052696,0,F,5,0-5,EU,,,,,H014155,A000041,R03,R03-M03,2025-08-02,1,overcoverage,1,0,H014155,A000041,R03,R03-M03
P052697,0,F,39,25-39,Non-EU,,,,,H007787,A012651,R09,R09-M03,2025-11-14,1,overcoverage,1,0,H007787,A012651,R09,R09-M03
P052698,0,M,39,25-39,DE,,,,,H010252,A008503,R04,R04-M04,2024-03-19,1,overcoverage,1,0,H010252,A008503,R04,R04-M04
P052699,0,M,62,40-64,DE,,,,,H008289,A005527,R06,R06-M01,2022-05-28,1,overcoverage,1,0,H008289,A005527,R06,R06-M01
P052700,0,F,33,25-39,DE,,,,,H014116,A001514,R12,R12-M01,2025-01-13,1,overcoverage,1,0,H014116,A001514,R12,R12-M01
P052701,0,M,20,18-24,DE,,,,,H008797,A008627,R02,R02-M03,2022-01-16,1,overcoverage,1,0,H008797,A008627,R02,R02-M03
P052702,0,M,67,65-79,DE,,,,,H012065,A015373,R04,R04-M04,2024-02-13,1,overcoverage,1,0,H012065,A015373,R04,R04-M04
P052703,0,F,31,25-39,EU,,,,,H014570,A009098,R02,R02-M01,2024-11-23,1,overcoverage,1,0,H014570,A009098,R02,R02-M01
P052704,0,M,28,25-39,EU,,,,,H004778,A004413,R12,R12-M04,2022-05-06,1,overcoverage,1,0,H004778,A004413,R12,R12-M04
P052705,0,F,37,25-39,Non-EU,,,,,H022250,A000738,R03,R03-M02,2024-12-17,1,overcoverage,1,0,H022250,A000738,R03,R03-M02
P052706,0,M,76,65-79,EU,,,,,H005847,A013474,R03,R03-M01,2023-10-16,0,correctly_absent,0,0,H005847,A013474,R03,R03-M01
P052707,0,M,56,40-64,DE,,,,,H003727,A001146,R12,R12-M04,2022-04-26,1,overcoverage,1,0,H003727,A001146,R12,R12-M04
P052708,0,F,23,18-24,EU,,,,,H004988,A001835,R01,R01-M03,2022-10-08,1,overcoverage,1,0,H004988,A001835,R01,R01-M03
P052709,0,F,19,18-24,DE,,,,,H019434,A011383,R03,R03-M03,2023-09-08,1,overcoverage,1,0,H019434,A011383,R03,R03-M03
P052710,0,M,26,25-39,EU,,,,,H017936,A000655,R12,R12-M01,2022-04-13,1,overcoverage,1,0,H017936,A000655,R12,R12-M01
P052711,0,M,57,40-64,DE,,,,,H010988,A015080,R01,R01-M01,2022-03-26,1,overcoverage,1,0,H010988,A015080,R01,R01-M01
P052712,0,F,47,40-64,DE,,,,,H010857,A001520,R09,R09-M01,2022-04-22,1,overcoverage,1,0,H010857,A001520,R09,R09-M01
P052713,0,M,30,25-39,EU,,,,,H017932,A008984,R01,R01-M03,2024-06-15,1,overcoverage,1,0,H017932,A008984,R01,R01-M03
P052714,0,F,37,25-39,DE,,,,,H009982,A005557,R09,R09-M04,2022-01-23,1,overcoverage,1,0,H009982,A005557,R09,R09-M04
P052715,0,M,32,25-39,DE,,,,,H005035,A008190,R11,R11-M03,2025-04-13,1,overcoverage,1,0,H005035,A008190,R11,R11-M03
P052716,0,M,37,25-39,EU,,,,,H016173,A002375,R09,R09-M02,2024-04-25,1,overcoverage,1,0,H016173,A002375,R09,R09-M02
P052717,0,F,69,65-79,DE,,,,,H016232,A016329,R12,R12-M03,2025-10-03,1,overcoverage,1,0,H016232,A016329,R12,R12-M03
P052718,0,M,27,25-39,DE,,,,,H005286,A001767,R01,R01-M03,2024-10-02,1,overcoverage,1,0,H005286,A001767,R01,R01-M03
P052719,0,M,32,25-39,Non-EU,,,,,H022553,A013944,R01,R01-M03,2023-04-09,1,overcoverage,1,0,H022553,A013944,R01,R01-M03
P052720,0,F,42,40-64,Non-EU,,,,,H020855,A005085,R09,R09-M02,2022-10-16,1,overcoverage,1,0,H020855,A005085,R09,R09-M02
