person_id,school_year,enrolment_flag,institution_type,contact_address_id
P039184,2025/2026,1,vocational_school,A012977
P039189,2025/2026,1,school,A016311
P039203,2025/2026,1,school,A004471
P039206,2025/2026,1,university,A015656
P039214,2025/2026,1,school,A013531
P039219,2025/2026,1,vocational_school,A010082
P039221,2025/2026,1,school,A009976
P039222,2025/2026,1,school,A009976
P039224,2025/2026,1,school,A012276
P039232,2025/2026,1,school,A000267
P039240,2025/2026,1,school,A004398
P039244,2025/2026,1,school,A004398
P039245,2025/2026,1,university,A009913
P039259,2025/2026,1,school,A000958
P039269,2025/2026,1,university,A009549
P039270,2025/2026,1,university,A000036
P039271,2025/2026,1,vocational_school,A012914
P039280,2025/2026,1,school,A016496
P039292,2025/2026,1,school,A001371
P039298,2025/2026,1,school,A014742
P039302,2025/2026,1,university,A006988
P039305,2025/2026,1,school,A009437
P039317,2025/2026,1,school,A009707
P039330,2025/2026,1,school,A013743
P039333,2025/2026,1,school,A001178
P039362,2025/2026,1,university,A012952
P039363,2025/2026,1,,A013082
P039369,2025/2026,1,school,A010638
P039377,2025/2026,1,school,A010409
P039384,2025/2026,1,school,A003760
P039390,2025/2026,1,school,A004527
P039397,2025/2026,1,school,
P039400,2025/2026,1,school,A000831
P039403,2025/2026,1,vocational_school,A000057
P039404,2025/2026,1,vocational_school,A000057
P039408,2025/2026,1,school,A014770
P039409,2025/2026,1,school,A013960
P039410,2025/2026,1,university,A006790
P039418,2025/2026,1,vocational_school,A004237
P039421,2025/2026,1,vocational_school,A016131
P039422,2025/2026,1,school,A016131
P039423,2025/2026,1,school,A016131
P039434,2025/2026,1,university,A008700
P039436,2025/2026,1,school,A009746
P039439,2025/2026,1,school,A006455
P039440,2025/2026,1,school,A009553
P039451,2025/2026,1,university,A010457
P039452,2025/2026,1,university,A010457
P039471,2025/2026,1,school,A007995
P039473,2025/2026,1,school,A007995
P039483,2025/2026,1,university,A008544
P039490,2025/2026,1,university,A005278
P039494,2025/2026,1,vocational_school,A014272
P039495,2025/2026,1,school,A006864
P039502,2025/2026,1,school,A002540
P039505,2025/2026,1,university,A003000
P039507,2025/2026,1,school,A016415
P039510,2025/2026,1,school,A005951
P039513,2025/2026,1,school,A012090
P039516,2025/2026,1,school,A001056
P039523,2025/2026,1,,A006418
P039525,2025/2026,1,school,A008890
P039526,2025/2026,1,,A011478
P039530,2025/2026,1,school,A011478
P039534,2025/2026,1,school,A009886
P039553,2025/2026,1,school,A000346
P039554,2025/2026,1,school,A013588
P039559,2025/2026,1,school,A016867
P039567,2025/2026,1,school,A008521
P039574,2025/2026,1,vocational_school,A006938
P039584,2025/2026,1,school,A014686
P039587,2025/2026,1,school,A000351
P039593,2025/2026,1,school,A011188
P039595,2025/2026,1,,A011188
P039602,2025/2026,1,school,A010056
P039605,2025/2026,1,vocational_school,A014982
P039607,2025/2026,1,school,A010852
P039608,2025/2026,1,university,A012245
P039614,2025/2026,1,university,A009925
P039615,2025/2026,1,school,A009925
P039616,2025/2026,1,school,A009925
P039620,2025/2026,1,university,A009105
P039627,2025/2026,1,school,A001805
P039630,2025/2026,1,university,A008720
P039633,2025/2026,1,vocational_school,A011521
P039640,2025/2026,1,school,A005671
P039648,2025/2026,1,university,A001105
P039650,2025/2026,1,vocational_school,A001105
P039651,2025/2026,1,school,A001105
P039656,2025/2026,1,school,A005756
P039659,2025/2026,1,school,A000094
P039660,2025/2026,1,school,A000094
P039664,2025/2026,1,school,A014205
P039666,2025/2026,1,vocational_school,A008680
P039673,2025/2026,1,school,A010799
P039677,2025/2026,1,university,A003052
P039686,2025/2026,1,university,A002067
P039689,2025/2026,1,school,A001283
P039690,2025/2026,1,vocational_school,A006868
P039709,2025/2026,1,university,A000478
P039710,2025/2026,1,school,A016047
P039720,2025/2026,1,school,A001624
P039722,2025/2026,1,school,A005006
P039734,2025/2026,1,school,A014949
P039736,2025/2026,1,school,A000014
P039740,2025/2026,1,university,A015161
P039746,2025/2026,1,school,A012614
P039752,2025/2026,1,school,A011668
P039758,2025/2026,1,university,A014032
P039760,2025/2026,1,school,A005911
P039761,2025/2026,1,school,A005911
P039764,2025/2026,1,,A004828
P039777,2025/2026,1,school,A002168
P039778,2025/2026,1,school,A002168
P039781,2025/2026,1,school,A013962
P039807,2025/2026,1,vocational_school,A011981
P039810,2025/2026,1,school,A016371
P039817,2025/2026,1,vocational_school,A002223
P039819,2025/2026,1,school,
P039838,2025/2026,1,school,A015437
P039848,2025/2026,1,school,A006855
P039854,2025/2026,1,school,A008028
P039859,2025/2026,1,school,A013630
P039863,2025/2026,1,school,A010043
P039866,2025/2026,1,school,A010043
P039879,2025/2026,1,school,A014304
P039880,2025/2026,1,vocational_school,A014304
P039887,2025/2026,1,school,A011275
P039888,2025/2026,1,school,A006663
P039901,2025/2026,1,university,A011857
P039914,2025/2026,1,vocational_school,A013179
P039926,2025/2026,1,school,A008897
P039934,2025/2026,1,school,A003762
P039939,2025/2026,1,school,A014142
P039944,2025/2026,1,school,A000690
P039948,2025/2026,1,university,A005044
P039957,2025/2026,1,school,A002077
P039963,2025/2026,1,school,A005745
P039969,2025/2026,1,school,A005364
P039973,2025/2026,1,university,A005364
P039997,2025/2026,1,school,A009402
P040002,2025/2026,1,vocational_school,A011366
P040021,2025/2026,1,school,A007740
P040028,2025/2026,1,school,A010529
P040029,2025/2026,1,school,A000933
P040037,2025/2026,1,school,A011025
P040044,2025/2026,1,university,A008918
P040045,2025/2026,1,university,A015544
P040047,2025/2026,1,vocational_school,A010946
P040053,2025/2026,1,,A009168
P040057,2025/2026,1,school,A014867
P040063,2025/2026,1,university,A007233
P040064,2025/2026,1,school,A007233
P040065,2025/2026,1,school,A007233
P040067,2025/2026,1,school,A016871
P040075,2025/2026,1,vocational_school,A005439
P040077,2025/2026,1,,A005439
P040088,2025/2026,1,university,A013414
P040089,2025/2026,1,university,A013414
P040093,2025/2026,1,,A017789
P040099,2025/2026,1,vocational_school,A008381
P040102,2025/2026,1,school,
P040103,2025/2026,1,vocational_school,A012418
P040105,2025/2026,1,school,A012418
P040115,2025/2026,1,university,A001500
P040124,2025/2026,1,school,A012726
P040126,2025/2026,1,university,A017084
P040131,2025/2026,1,school,A009586
P040133,2025/2026,1,school,A006258
P040143,2025/2026,1,university,A008116
P040144,2025/2026,1,school,A001280
P040155,2025/2026,1,school,A012117
P040161,2025/2026,1,vocational_school,A012629
P040164,2025/2026,1,vocational_school,A017254
P040169,2025/2026,1,school,A011807
P040178,2025/2026,1,school,A010129
P040186,2025/2026,1,university,A005270
P040188,2025/2026,1,school,A016860
P040202,2025/2026,1,school,A013330
P040211,2025/2026,1,school,A000964
P040215,2025/2026,1,university,A014254
P040225,2025/2026,1,school,A011850
P040238,2025/2026,1,school,A016841
P040252,2025/2026,1,school,A017491
P040253,2025/2026,1,university,A002627
P040254,2025/2026,1,university,A002627
P040259,2025/2026,1,vocational_school,A017915
P040273,2025/2026,1,school,A007495
P040276,2025/2026,1,school,A007738
P040284,2025/2026,1,school,A003180
P040287,2025/2026,1,school,A007640
P040289,2025/2026,1,vocational_school,A003683
P040293,2025/2026,1,university,A010525
P040294,2025/2026,1,school,A009023
P040301,2025/2026,1,school,A004375
P040305,2025/2026,1,school,
P040311,2025/2026,1,university,A007379
P040313,2025/2026,1,school,
P040316,2025/2026,1,school,A005319
P040322,2025/2026,1,school,A008491
P040324,2025/2026,1,university,A001121
P040326,2025/2026,1,school,A009330
P040335,2025/2026,1,school,A016299
P040336,2025/2026,1,school,A016850
P040341,2025/2026,1,school,A004058
P040363,2025/2026,1,school,A014378
P040370,2025/2026,1,school,A015338
P040372,2025/2026,1,vocational_school,A000841
P040377,2025/2026,1,school,A007384
P040381,2025/2026,1,university,A005713
P040382,2025/2026,1,university,A005713
P040386,2025/2026,1,school,A004106
P040387,2025/2026,1,school,A004106
P040394,2025/2026,1,vocational_school,A004413
P040398,2025/2026,1,university,A017076
P040399,2025/2026,1,university,A006967
P040405,2025/2026,1,university,A011988
P040408,2025/2026,1,school,A011988
P040411,2025/2026,1,school,A004097
P040415,2025/2026,1,school,A011865
P040417,2025/2026,1,school,A017089
P040424,2025/2026,1,vocational_school,A016476
P040426,2025/2026,1,vocational_school,A015786
P040427,2025/2026,1,school,A015786
P040436,2025/2026,1,school,A001259
P040440,2025/2026,1,school,A010491
P040450,2025/2026,1,university,A017593
P040453,2025/2026,1,school,A000717
P040462,2025/2026,1,school,A013658
P040463,2025/2026,1,school,A010886
P040469,2025/2026,1,school,A012385
P040470,2025/2026,1,school,A012385
P040477,2025/2026,1,university,A007258
P040480,2025/2026,1,school,A011019
P040486,2025/2026,1,university,A012343
P040487,2025/2026,1,vocational_school,
P040492,2025/2026,1,school,A017501
P040493,2025/2026,1,university,A017501
P040498,2025/2026,1,vocational_school,A000993
P040502,2025/2026,1,school,
P040503,2025/2026,1,school,A004401
P040511,2025/2026,1,school,A015118
P040517,2025/2026,1,university,A011320
P040524,2025/2026,1,school,A002433
P040528,2025/2026,1,school,A008395
P040529,2025/2026,1,school,A008395
P040537,2025/2026,1,school,A005155
P040541,2025/2026,1,school,A005001
P040544,2025/2026,1,university,A013619
P040546,2025/2026,1,school,A000695
P040549,2025/2026,1,school,A011715
P040553,2025/2026,1,school,A001550
P040555,2025/2026,1,school,A014625
P040565,2025/2026,1,school,A003208
P040573,2025/2026,1,vocational_school,A017240
P040575,2025/2026,1,school,A011668
P040576,2025/2026,1,school,A014769
P040581,2025/2026,1,school,A011568
P040596,2025/2026,1,vocational_school,A006807
P040602,2025/2026,1,school,A015014
P040604,2025/2026,1,school,A005836
P040605,2025/2026,1,school,A012319
P040611,2025/2026,1,university,A008843
P040619,2025/2026,1,school,A001105
P040625,2025/2026,1,vocational_school,A017740
P040632,2025/2026,1,university,A014233
P040633,2025/2026,1,school,
P040638,2025/2026,1,school,A013611
P040639,2025/2026,1,school,A004842
P040641,2025/2026,1,school,A015141
P040645,2025/2026,1,university,A000546
P040655,2025/2026,1,school,A002871
P040657,2025/2026,1,school,A016371
P040659,2025/2026,1,school,A016371
P040665,2025/2026,1,school,A006149
P040671,2025/2026,1,school,A004004
P040673,2025/2026,1,university,A017162
P040677,2025/2026,1,school,
P040678,2025/2026,1,,A000243
P040682,2025/2026,1,school,A009692
P040686,2025/2026,1,school,A013232
P040692,2025/2026,1,vocational_school,A000600
P040698,2025/2026,1,,A003722
P040699,2025/2026,1,school,A005743
P040719,2025/2026,1,vocational_school,A000459
P040730,2025/2026,1,university,A009769
P040733,2025/2026,1,school,A016033
P040735,2025/2026,1,university,A005808
P040743,2025/2026,1,vocational_school,A011981
P040744,2025/2026,1,university,A016170
P040763,2025/2026,1,university,A014352
P040770,2025/2026,1,school,A009150
P040773,2025/2026,1,university,A010624
P040778,2025/2026,1,school,A011375
P040782,2025/2026,1,school,A017853
P040788,2025/2026,1,school,A012760
P040789,2025/2026,1,school,A008393
P040796,2025/2026,1,school,A003307
P040803,2025/2026,1,school,A001697
P040806,2025/2026,1,school,A009098
P040813,2025/2026,1,,A007485
P040822,2025/2026,1,school,A000537
P040825,2025/2026,1,school,A010848
P040829,2025/2026,1,school,A010281
P040838,2025/2026,1,school,A010311
P040842,2025/2026,1,university,A003740
P040845,2025/2026,1,university,A003740
P040853,2025/2026,1,school,A006331
P040856,2025/2026,1,school,A006331
P040857,2025/2026,1,school,A015880
P040867,2025/2026,1,school,A017846
P040868,2025/2026,1,university,A012551
P040871,2025/2026,1,university,A000415
P040872,2025/2026,1,university,A000415
P040875,2025/2026,1,school,A004754
P040877,2025/2026,1,school,A000435
P040879,2025/2026,1,vocational_school,A005840
P040881,2025/2026,1,school,A009125
P040884,2025/2026,1,university,A010149
P040896,2025/2026,1,university,A008544
P040898,2025/2026,1,university,A008544
P040903,2025/2026,1,school,A005640
P040909,2025/2026,1,vocational_school,A013120
P040917,2025/2026,1,school,A014469
P040918,2025/2026,1,vocational_school,A014469
P040922,2025/2026,1,school,A008787
P040924,2025/2026,1,school,A016330
P040930,2025/2026,1,university,A005515
P040934,2025/2026,1,school,A007829
P040935,2025/2026,1,vocational_school,A007829
P040936,2025/2026,1,school,A007829
P040937,2025/2026,1,university,A007829
P040940,2025/2026,1,school,A001684
P040953,2025/2026,1,school,A001212
P040957,2025/2026,1,university,A004592
P040958,2025/2026,1,school,A007741
P040968,2025/2026,1,vocational_school,A009010
P040983,2025/2026,1,school,A007258
P040996,2025/2026,1,school,A008156
P040997,2025/2026,1,school,A008156
P041010,2025/2026,1,school,A002696
P041013,2025/2026,1,school,A015962
P041015,2025/2026,1,school,A004925
P041018,2025/2026,1,university,A002083
P041020,2025/2026,1,school,A004739
P041023,2025/2026,1,school,A006300
P041028,2025/2026,1,university,A013561
P041034,2025/2026,1,vocational_school,A005802
P041035,2025/2026,1,vocational_school,A016448
P041047,2025/2026,1,,A002261
P041049,2025/2026,1,school,A002261
P041052,2025/2026,1,school,A003643
P041053,2025/2026,1,,A003643
P041063,2025/2026,1,school,A015308
P041069,2025/2026,1,school,A013709
P041079,2025/2026,1,university,
P041084,2025/2026,1,school,A000587
P041094,2025/2026,1,school,A012008
P041096,2025/2026,1,school,A013065
P041100,2025/2026,1,vocational_school,A004070
P041101,2025/2026,1,university,A000623
P041112,2025/2026,1,school,A001364
P041113,2025/2026,1,school,A001364
P041116,2025/2026,1,school,A010783
P041119,2025/2026,1,vocational_school,A002737
P041123,2025/2026,1,school,A005876
P041144,2025/2026,1,vocational_school,A003307
P041145,2025/2026,1,school,A017494
P041156,2025/2026,1,university,A001767
P041157,2025/2026,1,school,A001767
P041163,2025/2026,1,vocational_school,A003891
P041167,2025/2026,1,school,A004366
P041169,2025/2026,1,school,A015467
P041175,2025/2026,1,school,A003504
P041189,2025/2026,1,vocational_school,A002470
P041194,2025/2026,1,school,A007466
P041198,2025/2026,1,school,A016280
P041199,2025/2026,1,,A016280
P041217,2025/2026,1,,A009101
P041236,2025/2026,1,university,A011393
P041239,2025/2026,1,school,A013433
P041240,2025/2026,1,vocational_school,A013433
P041241,2025/2026,1,vocational_school,
P041246,2025/2026,1,university,A017265
P041254,2025/2026,1,university,A005393
P041256,2025/2026,1,school,A015195
P041262,2025/2026,1,school,A006699
P041269,2025/2026,1,university,A005549
P041278,2025/2026,1,school,A000563
P041286,2025/2026,1,school,
P041289,2025/2026,1,school,A016581
P041291,2025/2026,1,school,A004304
P041304,2025/2026,1,school,A013738
P041305,2025/2026,1,vocational_school,A016143
P041311,2025/2026,1,school,A017599
P041316,2025/2026,1,university,A004451
P041318,2025/2026,1,university,A004451
P041325,2025/2026,1,university,A002241
P041327,2025/2026,1,school,A002241
P041369,2025/2026,1,school,A002689
P041371,2025/2026,1,vocational_school,A002689
P041377,2025/2026,1,school,A004338
P041384,2025/2026,1,school,A004197
P041385,2025/2026,1,vocational_school,A001084
P041394,2025/2026,1,school,A003682
P041396,2025/2026,1,school,A013644
P041397,2025/2026,1,school,A013644
P041399,2025/2026,1,university,A004212
P041402,2025/2026,1,school,A003437
P041403,2025/2026,1,school,A010242
P041405,2025/2026,1,school,A009589
P041406,2025/2026,1,school,A016350
P041416,2025/2026,1,school,
P041423,2025/2026,1,university,A014426
P041432,2025/2026,1,university,A010645
P041441,2025/2026,1,school,A012024
P041450,2025/2026,1,university,A009226
P041455,2025/2026,1,school,A013312
P041456,2025/2026,1,school,A000614
P041477,2025/2026,1,university,A012193
P041484,2025/2026,1,school,A010789
P041485,2025/2026,1,school,A010789
P041487,2025/2026,1,school,A013838
P041491,2025/2026,1,school,A016519
P041497,2025/2026,1,university,A016622
P041499,2025/2026,1,school,A006836
P041502,2025/2026,1,school,A003910
P041506,2025/2026,1,university,A012121
P041510,2025/2026,1,school,A016273
P041524,2025/2026,1,school,A006704
P041535,2025/2026,1,vocational_school,A017873
P041536,2025/2026,1,school,A010792
P041537,2025/2026,1,vocational_school,A010792
P041544,2025/2026,1,vocational_school,A014886
P041549,2025/2026,1,university,A005492
P041561,2025/2026,1,school,A002392
P041562,2025/2026,1,vocational_school,A000080
P041564,2025/2026,1,school,A011714
P041565,2025/2026,1,school,A011714
P041567,2025/2026,1,university,A017925
P041570,2025/2026,1,school,A013132
P041581,2025/2026,1,university,A009582
P041595,2025/2026,1,vocational_school,A011320
P041598,2025/2026,1,school,
P041599,2025/2026,1,school,A001002
P041601,2025/2026,1,school,A010952
P041614,2025/2026,1,school,A001782
P041616,2025/2026,1,vocational_school,A002911
P041623,2025/2026,1,university,A004544
P041632,2025/2026,1,school,A006584
P041643,2025/2026,1,school,A011886
P041644,2025/2026,1,school,A011886
P041649,2025/2026,1,vocational_school,A014459
P041654,2025/2026,1,school,A014459
P041660,2025/2026,1,university,A015449
P041672,2025/2026,1,school,A009779
P041685,2025/2026,1,school,A008955
P041688,2025/2026,1,vocational_school,A010919
P041704,2025/2026,1,university,A006910
P041711,2025/2026,1,school,A016656
P041712,2025/2026,1,school,A016109
P041714,2025/2026,1,school,A016109
P041721,2025/2026,1,school,A008954
P041723,2025/2026,1,school,A008954
P041729,2025/2026,1,school,A006969
P041738,2025/2026,1,school,A000016
P041745,2025/2026,1,school,
P041750,2025/2026,1,university,A014796
P041758,2025/2026,1,school,A007095
P041768,2025/2026,1,school,A012544
P041771,2025/2026,1,school,A007940
P041772,2025/2026,1,university,A007940
P041773,2025/2026,1,school,A007940
P041785,2025/2026,1,,A011737
P041786,2025/2026,1,school,A010576
P041788,2025/2026,1,university,A017668
P041791,2025/2026,1,school,A012192
P041794,2025/2026,1,school,A011505
P041803,2025/2026,1,vocational_school,A006165
P041804,2025/2026,1,school,A006165
P041805,2025/2026,1,,A006165
P041812,2025/2026,1,school,A014607
P041814,2025/2026,1,,A014213
P041818,2025/2026,1,school,A009005
P041827,2025/2026,1,school,A005023
P041830,2025/2026,1,school,A013269
P041831,2025/2026,1,university,A013269
P041832,2025/2026,1,university,A013269
P041840,2025/2026,1,school,A010908
P041841,2025/2026,1,vocational_school,A010115
P041843,2025/2026,1,vocational_school,A007261
P041860,2025/2026,1,school,A017853
P041863,2025/2026,1,school,A001198
P041873,2025/2026,1,,A002374
P041878,2025/2026,1,school,A008601
P041881,2025/2026,1,school,A008601
P041892,2025/2026,1,school,A007211
P041894,2025/2026,1,,A000476
P041907,2025/2026,1,university,A002743
P041916,2025/2026,1,vocational_school,A003791
P041917,2025/2026,1,school,A003791
P041921,2025/2026,1,school,A004426
P041934,2025/2026,1,university,
P041944,2025/2026,1,school,A000027
P041945,2025/2026,1,school,A001880
P041965,2025/2026,1,university,A008220
P041972,2025/2026,1,vocational_school,A011783
P041981,2025/2026,1,school,A007553
P041982,2025/2026,1,school,A009444
P041991,2025/2026,1,university,A007255
P041995,2025/2026,1,school,A008135
P042000,2025/2026,1,vocational_school,A006792
P042014,2025/2026,1,school,A010521
P042016,2025/2026,1,school,A010521
P042018,2025/2026,1,school,A010521
P042023,2025/2026,1,vocational_school,A004235
P042027,2025/2026,1,school,A015352
P042040,2025/2026,1,school,A000787
P042042,2025/2026,1,vocational_school,A014528
P042049,2025/2026,1,school,A002179
P042050,2025/2026,1,school,A002179
P042053,2025/2026,1,school,A006547
P042060,2025/2026,1,school,A003820
P042064,2025/2026,1,school,A010027
P042070,2025/2026,1,university,A001582
P042077,2025/2026,1,university,A000973
P042078,2025/2026,1,vocational_school,A010054
P042082,2025/2026,1,school,A008045
P042102,2025/2026,1,school,A009389
P042105,2025/2026,1,vocational_school,A007160
P042116,2025/2026,1,school,A006966
P042127,2025/2026,1,vocational_school,A003202
P042128,2025/2026,1,school,A003202
P042130,2025/2026,1,school,A003202
P042132,2025/2026,1,university,A003625
P042135,2025/2026,1,school,A003625
P042143,2025/2026,1,school,A003163
P042144,2025/2026,1,school,A014732
P042150,2025/2026,1,school,A000930
P042161,2025/2026,1,school,A007514
P042163,2025/2026,1,school,A006314
P042166,2025/2026,1,,A005119
P042173,2025/2026,1,university,A007985
P042175,2025/2026,1,school,A007985
P042176,2025/2026,1,vocational_school,A005085
P042177,2025/2026,1,,A005085
P042179,2025/2026,1,vocational_school,A017953
P042186,2025/2026,1,vocational_school,A008463
P042187,2025/2026,1,university,A008463
P042198,2025/2026,1,vocational_school,A010348
P042203,2025/2026,1,university,A009897
P042212,2025/2026,1,school,A017933
P042217,2025/2026,1,school,A007780
P042219,2025/2026,1,school,A003307
P042223,2025/2026,1,school,A002740
P042224,2025/2026,1,school,A004067
P042226,2025/2026,1,vocational_school,A015096
P042239,2025/2026,1,school,A009523
P042243,2025/2026,1,school,A013668
P042261,2025/2026,1,school,A009232
P042266,2025/2026,1,school,A014697
P042269,2025/2026,1,vocational_school,A000579
P042273,2025/2026,1,school,A000579
P042276,2025/2026,1,school,
P042278,2025/2026,1,school,A002436
P042280,2025/2026,1,vocational_school,A005773
P042288,2025/2026,1,vocational_school,A004014
P042296,2025/2026,1,school,A010478
P042299,2025/2026,1,school,A017421
P042300,2025/2026,1,school,A017622
P042310,2025/2026,1,school,A004910
P042314,2025/2026,1,school,A003108
P042318,2025/2026,1,vocational_school,
P042321,2025/2026,1,school,A012624
P042325,2025/2026,1,school,A002845
P042333,2025/2026,1,school,A001777
P042334,2025/2026,1,,A001777
P042335,2025/2026,1,school,A000547
P042337,2025/2026,1,vocational_school,A008375
P042344,2025/2026,1,university,A011034
P042350,2025/2026,1,school,A000653
P042358,2025/2026,1,vocational_school,A007471
P042366,2025/2026,1,school,A017483
P042368,2025/2026,1,,A001506
P042369,2025/2026,1,university,A008305
P042385,2025/2026,1,school,A016469
P042388,2025/2026,1,school,A001162
P042389,2025/2026,1,school,A001162
P042394,2025/2026,1,vocational_school,
P042412,2025/2026,1,vocational_school,A016175
P042414,2025/2026,1,school,A004152
P042421,2025/2026,1,school,A008141
P042424,2025/2026,1,school,A008555
P042426,2025/2026,1,vocational_school,A005841
P042427,2025/2026,1,school,A005841
P042430,2025/2026,1,university,A004909
P042431,2025/2026,1,,A008039
P042441,2025/2026,1,vocational_school,A005575
P042449,2025/2026,1,school,A004551
P042451,2025/2026,1,university,A004551
P042452,2025/2026,1,school,A000903
P042458,2025/2026,1,vocational_school,A001699
P042467,2025/2026,1,university,A009136
P042470,2025/2026,1,school,A008079
P042474,2025/2026,1,school,A006766
P042476,2025/2026,1,school,A009486
P042477,2025/2026,1,school,A017832
P042480,2025/2026,1,school,A008492
P042482,2025/2026,1,school,A002291
P042483,2025/2026,1,school,A013358
P042485,2025/2026,1,school,A013358
P042488,2025/2026,1,school,A013358
P042489,2025/2026,1,school,A001332
P042494,2025/2026,1,school,A007385
P042500,2025/2026,1,school,A007062
P042502,2025/2026,1,university,A007062
P042507,2025/2026,1,school,A010675
P042513,2025/2026,1,school,A000203
P042521,2025/2026,1,school,A008228
P042524,2025/2026,1,university,A008228
P042527,2025/2026,1,university,A008949
P042532,2025/2026,1,,A009781
P042533,2025/2026,1,university,A000480
P042538,2025/2026,1,vocational_school,A016957
P042539,2025/2026,1,school,A016957
P042545,2025/2026,1,school,A014783
P042546,2025/2026,1,university,A014783
P042552,2025/2026,1,,A015920
P042554,2025/2026,1,school,A011685
P042555,2025/2026,1,school,A011685
P042557,2025/2026,1,vocational_school,A011495
P042558,2025/2026,1,vocational_school,A011495
P042560,2025/2026,1,school,A004439
P042565,2025/2026,1,school,A006956
P042568,2025/2026,1,vocational_school,A006882
P042571,2025/2026,1,school,A005489
P042579,2025/2026,1,university,A010943
P042598,2025/2026,1,school,A015205
P042601,2025/2026,1,university,A008145
P042602,2025/2026,1,university,A011303
P042613,2025/2026,1,university,A014269
P042615,2025/2026,1,,A009983
P042621,2025/2026,1,vocational_school,
P042624,2025/2026,1,school,A006984
P042625,2025/2026,1,vocational_school,A006984
P042628,2025/2026,1,school,A005796
P042633,2025/2026,1,school,A009353
P042640,2025/2026,1,school,A009544
P042658,2025/2026,1,,A013642
P042662,2025/2026,1,,A007512
P042673,2025/2026,1,school,A014355
P042678,2025/2026,1,,A014304
P042682,2025/2026,1,university,A013219
P042688,2025/2026,1,school,A015215
P042703,2025/2026,1,university,A014117
P042710,2025/2026,1,university,A015190
P042711,2025/2026,1,school,
P042729,2025/2026,1,school,A003820
P042749,2025/2026,1,school,A006234
P042752,2025/2026,1,school,A004690
P042766,2025/2026,1,,A008233
P042773,2025/2026,1,vocational_school,A013953
P042775,2025/2026,1,school,A000651
P042788,2025/2026,1,vocational_school,A009025
P042792,2025/2026,1,university,A001112
P042803,2025/2026,1,school,A010955
P042804,2025/2026,1,vocational_school,A006752
P042805,2025/2026,1,school,A006752
P042811,2025/2026,1,university,A007287
P042815,2025/2026,1,school,A017199
P042818,2025/2026,1,university,A017199
P042820,2025/2026,1,school,A011923
P042821,2025/2026,1,,A010149
P042822,2025/2026,1,vocational_school,A010149
P042824,2025/2026,1,school,A017832
P042825,2025/2026,1,school,A017832
P042830,2025/2026,1,school,A015718
P042834,2025/2026,1,school,A001100
P042837,2025/2026,1,school,A017988
P042839,2025/2026,1,school,A001858
P042849,2025/2026,1,school,A003274
P042852,2025/2026,1,school,A009110
P042858,2025/2026,1,,A008695
P042859,2025/2026,1,university,A016370
P042870,2025/2026,1,university,A011877
P042876,2025/2026,1,school,A000989
P042877,2025/2026,1,university,A014882
P042880,2025/2026,1,vocational_school,A010286
P042892,2025/2026,1,vocational_school,A010431
P042894,2025/2026,1,,A008365
P042901,2025/2026,1,school,A003140
P042903,2025/2026,1,school,A003880
P042909,2025/2026,1,vocational_school,A003481
P042910,2025/2026,1,,A004834
P042915,2025/2026,1,school,A014086
P042917,2025/2026,1,school,A014086
P042920,2025/2026,1,school,A015696
P042925,2025/2026,1,school,A016974
P042929,2025/2026,1,school,A014834
P042933,2025/2026,1,school,A017604
P042936,2025/2026,1,university,A010960
P042943,2025/2026,1,school,A008074
P042950,2025/2026,1,vocational_school,A011055
P042954,2025/2026,1,vocational_school,A007752
P042956,2025/2026,1,university,A009328
P042958,2025/2026,1,school,A002216
P042962,2025/2026,1,school,A017884
P042963,2025/2026,1,school,A017884
P042964,2025/2026,1,school,A004814
P042968,2025/2026,1,school,A008181
P042985,2025/2026,1,school,A000371
P042988,2025/2026,1,school,A012856
P042994,2025/2026,1,school,A010982
P042996,2025/2026,1,,A006979
P043005,2025/2026,1,vocational_school,A011497
P043022,2025/2026,1,school,A000508
P043023,2025/2026,1,school,
P043029,2025/2026,1,school,A011505
P043035,2025/2026,1,school,A005798
P043039,2025/2026,1,school,A008646
P043044,2025/2026,1,university,A015237
P043055,2025/2026,1,school,A010067
P043062,2025/2026,1,school,A013663
P043067,2025/2026,1,school,A007162
P043071,2025/2026,1,school,A009733
P043075,2025/2026,1,school,A016700
P043076,2025/2026,1,,A008642
P043077,2025/2026,1,school,A008642
P043086,2025/2026,1,school,A016514
P043089,2025/2026,1,school,A006207
P043092,2025/2026,1,school,A014888
P043095,2025/2026,1,school,A009396
P043098,2025/2026,1,school,A007729
P043102,2025/2026,1,school,A002922
P043104,2025/2026,1,school,A011086
P043107,2025/2026,1,school,A017626
P043116,2025/2026,1,school,A007759
P043117,2025/2026,1,school,A007759
P043122,2025/2026,1,vocational_school,A011444
P043133,2025/2026,1,university,A014737
P043151,2025/2026,1,school,A011459
P043156,2025/2026,1,school,A011497
P043184,2025/2026,1,school,A007312
P043185,2025/2026,1,school,A007312
P043191,2025/2026,1,school,A012393
P043195,2025/2026,1,vocational_school,A011894
P043206,2025/2026,1,university,A016659
P043221,2025/2026,1,vocational_school,A010894
P043224,2025/2026,1,school,A010894
P043233,2025/2026,1,vocational_school,A015462
P043261,2025/2026,1,university,A015288
P043268,2025/2026,1,vocational_school,A005465
P043281,2025/2026,1,vocational_school,A007911
P043284,2025/2026,1,school,A010587
P043291,2025/2026,1,school,A012547
P043298,2025/2026,1,vocational_school,A005172
