person_id,household_id,address_id,region_code,municipality_code,sex,age,age_group,citizenship_group,registration_status,in_population_register,in_employment_register,employment_signal,flag_employed_under_15,employment_contact_address_id,in_tax_register,tax_signal,flag_tax_under_14,tax_contact_address_id,in_education_register,education_signal,flag_implausible_enrolment_age,education_contact_address_id,n_auxiliary_sources,n_activity_signals,observed_source_status,flag_no_activity_signal,flag_registered_without_activity,flag_auxiliary_only,flag_auxiliary_only_with_activity,flag_any_cross_register_plausibility_issue,n_contact_addresses_available,n_distinct_contact_addresses,flag_auxiliary_address_conflict,consistent_auxiliary_address_id,n_contact_addresses_matching_population,flag_population_auxiliary_address_disagreement,consistent_auxiliary_region_code,consistent_auxiliary_municipality_code
P037312,H017686,A016403,R10,R10-M03,F,27,25-39,DE,main_residence,1,1,1,FALSE,A016403,1,1,FALSE,A016403,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A016403,2,FALSE,R10,R10-M03
P037313,H017686,A016403,R10,R10-M03,M,72,65-79,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P037314,H017687,A011396,R12,R12-M04,M,20,18-24,DE,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A011396,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A011396,1,FALSE,R12,R12-M04
P037315,H017688,A001178,R12,R12-M02,M,16,6-17,Non-EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A001178,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A001178,1,FALSE,R12,R12-M02
P037316,H017688,A001178,R12,R12-M02,M,6,6-17,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A001178,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A001178,1,FALSE,R12,R12-M02
P037317,H017688,A001178,R12,R12-M02,M,30,25-39,DE,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A001178,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A001178,1,FALSE,R12,R12-M02
P037318,H017688,A001178,R12,R12-M02,M,22,18-24,EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P037319,H017689,A002122,R07,R07-M03,M,33,25-39,DE,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A002122,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A002122,1,FALSE,R07,R07-M03
P037320,H017689,A002122,R07,R07-M03,M,52,40-64,DE,main_residence,1,1,1,FALSE,A002122,1,1,FALSE,A002122,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A002122,2,FALSE,R07,R07-M03
P037321,H017689,A002122,R07,R07-M03,M,60,40-64,DE,main_residence,1,1,1,FALSE,A002122,1,1,FALSE,A002122,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A002122,2,FALSE,R07,R07-M03
P037322,H017690,A007302,R11,R11-M02,M,71,65-79,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P037323,H017691,A010362,R10,R10-M02,F,2,0-5,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P037324,H017691,A010362,R10,R10-M02,M,31,25-39,DE,main_residence,1,1,1,FALSE,A010362,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A010362,1,FALSE,R10,R10-M02
P037325,H017692,A004477,R02,R02-M02,F,51,40-64,DE,secondary_residence,1,1,1,FALSE,A004477,1,1,FALSE,A004477,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A004477,2,FALSE,R02,R02-M02
P037326,H017692,A004477,R02,R02-M02,M,12,6-17,EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A004477,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A004477,1,FALSE,R02,R02-M02
P037327,H017692,A004477,R02,R02-M02,M,15,6-17,EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A004477,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A004477,1,FALSE,R02,R02-M02
P037328,H017692,A004477,R02,R02-M02,F,13,6-17,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A004477,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A004477,1,FALSE,R02,R02-M02
P037329,H017692,A004477,R02,R02-M02,M,65,65-79,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P037330,H017693,A004125,R01,R01-M01,F,14,6-17,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A005813,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A005813,0,TRUE,R01,R01-M02
P037331,H017694,A003220,R06,R06-M02,F,56,40-64,EU,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A003220,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A003220,1,FALSE,R06,R06-M02
P037332,H017695,A001724,R06,R06-M04,M,63,40-64,DE,main_residence,1,1,1,FALSE,A001724,1,1,FALSE,A001724,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A001724,2,FALSE,R06,R06-M04
P037333,H017695,A001724,R06,R06-M04,F,79,65-79,DE,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A001724,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A001724,1,FALSE,R06,R06-M04
P037334,H017695,A001724,R06,R06-M04,M,43,40-64,EU,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A001724,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A001724,1,FALSE,R06,R06-M04
P037335,H017696,A011712,R07,R07-M02,M,20,18-24,DE,secondary_residence,1,1,1,FALSE,A011712,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A011712,1,FALSE,R07,R07-M02
P037336,H017696,A011712,R07,R07-M02,F,34,25-39,DE,main_residence,1,1,1,FALSE,A011712,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A011712,1,FALSE,R07,R07-M02
P037337,H017696,A011712,R07,R07-M02,F,1,0-5,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P037338,H017696,A011712,R07,R07-M02,M,7,6-17,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A011712,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A011712,1,FALSE,R07,R07-M02
P037339,H017697,A014317,R09,R09-M03,F,55,40-64,Non-EU,main_residence,1,1,1,FALSE,A014317,1,1,FALSE,A014317,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A014317,2,FALSE,R09,R09-M03
P037340,H017697,A014317,R09,R09-M03,F,55,40-64,DE,main_residence,1,1,1,FALSE,A014317,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A014317,1,FALSE,R09,R09-M03
P037341,H017697,A014317,R09,R09-M03,M,36,25-39,DE,main_residence,1,1,1,FALSE,A014317,1,1,FALSE,A014317,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A014317,2,FALSE,R09,R09-M03
P037342,H017697,A014317,R09,R09-M03,F,31,25-39,Non-EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P037343,H017698,A012453,R07,R07-M02,F,37,25-39,DE,main_residence,1,1,1,FALSE,A012453,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A012453,1,FALSE,R07,R07-M02
P037344,H017698,A012453,R07,R07-M02,F,19,18-24,DE,main_residence,1,1,1,FALSE,A012453,1,1,FALSE,A012453,1,1,FALSE,A012453,3,3,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,FALSE,A012453,3,FALSE,R07,R07-M02
P037345,H017698,A012453,R07,R07-M02,F,55,40-64,DE,main_residence,1,1,1,FALSE,A012453,1,1,FALSE,A012453,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A012453,2,FALSE,R07,R07-M02
P037346,H017699,A012872,R09,R09-M02,F,19,18-24,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A012872,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A012872,1,FALSE,R09,R09-M02
P037347,H017699,A012872,R09,R09-M02,M,43,40-64,DE,main_residence,1,1,1,FALSE,A012872,1,1,FALSE,A012872,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A012872,2,FALSE,R09,R09-M02
P037348,H017699,A012872,R09,R09-M02,F,53,40-64,EU,main_residence,1,1,1,FALSE,A012872,1,1,FALSE,A012872,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A012872,2,FALSE,R09,R09-M02
P037349,H017700,A016614,R05,R05-M04,F,30,25-39,DE,main_residence,1,1,1,FALSE,A016614,1,1,FALSE,A016614,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A016614,2,FALSE,R05,R05-M04
P037350,H017700,A016614,R05,R05-M04,M,20,18-24,EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P037351,H017700,A016614,R05,R05-M04,M,51,40-64,DE,main_residence,1,1,1,FALSE,A016614,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A016614,1,FALSE,R05,R05-M04
P037352,H017701,A010564,R12,R12-M02,M,4,0-5,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P037353,H017701,A010564,R12,R12-M02,M,28,25-39,DE,main_residence,1,1,1,FALSE,A010564,1,1,FALSE,NA,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A010564,1,FALSE,R12,R12-M02
P037354,H017702,A012318,R09,R09-M03,F,55,40-64,DE,secondary_residence,1,1,1,FALSE,A012318,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A012318,1,FALSE,R09,R09-M03
P037355,H017703,A016147,R03,R03-M02,F,31,25-39,DE,main_residence,1,1,1,FALSE,A016147,1,1,FALSE,A016147,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A016147,2,FALSE,R03,R03-M02
P037356,H017704,A005003,R06,R06-M03,M,48,40-64,DE,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A005003,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A005003,1,FALSE,R06,R06-M03
P037357,H017704,A005003,R06,R06-M03,M,62,40-64,DE,main_residence,1,1,1,FALSE,A005003,1,1,FALSE,A005003,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A005003,2,FALSE,R06,R06-M03
P037358,H017705,A016070,R09,R09-M01,M,62,40-64,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P037359,H017705,A016070,R09,R09-M01,F,59,40-64,DE,main_residence,1,1,1,FALSE,A016070,1,1,FALSE,A016070,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A016070,2,FALSE,R09,R09-M01
P037360,H017706,A011744,R04,R04-M04,F,34,25-39,DE,main_residence,1,1,1,FALSE,A011744,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A011744,1,FALSE,R04,R04-M04
P037361,H017707,A016928,R03,R03-M03,M,8,6-17,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A002494,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A002494,0,TRUE,R03,R03-M02
P037362,H017707,A016928,R03,R03-M03,M,65,65-79,DE,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A016928,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A016928,1,FALSE,R03,R03-M03
P037363,H017708,A003993,R09,R09-M01,M,7,6-17,EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A003993,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A003993,1,FALSE,R09,R09-M01
P037364,H017709,A002410,R12,R12-M01,M,4,0-5,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P037365,H017710,A013682,R05,R05-M01,F,18,18-24,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P037366,H017710,A013682,R05,R05-M01,M,55,40-64,EU,main_residence,1,1,1,FALSE,A013682,1,1,FALSE,A013682,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A013682,2,FALSE,R05,R05-M01
P037367,H017711,A010268,R01,R01-M01,M,0,0-5,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P037368,H017712,A008268,R02,R02-M02,F,44,40-64,DE,secondary_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P037369,H017712,A008268,R02,R02-M02,M,60,40-64,Non-EU,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A008268,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A008268,1,FALSE,R02,R02-M02
P037370,H017713,A008755,R10,R10-M01,F,66,65-79,EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P037371,H017713,A008755,R10,R10-M01,M,35,25-39,EU,main_residence,1,1,1,FALSE,A008755,1,1,FALSE,A008755,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A008755,2,FALSE,R10,R10-M01
P037372,H017714,A006060,R06,R06-M04,F,41,40-64,DE,main_residence,1,1,1,FALSE,A006060,1,1,FALSE,A006060,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A006060,2,FALSE,R06,R06-M04
P037373,H017714,A006060,R06,R06-M04,F,28,25-39,Non-EU,main_residence,1,1,1,FALSE,A006060,1,1,FALSE,A006060,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A006060,2,FALSE,R06,R06-M04
P037374,H017714,A006060,R06,R06-M04,M,50,40-64,EU,main_residence,1,1,1,FALSE,A006060,1,1,FALSE,A006060,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A006060,2,FALSE,R06,R06-M04
P037375,H017715,A017918,R05,R05-M04,F,73,65-79,DE,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A017918,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A017918,1,FALSE,R05,R05-M04
P037376,H017715,A017918,R05,R05-M04,F,65,65-79,EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P037377,H017716,A009757,R01,R01-M01,M,65,65-79,DE,secondary_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P037378,H017717,A009601,R12,R12-M03,F,16,6-17,EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A009601,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A009601,1,FALSE,R12,R12-M03
P037379,H017718,A008975,R05,R05-M04,F,18,18-24,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A008975,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A008975,1,FALSE,R05,R05-M04
P037380,H017718,A008975,R05,R05-M04,M,6,6-17,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A008975,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A008975,1,FALSE,R05,R05-M04
P037381,H017719,A004588,R05,R05-M04,F,67,65-79,DE,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A003851,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A003851,0,TRUE,R05,R05-M03
P037382,H017720,A014692,R05,R05-M01,M,52,40-64,DE,main_residence,1,1,1,FALSE,A014692,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A014692,1,FALSE,R05,R05-M01
P037383,H017721,A004902,R03,R03-M01,M,61,40-64,DE,main_residence,1,1,1,FALSE,A004902,1,1,FALSE,A004902,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A004902,2,FALSE,R03,R03-M01
P037384,H017722,A007074,R05,R05-M03,M,44,40-64,DE,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A007074,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A007074,1,FALSE,R05,R05-M03
P037385,H017723,A017072,R03,R03-M03,M,32,25-39,DE,main_residence,1,1,1,FALSE,A017072,1,1,FALSE,A017072,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A017072,2,FALSE,R03,R03-M03
P037386,H017724,A008226,R01,R01-M04,M,92,80+,EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P037387,H017725,A016773,R07,R07-M01,F,41,40-64,DE,main_residence,1,1,1,FALSE,A016773,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A016773,1,FALSE,R07,R07-M01
P037388,H017725,A016773,R07,R07-M01,F,32,25-39,DE,main_residence,1,1,1,FALSE,A016773,1,1,FALSE,A016773,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A016773,2,FALSE,R07,R07-M01
P037389,H017725,A016773,R07,R07-M01,M,8,6-17,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A016773,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A016773,1,FALSE,R07,R07-M01
P037390,H017726,A004884,R02,R02-M04,F,81,80+,DE,secondary_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P037391,H017727,A002873,R09,R09-M02,F,13,6-17,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A002873,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A002873,1,FALSE,R09,R09-M02
P037392,H017728,A009447,R02,R02-M01,F,68,65-79,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P037393,H017728,A009447,R02,R02-M01,F,77,65-79,DE,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A009447,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A009447,1,FALSE,R02,R02-M01
P037394,H017728,A009447,R02,R02-M01,M,46,40-64,DE,NA,1,1,1,FALSE,A009447,1,1,FALSE,A009447,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A009447,2,FALSE,R02,R02-M01
P037395,H017729,A016366,R06,R06-M01,F,32,25-39,DE,secondary_residence,1,1,1,FALSE,A016366,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A016366,1,FALSE,R06,R06-M01
P037396,H017730,A013020,R04,R04-M02,M,73,65-79,DE,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A013020,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A013020,1,FALSE,R04,R04-M02
P037397,H017731,A002417,R09,R09-M02,F,74,65-79,DE,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A002417,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A002417,1,FALSE,R09,R09-M02
P037398,H017731,A002417,R09,R09-M02,F,23,18-24,DE,main_residence,1,1,1,FALSE,A014539,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A014539,0,TRUE,R09,R09-M01
P037399,H017732,A012867,R09,R09-M01,M,43,40-64,DE,main_residence,1,1,1,FALSE,A012867,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A012867,1,FALSE,R09,R09-M01
P037400,H017733,A007876,R02,R02-M01,F,52,40-64,DE,main_residence,1,1,1,FALSE,A007876,1,1,FALSE,NA,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A007876,1,FALSE,R02,R02-M01
P037401,H017734,A012499,R12,R12-M04,M,45,40-64,Non-EU,main_residence,1,1,1,FALSE,A012499,1,1,FALSE,A012499,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A012499,2,FALSE,R12,R12-M04
P037402,H017734,A012499,R12,R12-M04,F,28,25-39,DE,main_residence,1,1,1,FALSE,A012499,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A012499,1,FALSE,R12,R12-M04
P037403,H017734,A012499,R12,R12-M04,M,34,25-39,EU,main_residence,1,1,1,FALSE,NA,1,1,FALSE,A012499,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A012499,1,FALSE,R12,R12-M04
P037404,H017735,A006967,R09,R09-M01,M,65,65-79,Non-EU,secondary_residence,1,1,1,FALSE,A006967,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A006967,1,FALSE,R09,R09-M01
P037405,H017736,A003022,R10,R10-M02,M,91,80+,Non-EU,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A003022,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A003022,1,FALSE,R10,R10-M02
