analysis_address_id,analysis_region_code,analysis_municipality_code,observed_persons,registered_persons,auxiliary_only_persons,persons_with_positive_activity,persons_with_multiple_positive_signals,persons_with_address_conflict,clarification_cases
A017974,R11,R11-M01,3,3,0,1,1,0,0
A000013,R11,R11-M02,3,3,0,3,1,0,1
A000103,R11,R11-M02,4,4,0,4,1,0,0
A000125,R11,R11-M02,1,1,0,1,0,0,0
A000137,R11,R11-M02,1,1,0,1,1,0,0
A000433,R11,R11-M02,6,6,0,5,4,0,0
A000494,R11,R11-M02,5,5,0,2,2,0,0
A000548,R11,R11-M02,10,10,0,9,2,0,0
A000565,R11,R11-M02,4,4,0,1,0,0,0
A000569,R11,R11-M02,1,1,0,1,1,0,0
A000626,R11,R11-M02,3,3,0,2,1,0,0
A000978,R11,R11-M02,5,5,0,4,3,0,0
A000981,R11,R11-M02,5,5,0,5,2,0,0
A001012,R11,R11-M02,3,3,0,2,1,0,0
A001099,R11,R11-M02,5,5,0,3,0,0,0
A001128,R11,R11-M02,6,6,0,4,3,0,0
A001162,R11,R11-M02,5,5,0,4,2,0,0
A001164,R11,R11-M02,4,4,0,2,1,0,0
A001232,R11,R11-M02,5,5,0,2,2,0,0
A001263,R11,R11-M02,3,3,0,2,1,0,0
A001373,R11,R11-M02,7,7,0,4,1,1,1
A001404,R11,R11-M02,4,4,0,2,0,0,0
A001487,R11,R11-M02,6,6,0,4,2,0,0
A001532,R11,R11-M02,5,5,0,3,2,0,0
A001544,R11,R11-M02,11,11,0,8,2,0,0
A001563,R11,R11-M02,2,2,0,2,0,0,0
A001593,R11,R11-M02,3,2,1,3,1,0,1
A001670,R11,R11-M02,1,1,0,0,0,0,0
A001741,R11,R11-M02,1,1,0,1,0,0,0
A001797,R11,R11-M02,1,1,0,1,0,0,0
A001809,R11,R11-M02,3,3,0,3,0,0,0
A001819,R11,R11-M02,3,3,0,2,1,0,0
A001874,R11,R11-M02,12,12,0,6,3,1,1
A002200,R11,R11-M02,4,4,0,3,3,0,0
A002236,R11,R11-M02,1,1,0,1,1,0,0
A002361,R11,R11-M02,1,1,0,1,0,0,0
A002551,R11,R11-M02,5,5,0,5,3,1,1
A002562,R11,R11-M02,7,7,0,6,3,1,1
A002836,R11,R11-M02,3,3,0,3,0,0,0
A002867,R11,R11-M02,2,2,0,1,1,0,0
A002906,R11,R11-M02,3,3,0,3,2,1,1
A002994,R11,R11-M02,3,3,0,3,2,0,0
A003020,R11,R11-M02,4,4,0,2,0,0,0
A003024,R11,R11-M02,3,3,0,2,1,0,0
A003386,R11,R11-M02,2,2,0,1,0,0,0
A003423,R11,R11-M02,3,3,0,2,0,0,0
A003599,R11,R11-M02,9,9,0,4,1,1,1
A003662,R11,R11-M02,1,1,0,1,0,0,0
A003947,R11,R11-M02,7,7,0,5,3,1,1
A004649,R11,R11-M02,2,2,0,1,1,0,0
A004994,R11,R11-M02,10,10,0,8,3,0,0
A005008,R11,R11-M02,2,2,0,1,0,0,0
A005142,R11,R11-M02,8,8,0,7,3,1,1
A005166,R11,R11-M02,1,1,0,1,0,0,0
A005237,R11,R11-M02,4,4,0,2,1,0,0
A005361,R11,R11-M02,2,2,0,1,1,0,0
A005550,R11,R11-M02,10,10,0,7,5,0,1
A005703,R11,R11-M02,5,5,0,2,0,0,0
A005732,R11,R11-M02,5,5,0,3,0,0,0
A005816,R11,R11-M02,1,1,0,0,0,0,0
A005843,R11,R11-M02,7,7,0,4,1,0,0
A006081,R11,R11-M02,2,2,0,2,2,0,0
A006115,R11,R11-M02,9,9,0,8,5,0,0
A006231,R11,R11-M02,6,6,0,5,2,0,0
A006306,R11,R11-M02,3,3,0,2,1,0,0
A006531,R11,R11-M02,3,3,0,3,1,0,0
A006536,R11,R11-M02,1,1,0,0,0,0,0
A006552,R11,R11-M02,2,2,0,1,1,0,0
A006705,R11,R11-M02,8,8,0,5,3,0,0
A006871,R11,R11-M02,3,3,0,1,0,0,0
A007241,R11,R11-M02,8,8,0,6,2,0,0
A007258,R11,R11-M02,9,9,0,4,3,1,1
A007307,R11,R11-M02,7,7,0,5,2,0,1
A007447,R11,R11-M02,1,1,0,1,1,0,0
A007543,R11,R11-M02,7,7,0,5,2,0,0
A007824,R11,R11-M02,3,3,0,1,1,0,0
A008079,R11,R11-M02,7,6,1,6,2,0,1
A008215,R11,R11-M02,2,2,0,1,0,0,0
A008264,R11,R11-M02,3,3,0,2,2,0,0
A008268,R11,R11-M02,7,7,0,5,2,0,0
A008269,R11,R11-M02,1,1,0,0,0,0,0
A008286,R11,R11-M02,9,9,0,5,1,0,0
A008387,R11,R11-M02,3,3,0,1,1,0,0
A008517,R11,R11-M02,8,8,0,7,1,1,1
A008550,R11,R11-M02,3,3,0,1,1,0,0
A008603,R11,R11-M02,2,2,0,1,0,0,0
A008606,R11,R11-M02,11,11,0,9,8,0,0
A008751,R11,R11-M02,4,4,0,4,3,0,0
A008981,R11,R11-M02,5,5,0,3,2,0,0
A009033,R11,R11-M02,3,3,0,2,1,0,0
A009186,R11,R11-M02,1,1,0,1,0,0,1
A009270,R11,R11-M02,6,5,1,3,2,0,1
A009297,R11,R11-M02,2,2,0,1,1,0,0
A009341,R11,R11-M02,1,1,0,1,1,0,0
A009425,R11,R11-M02,2,2,0,2,2,0,0
A009502,R11,R11-M02,5,5,0,3,1,1,1
A009599,R11,R11-M02,1,1,0,1,1,0,0
A009695,R11,R11-M02,4,4,0,2,1,0,0
A009790,R11,R11-M02,7,7,0,5,2,0,0
A009865,R11,R11-M02,5,5,0,4,1,0,0
A009963,R11,R11-M02,2,2,0,2,0,0,0
A009989,R11,R11-M02,4,4,0,3,0,0,0
A010181,R11,R11-M02,11,11,0,8,0,0,0
A010338,R11,R11-M02,4,4,0,3,2,0,0
A010479,R11,R11-M02,6,6,0,5,1,0,0
A010548,R11,R11-M02,2,2,0,0,0,0,0
A010587,R11,R11-M02,5,5,0,4,1,0,0
A010597,R11,R11-M02,5,5,0,4,3,0,0
A010741,R11,R11-M02,5,5,0,4,3,1,1
A010981,R11,R11-M02,4,4,0,4,3,1,1
A011008,R11,R11-M02,7,7,0,4,2,1,1
A011011,R11,R11-M02,6,6,0,3,0,0,0
A011024,R11,R11-M02,1,1,0,1,1,0,0
A011265,R11,R11-M02,1,1,0,1,0,0,0
A011415,R11,R11-M02,10,9,1,8,3,0,1
A011440,R11,R11-M02,11,11,0,7,3,1,1
A011967,R11,R11-M02,14,14,0,9,2,0,0
A012390,R11,R11-M02,1,1,0,1,1,0,0
A012397,R11,R11-M02,1,1,0,1,0,0,0
A012705,R11,R11-M02,4,4,0,1,0,0,0
A013043,R11,R11-M02,1,1,0,1,1,0,0
A013112,R11,R11-M02,6,6,0,5,4,0,0
A013145,R11,R11-M02,5,5,0,5,3,0,0
A013348,R11,R11-M02,2,2,0,1,0,0,0
A013572,R11,R11-M02,2,2,0,2,2,1,1
A013617,R11,R11-M02,4,4,0,3,2,0,0
A013797,R11,R11-M02,3,3,0,3,1,0,0
A013847,R11,R11-M02,17,17,0,13,4,0,1
A013892,R11,R11-M02,5,5,0,1,1,0,0
A014016,R11,R11-M02,1,1,0,1,0,0,0
A014031,R11,R11-M02,1,1,0,1,0,0,0
A014124,R11,R11-M02,2,2,0,2,2,0,0
A014299,R11,R11-M02,4,4,0,4,4,1,1
A014624,R11,R11-M02,4,4,0,3,1,0,0
A014642,R11,R11-M02,5,5,0,1,0,0,0
A014694,R11,R11-M02,4,4,0,2,0,0,0
A014931,R11,R11-M02,1,1,0,0,0,0,0
A014979,R11,R11-M02,2,2,0,2,1,0,0
A015026,R11,R11-M02,3,3,0,3,1,0,0
A015093,R11,R11-M02,13,13,0,6,2,0,0
A015110,R11,R11-M02,4,4,0,2,0,0,1
A015490,R11,R11-M02,1,1,0,1,1,0,0
A015562,R11,R11-M02,1,1,0,1,0,0,0
A015692,R11,R11-M02,3,3,0,2,0,0,0
A015728,R11,R11-M02,4,4,0,3,3,0,0
A015807,R11,R11-M02,9,9,0,5,1,0,0
A015810,R11,R11-M02,9,9,0,5,2,0,0
A016145,R11,R11-M02,3,3,0,2,0,0,0
A016555,R11,R11-M02,2,2,0,0,0,0,0
A016584,R11,R11-M02,8,8,0,6,4,0,0
A016696,R11,R11-M02,4,3,1,3,0,0,2
A016809,R11,R11-M02,11,11,0,7,2,0,0
A016842,R11,R11-M02,3,3,0,1,0,0,0
A016912,R11,R11-M02,3,3,0,1,0,0,0
A016989,R11,R11-M02,5,5,0,3,2,0,0
A017071,R11,R11-M02,3,3,0,3,1,0,0
A017140,R11,R11-M02,6,6,0,5,2,0,0
A017146,R11,R11-M02,10,10,0,7,4,1,1
A017512,R11,R11-M02,4,4,0,1,0,0,0
A017590,R11,R11-M02,1,1,0,1,0,0,0
A017764,R11,R11-M02,2,2,0,1,1,0,0
A017765,R11,R11-M02,1,1,0,1,0,0,0
A017780,R11,R11-M02,7,7,0,5,0,0,0
A017818,R11,R11-M02,10,10,0,9,5,1,1
A017967,R11,R11-M02,6,6,0,4,2,0,0
A000031,R11,R11-M03,1,1,0,1,1,0,0
A000036,R11,R11-M03,2,2,0,1,1,0,0
A000044,R11,R11-M03,1,1,0,0,0,0,0
A000061,R11,R11-M03,1,1,0,0,0,0,0
A000076,R11,R11-M03,1,1,0,0,0,0,0
A000090,R11,R11-M03,5,5,0,4,1,0,0
A000123,R11,R11-M03,5,5,0,2,1,0,0
A000153,R11,R11-M03,5,5,0,2,2,0,0
A000154,R11,R11-M03,1,1,0,1,1,0,0
A000563,R11,R11-M03,1,1,0,1,0,0,0
A000581,R11,R11-M03,4,4,0,3,0,0,0
A000696,R11,R11-M03,4,4,0,2,1,0,1
A000717,R11,R11-M03,8,8,0,7,1,0,0
A001100,R11,R11-M03,1,1,0,1,0,0,0
A001138,R11,R11-M03,7,7,0,5,1,0,0
A001182,R11,R11-M03,1,1,0,1,0,0,0
A001341,R11,R11-M03,3,3,0,3,1,0,0
A001391,R11,R11-M03,1,1,0,0,0,0,0
A001548,R11,R11-M03,10,10,0,8,5,0,0
A001799,R11,R11-M03,4,4,0,2,1,0,0
A001920,R11,R11-M03,2,2,0,1,1,0,0
A001948,R11,R11-M03,5,5,0,5,3,0,0
A002329,R11,R11-M03,7,7,0,4,2,0,0
A002541,R11,R11-M03,5,5,0,3,0,0,1
A002605,R11,R11-M03,5,5,0,4,1,1,1
A002638,R11,R11-M03,3,3,0,2,1,1,1
A002736,R11,R11-M03,1,1,0,1,0,0,0
A002815,R11,R11-M03,5,5,0,4,0,0,0
A002967,R11,R11-M03,6,6,0,4,1,0,0
A003216,R11,R11-M03,1,1,0,0,0,0,0
A003358,R11,R11-M03,4,4,0,2,0,0,0
A003480,R11,R11-M03,1,1,0,0,0,0,0
A003602,R11,R11-M03,11,11,0,8,2,0,0
A003691,R11,R11-M03,4,4,0,3,2,0,0
A003875,R11,R11-M03,1,1,0,1,1,0,0
A004179,R11,R11-M03,2,2,0,1,0,0,0
A004541,R11,R11-M03,5,5,0,3,2,0,0
A004874,R11,R11-M03,2,2,0,2,1,0,0
A005112,R11,R11-M03,4,4,0,4,1,0,0
A005601,R11,R11-M03,2,2,0,2,1,0,0
A005610,R11,R11-M03,5,4,1,2,1,0,1
A005773,R11,R11-M03,8,7,1,7,1,0,1
A005802,R11,R11-M03,7,7,0,5,1,0,0
A005848,R11,R11-M03,3,3,0,2,1,0,0
A005860,R11,R11-M03,6,6,0,4,1,0,0
A006296,R11,R11-M03,13,12,1,11,6,0,1
A006309,R11,R11-M03,5,5,0,2,0,0,0
A006389,R11,R11-M03,8,8,0,6,2,0,0
A006478,R11,R11-M03,3,3,0,2,1,0,0
A006621,R11,R11-M03,5,5,0,2,1,0,0
A006801,R11,R11-M03,2,2,0,2,1,0,0
A007111,R11,R11-M03,1,1,0,1,0,0,0
A007242,R11,R11-M03,1,1,0,1,0,0,0
A007502,R11,R11-M03,2,2,0,2,0,0,0
A007639,R11,R11-M03,6,6,0,5,3,0,0
A007653,R11,R11-M03,5,5,0,3,1,0,0
A007684,R11,R11-M03,5,5,0,4,4,0,0
A007723,R11,R11-M03,4,4,0,3,0,0,0
A007872,R11,R11-M03,7,6,1,4,2,0,1
A007967,R11,R11-M03,1,1,0,1,0,0,0
A008188,R11,R11-M03,2,2,0,2,0,0,1
A008190,R11,R11-M03,4,4,0,3,1,0,0
A008277,R11,R11-M03,1,1,0,0,0,0,0
A008279,R11,R11-M03,3,3,0,1,0,0,0
A008439,R11,R11-M03,5,5,0,3,1,0,0
A008470,R11,R11-M03,1,1,0,1,1,0,0
A008608,R11,R11-M03,1,1,0,1,0,0,0
A008679,R11,R11-M03,2,2,0,1,0,0,0
A008957,R11,R11-M03,2,2,0,1,0,0,0
A008983,R11,R11-M03,1,1,0,1,0,0,0
A009009,R11,R11-M03,2,2,0,0,0,0,0
A009268,R11,R11-M03,6,6,0,6,4,0,0
A009549,R11,R11-M03,5,5,0,4,2,0,0
A009886,R11,R11-M03,10,10,0,4,2,0,0
A010177,R11,R11-M03,7,7,0,6,2,0,0
A010264,R11,R11-M03,6,6,0,3,2,0,0
A010413,R11,R11-M03,5,5,0,3,2,0,0
A010536,R11,R11-M03,1,1,0,1,1,0,0
A010605,R11,R11-M03,4,4,0,3,2,0,0
A010748,R11,R11-M03,2,2,0,1,0,0,0
A010864,R11,R11-M03,2,2,0,0,0,0,0
A010879,R11,R11-M03,7,7,0,5,2,0,0
A010901,R11,R11-M03,4,4,0,1,0,0,0
A011077,R11,R11-M03,2,2,0,2,1,0,0
A011165,R11,R11-M03,3,3,0,3,2,0,0
A011328,R11,R11-M03,3,3,0,1,1,0,0
A011350,R11,R11-M03,1,0,1,1,1,0,1
A011464,R11,R11-M03,1,1,0,0,0,0,0
A011514,R11,R11-M03,2,2,0,1,0,0,0
A011646,R11,R11-M03,1,1,0,1,1,0,0
A011666,R11,R11-M03,12,12,0,10,4,0,0
A011715,R11,R11-M03,7,7,0,4,2,0,0
A012107,R11,R11-M03,3,3,0,2,1,0,0
A012220,R11,R11-M03,4,4,0,3,0,0,0
A012547,R11,R11-M03,15,15,0,13,5,0,0
A012640,R11,R11-M03,7,7,0,6,4,0,0
A012684,R11,R11-M03,8,8,0,6,1,0,0
A012860,R11,R11-M03,1,1,0,1,0,0,0
A012876,R11,R11-M03,6,6,0,5,2,0,0
A013103,R11,R11-M03,9,9,0,8,2,0,0
A013216,R11,R11-M03,3,3,0,2,0,0,0
A013264,R11,R11-M03,11,11,0,9,2,0,0
A013408,R11,R11-M03,7,7,0,7,3,0,1
A013467,R11,R11-M03,1,1,0,1,0,0,0
A013657,R11,R11-M03,4,4,0,3,1,0,0
A013805,R11,R11-M03,12,12,0,3,3,0,0
A013811,R11,R11-M03,3,3,0,2,1,0,0
A013818,R11,R11-M03,5,5,0,4,2,0,0
A013896,R11,R11-M03,7,6,1,3,1,0,1
A013916,R11,R11-M03,2,2,0,2,1,0,0
A014015,R11,R11-M03,5,5,0,2,1,0,0
A014335,R11,R11-M03,1,1,0,1,1,0,0
A014543,R11,R11-M03,1,1,0,1,0,0,0
A014567,R11,R11-M03,3,3,0,2,1,0,0
A014631,R11,R11-M03,17,16,1,12,5,0,2
A014717,R11,R11-M03,11,11,0,8,4,0,1
A014774,R11,R11-M03,4,3,1,2,2,0,1
A014845,R11,R11-M03,5,5,0,5,0,0,0
A014938,R11,R11-M03,1,1,0,1,1,0,0
A015008,R11,R11-M03,9,9,0,7,3,0,0
A015064,R11,R11-M03,5,5,0,3,3,1,1
A015535,R11,R11-M03,5,5,0,2,1,1,1
A015553,R11,R11-M03,6,6,0,5,3,0,0
A015658,R11,R11-M03,3,3,0,3,0,0,0
A015785,R11,R11-M03,2,2,0,1,0,0,0
A015786,R11,R11-M03,7,7,0,6,3,1,1
A015846,R11,R11-M03,8,7,1,8,4,1,2
A015906,R11,R11-M03,6,6,0,5,1,0,0
A016061,R11,R11-M03,5,5,0,4,0,0,0
A016109,R11,R11-M03,6,6,0,5,3,0,0
A016114,R11,R11-M03,2,2,0,0,0,0,0
A016181,R11,R11-M03,5,5,0,3,1,0,0
A016285,R11,R11-M03,1,0,1,1,1,0,1
A016357,R11,R11-M03,6,6,0,4,1,0,0
A016487,R11,R11-M03,4,4,0,2,1,0,0
A016526,R11,R11-M03,3,3,0,2,2,0,0
A016583,R11,R11-M03,1,1,0,0,0,0,0
A016658,R11,R11-M03,3,3,0,3,1,0,0
A016999,R11,R11-M03,2,2,0,1,1,0,0
A017162,R11,R11-M03,5,4,1,4,1,0,1
A017187,R11,R11-M03,2,2,0,2,0,0,0
A017236,R11,R11-M03,5,5,0,4,2,0,1
A017651,R11,R11-M03,8,7,1,7,0,0,1
A017961,R11,R11-M03,3,3,0,3,0,0,0
A000554,R11,R11-M04,10,10,0,6,3,0,0
A000964,R11,R11-M04,2,2,0,1,0,0,0
A001027,R11,R11-M04,1,1,0,1,1,0,0
A001184,R11,R11-M04,4,4,0,4,3,1,1
A001325,R11,R11-M04,4,4,0,4,1,0,1
A001570,R11,R11-M04,3,3,0,1,0,0,0
A001585,R11,R11-M04,10,10,0,7,4,0,0
A001663,R11,R11-M04,6,6,0,6,1,0,1
A001671,R11,R11-M04,4,4,0,3,2,0,0
A001713,R11,R11-M04,1,1,0,1,1,1,1
A001952,R11,R11-M04,6,6,0,5,4,0,0
A002033,R11,R11-M04,8,8,0,5,2,0,0
A002100,R11,R11-M04,8,8,0,6,2,0,0
A002171,R11,R11-M04,4,4,0,3,2,1,1
A002312,R11,R11-M04,5,4,1,5,2,0,1
A002315,R11,R11-M04,4,4,0,4,3,0,0
A002328,R11,R11-M04,2,2,0,2,2,0,0
A002586,R11,R11-M04,2,2,0,1,0,0,0
A002679,R11,R11-M04,2,2,0,1,0,0,0
A002763,R11,R11-M04,2,2,0,2,1,1,1
A002933,R11,R11-M04,6,6,0,2,1,0,0
A003025,R11,R11-M04,6,6,0,4,2,0,0
A003130,R11,R11-M04,2,2,0,1,1,0,0
A003188,R11,R11-M04,2,2,0,2,1,0,0
A003227,R11,R11-M04,2,2,0,2,2,0,0
A003415,R11,R11-M04,5,5,0,3,1,0,0
A003425,R11,R11-M04,6,6,0,5,2,0,0
A003543,R11,R11-M04,1,1,0,1,0,0,0
A003725,R11,R11-M04,7,7,0,6,2,0,0
A003862,R11,R11-M04,2,2,0,2,0,0,0
A004161,R11,R11-M04,4,4,0,3,1,0,0
A004257,R11,R11-M04,14,14,0,9,3,0,0
A004526,R11,R11-M04,2,2,0,1,0,0,0
A004648,R11,R11-M04,2,2,0,2,1,1,1
A004702,R11,R11-M04,3,3,0,3,2,0,0
A004731,R11,R11-M04,12,12,0,10,3,0,0
A004832,R11,R11-M04,1,0,1,1,0,0,1
A004873,R11,R11-M04,1,1,0,1,0,0,0
A004893,R11,R11-M04,3,3,0,3,1,0,0
A004908,R11,R11-M04,4,4,0,3,2,0,0
A005036,R11,R11-M04,3,3,0,3,1,0,0
A005069,R11,R11-M04,1,1,0,1,0,0,0
A005134,R11,R11-M04,6,3,3,6,4,0,3
A005247,R11,R11-M04,3,3,0,3,2,0,0
A005261,R11,R11-M04,1,1,0,1,0,0,0
A005275,R11,R11-M04,7,7,0,4,2,0,1
A005295,R11,R11-M04,4,4,0,3,1,0,0
A005566,R11,R11-M04,5,5,0,2,1,0,0
A005789,R11,R11-M04,12,12,0,9,3,0,0
A006611,R11,R11-M04,2,2,0,0,0,0,0
A006631,R11,R11-M04,3,3,0,0,0,0,0
A006711,R11,R11-M04,3,3,0,1,1,0,0
A006762,R11,R11-M04,1,1,0,1,0,0,0
A006959,R11,R11-M04,3,2,1,2,0,0,1
A007026,R11,R11-M04,2,2,0,0,0,0,0
A007069,R11,R11-M04,3,3,0,1,0,0,0
A007087,R11,R11-M04,2,2,0,2,1,0,0
A007281,R11,R11-M04,2,2,0,1,1,1,1
A007295,R11,R11-M04,2,2,0,2,2,0,0
A007367,R11,R11-M04,3,3,0,3,3,0,0
A007503,R11,R11-M04,2,2,0,2,0,0,0
A007524,R11,R11-M04,5,5,0,4,1,0,0
A007605,R11,R11-M04,2,2,0,1,1,0,0
A007624,R11,R11-M04,3,3,0,2,1,0,0
A007897,R11,R11-M04,8,8,0,3,0,0,0
A007913,R11,R11-M04,1,1,0,1,0,0,0
A007950,R11,R11-M04,2,2,0,1,0,0,0
A008045,R11,R11-M04,7,7,0,3,1,1,1
A008070,R11,R11-M04,1,1,0,0,0,0,0
A008077,R11,R11-M04,3,3,0,1,1,0,0
A008141,R11,R11-M04,9,9,0,6,2,0,0
A008181,R11,R11-M04,4,3,1,4,3,0,1
A008648,R11,R11-M04,6,6,0,5,3,0,0
A008700,R11,R11-M04,3,3,0,2,2,0,0
A008843,R11,R11-M04,6,5,1,3,0,0,1
A008878,R11,R11-M04,2,2,0,0,0,0,0
A008938,R11,R11-M04,3,3,0,3,2,0,0
A009195,R11,R11-M04,1,1,0,1,1,0,0
A009277,R11,R11-M04,4,4,0,3,1,0,1
A009319,R11,R11-M04,3,3,0,2,1,0,0
A009532,R11,R11-M04,2,2,0,2,1,0,0
A009550,R11,R11-M04,3,3,0,2,0,0,0
A009668,R11,R11-M04,3,3,0,2,0,0,0
A009732,R11,R11-M04,10,10,0,9,5,1,3
A009811,R11,R11-M04,2,2,0,2,0,0,0
A009885,R11,R11-M04,3,3,0,3,2,0,0
A010064,R11,R11-M04,8,8,0,7,0,0,1
A010217,R11,R11-M04,5,5,0,3,1,0,1
A010283,R11,R11-M04,2,2,0,2,0,0,0
A010570,R11,R11-M04,1,1,0,1,0,0,0
A010594,R11,R11-M04,6,6,0,3,1,0,0
A010685,R11,R11-M04,6,6,0,4,2,0,0
A010708,R11,R11-M04,4,4,0,3,0,0,0
A010719,R11,R11-M04,2,2,0,1,0,0,0
A010720,R11,R11-M04,5,5,0,3,2,0,0
A011018,R11,R11-M04,8,8,0,5,0,0,0
A011025,R11,R11-M04,2,2,0,1,0,0,0
A011060,R11,R11-M04,4,4,0,3,1,0,0
A011294,R11,R11-M04,2,2,0,2,1,0,0
A011318,R11,R11-M04,1,1,0,0,0,0,0
A011638,R11,R11-M04,5,5,0,5,2,0,0
A011671,R11,R11-M04,1,1,0,1,0,0,0
A012088,R11,R11-M04,20,20,0,13,6,1,1
A012230,R11,R11-M04,2,2,0,1,0,0,1
A012373,R11,R11-M04,1,1,0,0,0,0,0
A012376,R11,R11-M04,3,3,0,3,2,0,0
A012490,R11,R11-M04,3,3,0,0,0,0,0
A012559,R11,R11-M04,2,2,0,2,0,0,0
A012665,R11,R11-M04,5,5,0,4,2,0,0
A013029,R11,R11-M04,2,2,0,2,2,1,1
A013317,R11,R11-M04,10,10,0,7,4,0,0
A013526,R11,R11-M04,4,4,0,2,1,1,1
A013755,R11,R11-M04,2,2,0,2,1,0,0
A013923,R11,R11-M04,3,3,0,2,0,0,1
A014069,R11,R11-M04,11,11,0,9,5,1,1
A014107,R11,R11-M04,3,3,0,2,0,0,0
A014205,R11,R11-M04,6,6,0,4,2,0,0
A014259,R11,R11-M04,4,4,0,2,2,0,0
A014289,R11,R11-M04,5,5,0,1,0,0,0
A014353,R11,R11-M04,3,3,0,0,0,0,0
A014528,R11,R11-M04,10,10,0,6,2,0,0
A014578,R11,R11-M04,10,10,0,7,3,0,0
A014660,R11,R11-M04,7,7,0,4,1,0,0
A015067,R11,R11-M04,5,5,0,5,1,0,0
A015569,R11,R11-M04,4,4,0,3,2,0,0
A015604,R11,R11-M04,10,9,1,7,1,0,1
A015699,R11,R11-M04,5,5,0,5,2,0,0
A015739,R11,R11-M04,1,1,0,1,0,0,0
A015812,R11,R11-M04,5,5,0,4,0,0,0
A015819,R11,R11-M04,2,2,0,1,1,0,0
A015923,R11,R11-M04,3,3,0,2,1,0,0
A015934,R11,R11-M04,11,11,0,9,5,0,0
A015969,R11,R11-M04,4,4,0,3,1,0,0
A016033,R11,R11-M04,6,6,0,5,2,0,0
A016154,R11,R11-M04,2,1,1,2,0,0,1
A016176,R11,R11-M04,1,1,0,1,1,0,0
A016231,R11,R11-M04,2,2,0,1,0,0,0
A016300,R11,R11-M04,1,1,0,0,0,0,0
A016653,R11,R11-M04,1,1,0,1,0,0,0
A016768,R11,R11-M04,6,6,0,4,1,0,0
A016965,R11,R11-M04,2,2,0,1,0,0,0
A017309,R11,R11-M04,4,4,0,1,1,0,0
A017373,R11,R11-M04,2,2,0,2,0,0,0
A017711,R11,R11-M04,3,3,0,2,1,0,0
A017839,R11,R11-M04,1,1,0,1,1,0,0
A000073,R12,R12-M01,5,5,0,4,2,0,0
A000115,R12,R12-M01,6,6,0,4,0,0,0
A000158,R12,R12-M01,3,3,0,3,1,0,0
A000181,R12,R12-M01,6,6,0,5,1,0,0
A000190,R12,R12-M01,4,3,1,3,2,0,1
A000195,R12,R12-M01,5,5,0,3,3,0,0
A000265,R12,R12-M01,7,7,0,5,3,0,0
A000280,R12,R12-M01,11,11,0,9,3,0,0
A000310,R12,R12-M01,7,7,0,5,1,0,0
A000325,R12,R12-M01,3,3,0,2,2,1,1
A000415,R12,R12-M01,6,6,0,4,2,0,0
A000466,R12,R12-M01,5,5,0,3,1,0,0
A000655,R12,R12-M01,4,4,0,1,0,0,0
A000725,R12,R12-M01,4,3,1,3,2,0,1
A000766,R12,R12-M01,1,1,0,1,0,0,0
A000777,R12,R12-M01,2,2,0,2,0,0,0
A000801,R12,R12-M01,8,8,0,6,3,1,2
A000805,R12,R12-M01,3,3,0,2,1,0,0
A000819,R12,R12-M01,3,3,0,2,1,0,0
A000913,R12,R12-M01,5,5,0,4,2,0,0
A000977,R12,R12-M01,14,14,0,10,8,0,0
A001009,R12,R12-M01,3,3,0,1,0,0,0
A001087,R12,R12-M01,2,2,0,1,1,0,0
A001124,R12,R12-M01,1,1,0,1,1,0,0
A001156,R12,R12-M01,8,8,0,7,2,1,1
A001193,R12,R12-M01,1,1,0,1,0,0,0
A001217,R12,R12-M01,5,5,0,4,2,0,1
A001243,R12,R12-M01,2,2,0,1,1,0,0
A001250,R12,R12-M01,12,12,0,8,6,0,0
A001261,R12,R12-M01,1,1,0,1,0,0,0
A001267,R12,R12-M01,2,2,0,2,0,0,0
A001470,R12,R12-M01,11,11,0,10,4,0,0
A001509,R12,R12-M01,2,2,0,2,1,0,0
A001514,R12,R12-M01,4,3,1,2,0,0,1
A001658,R12,R12-M01,4,4,0,4,1,0,0
A001694,R12,R12-M01,4,4,0,2,1,0,0
A001695,R12,R12-M01,1,1,0,1,1,0,0
A001698,R12,R12-M01,1,1,0,1,1,1,1
A001738,R12,R12-M01,2,2,0,2,1,0,0
A001816,R12,R12-M01,3,3,0,3,2,0,0
A001844,R12,R12-M01,4,4,0,3,0,0,0
A001865,R12,R12-M01,2,2,0,2,1,0,0
A001868,R12,R12-M01,6,6,0,4,4,0,0
A001925,R12,R12-M01,5,5,0,4,3,0,0
A001930,R12,R12-M01,2,2,0,1,0,0,0
A001946,R12,R12-M01,1,1,0,1,1,0,0
A001958,R12,R12-M01,6,6,0,3,3,0,0
A002013,R12,R12-M01,4,4,0,4,3,0,0
A002152,R12,R12-M01,2,2,0,2,0,0,0
A002158,R12,R12-M01,3,3,0,2,0,0,0
A002196,R12,R12-M01,10,10,0,7,4,0,0
A002279,R12,R12-M01,2,2,0,1,1,0,0
A002346,R12,R12-M01,8,8,0,6,2,0,0
A002353,R12,R12-M01,5,5,0,4,3,0,0
A002384,R12,R12-M01,3,3,0,0,0,0,0
A002459,R12,R12-M01,1,0,1,1,0,0,1
A002587,R12,R12-M01,3,3,0,2,0,0,0
A002630,R12,R12-M01,1,1,0,0,0,0,0
A002656,R12,R12-M01,1,1,0,1,1,0,0
A002822,R12,R12-M01,2,2,0,2,1,0,0
A002833,R12,R12-M01,10,10,0,7,3,0,0
